interval_start_local,interval_start_utc,interval_end_local,interval_end_utc,market,non_spinning_reserves,regulation_down,regulation_up,responsive_reserves,ercot_contingency_reserve_service
2024-10-07 19:00:00-05:00,2024-10-08 00:00:00+00:00,2024-10-07 20:00:00-05:00,2024-10-08 01:00:00+00:00,DAM,213.42,10.01,179.9,213.71,213.71
2024-10-07 20:00:00-05:00,2024-10-08 01:00:00+00:00,2024-10-07 21:00:00-05:00,2024-10-08 02:00:00+00:00,DAM,45.57,2.74,19.38,26.88,28.88
2024-10-07 21:00:00-05:00,2024-10-08 02:00:00+00:00,2024-10-07 22:00:00-05:00,2024-10-08 03:00:00+00:00,DAM,26.59,4.9,6.82,6.82,7.32
2024-10-07 22:00:00-05:00,2024-10-08 03:00:00+00:00,2024-10-07 23:00:00-05:00,2024-10-08 04:00:00+00:00,DAM,3.0,0.69,1.2,1.0,1.24
2024-10-07 23:00:00-05:00,2024-10-08 04:00:00+00:00,2024-10-08 00:00:00-05:00,2024-10-08 05:00:00+00:00,DAM,0.8,0.69,1.0,0.8,0.8
2024-10-08 00:00:00-05:00,2024-10-08 05:00:00+00:00,2024-10-08 01:00:00-05:00,2024-10-08 06:00:00+00:00,DAM,0.2,0.79,0.63,0.63,0.04
2024-10-08 01:00:00-05:00,2024-10-08 06:00:00+00:00,2024-10-08 02:00:00-05:00,2024-10-08 07:00:00+00:00,DAM,0.21,0.79,0.5,0.5,0.04
2024-10-08 02:00:00-05:00,2024-10-08 07:00:00+00:00,2024-10-08 03:00:00-05:00,2024-10-08 08:00:00+00:00,DAM,0.08,0.49,0.51,0.5,0.04
2024-10-08 03:00:00-05:00,2024-10-08 08:00:00+00:00,2024-10-08 04:00:00-05:00,2024-10-08 09:00:00+00:00,DAM,0.08,0.49,0.51,0.5,0.04
2024-10-08 04:00:00-05:00,2024-10-08 09:00:00+00:00,2024-10-08 05:00:00-05:00,2024-10-08 10:00:00+00:00,DAM,0.08,0.6,0.9,0.5,0.04
2024-10-08 05:00:00-05:00,2024-10-08 10:00:00+00:00,2024-10-08 06:00:00-05:00,2024-10-08 11:00:00+00:00,DAM,0.08,0.79,1.32,0.53,0.04
2024-10-08 06:00:00-05:00,2024-10-08 11:00:00+00:00,2024-10-08 07:00:00-05:00,2024-10-08 12:00:00+00:00,DAM,1.0,0.59,1.29,0.8,0.05
2024-10-08 07:00:00-05:00,2024-10-08 12:00:00+00:00,2024-10-08 08:00:00-05:00,2024-10-08 13:00:00+00:00,DAM,1.0,1.03,0.98,0.81,0.2
2024-10-08 08:00:00-05:00,2024-10-08 13:00:00+00:00,2024-10-08 09:00:00-05:00,2024-10-08 14:00:00+00:00,DAM,1.0,2.43,1.44,0.8,0.8
2024-10-08 09:00:00-05:00,2024-10-08 14:00:00+00:00,2024-10-08 10:00:00-05:00,2024-10-08 15:00:00+00:00,DAM,1.0,0.98,1.32,0.95,0.95
2024-10-08 10:00:00-05:00,2024-10-08 15:00:00+00:00,2024-10-08 11:00:00-05:00,2024-10-08 16:00:00+00:00,DAM,1.01,0.98,1.6,0.8,0.8
2024-10-08 11:00:00-05:00,2024-10-08 16:00:00+00:00,2024-10-08 12:00:00-05:00,2024-10-08 17:00:00+00:00,DAM,1.0,1.0,1.78,0.78,0.78
2024-10-08 12:00:00-05:00,2024-10-08 17:00:00+00:00,2024-10-08 13:00:00-05:00,2024-10-08 18:00:00+00:00,DAM,1.36,1.49,2.54,0.74,0.74
2024-10-08 13:00:00-05:00,2024-10-08 18:00:00+00:00,2024-10-08 14:00:00-05:00,2024-10-08 19:00:00+00:00,DAM,1.27,1.49,2.54,0.79,0.79
2024-10-08 14:00:00-05:00,2024-10-08 19:00:00+00:00,2024-10-08 15:00:00-05:00,2024-10-08 20:00:00+00:00,DAM,0.99,1.49,2.54,0.8,0.8
2024-10-08 15:00:00-05:00,2024-10-08 20:00:00+00:00,2024-10-08 16:00:00-05:00,2024-10-08 21:00:00+00:00,DAM,1.03,1.49,2.54,0.9,0.9
2024-10-08 16:00:00-05:00,2024-10-08 21:00:00+00:00,2024-10-08 17:00:00-05:00,2024-10-08 22:00:00+00:00,DAM,3.0,1.49,2.75,1.5,1.5
2024-10-08 17:00:00-05:00,2024-10-08 22:00:00+00:00,2024-10-08 18:00:00-05:00,2024-10-08 23:00:00+00:00,DAM,10.13,3.63,4.61,1.5,1.5
2024-10-08 18:00:00-05:00,2024-10-08 23:00:00+00:00,2024-10-08 19:00:00-05:00,2024-10-09 00:00:00+00:00,DAM,91.99,7.01,84.0,91.99,91.99
2024-10-08 19:00:00-05:00,2024-10-09 00:00:00+00:00,2024-10-08 20:00:00-05:00,2024-10-09 01:00:00+00:00,DAM,48.61,11.42,41.16,49.36,49.36
2024-10-08 20:00:00-05:00,2024-10-09 01:00:00+00:00,2024-10-08 21:00:00-05:00,2024-10-09 02:00:00+00:00,DAM,16.08,2.67,10.0,10.0,10.0
2024-10-08 21:00:00-05:00,2024-10-09 02:00:00+00:00,2024-10-08 22:00:00-05:00,2024-10-09 03:00:00+00:00,DAM,5.59,1.96,6.18,3.96,3.96
2024-10-08 22:00:00-05:00,2024-10-09 03:00:00+00:00,2024-10-08 23:00:00-05:00,2024-10-09 04:00:00+00:00,DAM,0.94,0.79,0.99,0.76,0.76
2024-10-08 23:00:00-05:00,2024-10-09 04:00:00+00:00,2024-10-09 00:00:00-05:00,2024-10-09 05:00:00+00:00,DAM,0.5,0.69,0.63,0.63,0.37
2024-10-09 00:00:00-05:00,2024-10-09 05:00:00+00:00,2024-10-09 01:00:00-05:00,2024-10-09 06:00:00+00:00,DAM,0.08,0.98,0.5,0.5,0.07
2024-10-09 01:00:00-05:00,2024-10-09 06:00:00+00:00,2024-10-09 02:00:00-05:00,2024-10-09 07:00:00+00:00,DAM,0.08,0.89,0.49,0.49,0.07
2024-10-09 02:00:00-05:00,2024-10-09 07:00:00+00:00,2024-10-09 03:00:00-05:00,2024-10-09 08:00:00+00:00,DAM,0.06,0.49,0.85,0.49,0.06
2024-10-09 03:00:00-05:00,2024-10-09 08:00:00+00:00,2024-10-09 04:00:00-05:00,2024-10-09 09:00:00+00:00,DAM,0.06,0.82,1.16,0.5,0.06
2024-10-09 04:00:00-05:00,2024-10-09 09:00:00+00:00,2024-10-09 05:00:00-05:00,2024-10-09 10:00:00+00:00,DAM,0.06,0.98,1.2,0.5,0.06
2024-10-09 05:00:00-05:00,2024-10-09 10:00:00+00:00,2024-10-09 06:00:00-05:00,2024-10-09 11:00:00+00:00,DAM,0.06,0.98,1.32,0.68,0.07
2024-10-09 06:00:00-05:00,2024-10-09 11:00:00+00:00,2024-10-09 07:00:00-05:00,2024-10-09 12:00:00+00:00,DAM,1.0,0.49,0.88,0.78,0.07
2024-10-09 07:00:00-05:00,2024-10-09 12:00:00+00:00,2024-10-09 08:00:00-05:00,2024-10-09 13:00:00+00:00,DAM,1.0,0.95,0.79,0.75,0.49
2024-10-09 08:00:00-05:00,2024-10-09 13:00:00+00:00,2024-10-09 09:00:00-05:00,2024-10-09 14:00:00+00:00,DAM,1.0,2.3,1.19,0.78,0.78
2024-10-09 09:00:00-05:00,2024-10-09 14:00:00+00:00,2024-10-09 10:00:00-05:00,2024-10-09 15:00:00+00:00,DAM,0.97,1.0,1.59,0.79,0.79
2024-10-09 10:00:00-05:00,2024-10-09 15:00:00+00:00,2024-10-09 11:00:00-05:00,2024-10-09 16:00:00+00:00,DAM,1.0,1.0,1.59,0.79,0.79
2024-10-09 11:00:00-05:00,2024-10-09 16:00:00+00:00,2024-10-09 12:00:00-05:00,2024-10-09 17:00:00+00:00,DAM,1.0,1.0,1.7,0.75,0.75
2024-10-09 12:00:00-05:00,2024-10-09 17:00:00+00:00,2024-10-09 13:00:00-05:00,2024-10-09 18:00:00+00:00,DAM,1.0,1.44,1.78,0.74,0.74
2024-10-09 13:00:00-05:00,2024-10-09 18:00:00+00:00,2024-10-09 14:00:00-05:00,2024-10-09 19:00:00+00:00,DAM,1.01,1.0,1.59,0.79,0.79
2024-10-09 14:00:00-05:00,2024-10-09 19:00:00+00:00,2024-10-09 15:00:00-05:00,2024-10-09 20:00:00+00:00,DAM,0.94,1.0,1.92,0.8,0.8
2024-10-09 15:00:00-05:00,2024-10-09 20:00:00+00:00,2024-10-09 16:00:00-05:00,2024-10-09 21:00:00+00:00,DAM,0.92,1.49,1.97,0.86,0.86
2024-10-09 16:00:00-05:00,2024-10-09 21:00:00+00:00,2024-10-09 17:00:00-05:00,2024-10-09 22:00:00+00:00,DAM,0.99,1.49,2.11,0.99,0.99
2024-10-09 17:00:00-05:00,2024-10-09 22:00:00+00:00,2024-10-09 18:00:00-05:00,2024-10-09 23:00:00+00:00,DAM,3.0,3.63,3.83,1.49,1.49
2024-10-09 18:00:00-05:00,2024-10-09 23:00:00+00:00,2024-10-09 19:00:00-05:00,2024-10-10 00:00:00+00:00,DAM,33.24,5.05,34.25,34.4,34.4
2024-10-09 19:00:00-05:00,2024-10-10 00:00:00+00:00,2024-10-09 20:00:00-05:00,2024-10-10 01:00:00+00:00,DAM,23.18,7.84,21.18,24.18,24.18
2024-10-09 20:00:00-05:00,2024-10-10 01:00:00+00:00,2024-10-09 21:00:00-05:00,2024-10-10 02:00:00+00:00,DAM,6.64,1.0,3.37,3.92,3.92
2024-10-09 21:00:00-05:00,2024-10-10 02:00:00+00:00,2024-10-09 22:00:00-05:00,2024-10-10 03:00:00+00:00,DAM,1.6,0.98,1.78,1.38,1.38
2024-10-09 22:00:00-05:00,2024-10-10 03:00:00+00:00,2024-10-09 23:00:00-05:00,2024-10-10 04:00:00+00:00,DAM,0.5,0.5,0.9,0.5,0.5
2024-10-09 23:00:00-05:00,2024-10-10 04:00:00+00:00,2024-10-10 00:00:00-05:00,2024-10-10 05:00:00+00:00,DAM,0.4,0.5,0.99,0.5,0.5
2024-10-10 00:00:00-05:00,2024-10-10 05:00:00+00:00,2024-10-10 01:00:00-05:00,2024-10-10 06:00:00+00:00,DAM,0.08,0.98,0.5,0.5,0.07
2024-10-10 01:00:00-05:00,2024-10-10 06:00:00+00:00,2024-10-10 02:00:00-05:00,2024-10-10 07:00:00+00:00,DAM,0.08,0.98,0.57,0.5,0.06
2024-10-10 02:00:00-05:00,2024-10-10 07:00:00+00:00,2024-10-10 03:00:00-05:00,2024-10-10 08:00:00+00:00,DAM,0.06,0.49,0.85,0.5,0.06
2024-10-10 03:00:00-05:00,2024-10-10 08:00:00+00:00,2024-10-10 04:00:00-05:00,2024-10-10 09:00:00+00:00,DAM,0.06,0.49,0.85,0.49,0.06
2024-10-10 04:00:00-05:00,2024-10-10 09:00:00+00:00,2024-10-10 05:00:00-05:00,2024-10-10 10:00:00+00:00,DAM,0.07,0.49,1.0,0.49,0.06
2024-10-10 05:00:00-05:00,2024-10-10 10:00:00+00:00,2024-10-10 06:00:00-05:00,2024-10-10 11:00:00+00:00,DAM,0.06,0.49,0.97,0.5,0.07
2024-10-10 06:00:00-05:00,2024-10-10 11:00:00+00:00,2024-10-10 07:00:00-05:00,2024-10-10 12:00:00+00:00,DAM,1.0,0.49,0.79,0.75,0.06
2024-10-10 07:00:00-05:00,2024-10-10 12:00:00+00:00,2024-10-10 08:00:00-05:00,2024-10-10 13:00:00+00:00,DAM,1.0,0.95,0.79,0.75,0.49
2024-10-10 08:00:00-05:00,2024-10-10 13:00:00+00:00,2024-10-10 09:00:00-05:00,2024-10-10 14:00:00+00:00,DAM,1.0,2.25,1.32,0.79,0.79
2024-10-10 09:00:00-05:00,2024-10-10 14:00:00+00:00,2024-10-10 10:00:00-05:00,2024-10-10 15:00:00+00:00,DAM,0.97,1.0,1.6,0.8,0.8
2024-10-10 10:00:00-05:00,2024-10-10 15:00:00+00:00,2024-10-10 11:00:00-05:00,2024-10-10 16:00:00+00:00,DAM,1.01,1.0,1.61,0.81,0.81
2024-10-10 11:00:00-05:00,2024-10-10 16:00:00+00:00,2024-10-10 12:00:00-05:00,2024-10-10 17:00:00+00:00,DAM,1.01,0.98,1.59,0.79,0.79
2024-10-10 12:00:00-05:00,2024-10-10 17:00:00+00:00,2024-10-10 13:00:00-05:00,2024-10-10 18:00:00+00:00,DAM,1.01,1.49,1.56,0.76,0.76
2024-10-10 13:00:00-05:00,2024-10-10 18:00:00+00:00,2024-10-10 14:00:00-05:00,2024-10-10 19:00:00+00:00,DAM,1.03,1.0,1.54,0.74,0.74
2024-10-10 14:00:00-05:00,2024-10-10 19:00:00+00:00,2024-10-10 15:00:00-05:00,2024-10-10 20:00:00+00:00,DAM,0.94,1.49,1.92,0.8,0.8
2024-10-10 15:00:00-05:00,2024-10-10 20:00:00+00:00,2024-10-10 16:00:00-05:00,2024-10-10 21:00:00+00:00,DAM,0.97,1.49,2.02,0.9,0.9
2024-10-10 16:00:00-05:00,2024-10-10 21:00:00+00:00,2024-10-10 17:00:00-05:00,2024-10-10 22:00:00+00:00,DAM,1.48,1.49,2.41,1.29,1.29
2024-10-10 17:00:00-05:00,2024-10-10 22:00:00+00:00,2024-10-10 18:00:00-05:00,2024-10-10 23:00:00+00:00,DAM,3.0,3.63,4.76,1.5,1.5
2024-10-10 18:00:00-05:00,2024-10-10 23:00:00+00:00,2024-10-10 19:00:00-05:00,2024-10-11 00:00:00+00:00,DAM,40.67,6.88,40.58,40.82,40.82
2024-10-10 19:00:00-05:00,2024-10-11 00:00:00+00:00,2024-10-10 20:00:00-05:00,2024-10-11 01:00:00+00:00,DAM,23.6,5.05,23.6,30.0,30.0
2024-10-10 20:00:00-05:00,2024-10-11 01:00:00+00:00,2024-10-10 21:00:00-05:00,2024-10-11 02:00:00+00:00,DAM,4.04,1.21,4.04,4.04,4.04
2024-10-10 21:00:00-05:00,2024-10-11 02:00:00+00:00,2024-10-10 22:00:00-05:00,2024-10-11 03:00:00+00:00,DAM,1.04,0.98,1.5,1.04,1.04
2024-10-10 22:00:00-05:00,2024-10-11 03:00:00+00:00,2024-10-10 23:00:00-05:00,2024-10-11 04:00:00+00:00,DAM,0.51,0.49,0.99,0.51,0.51
2024-10-10 23:00:00-05:00,2024-10-11 04:00:00+00:00,2024-10-11 00:00:00-05:00,2024-10-11 05:00:00+00:00,DAM,0.5,0.69,0.99,0.5,0.5
2024-10-11 00:00:00-05:00,2024-10-11 05:00:00+00:00,2024-10-11 01:00:00-05:00,2024-10-11 06:00:00+00:00,DAM,0.08,0.98,0.49,0.49,0.37
2024-10-11 01:00:00-05:00,2024-10-11 06:00:00+00:00,2024-10-11 02:00:00-05:00,2024-10-11 07:00:00+00:00,DAM,0.08,0.93,0.49,0.49,0.07
2024-10-11 02:00:00-05:00,2024-10-11 07:00:00+00:00,2024-10-11 03:00:00-05:00,2024-10-11 08:00:00+00:00,DAM,0.06,0.49,0.59,0.49,0.06
2024-10-11 03:00:00-05:00,2024-10-11 08:00:00+00:00,2024-10-11 04:00:00-05:00,2024-10-11 09:00:00+00:00,DAM,0.06,0.49,0.64,0.49,0.06
2024-10-11 04:00:00-05:00,2024-10-11 09:00:00+00:00,2024-10-11 05:00:00-05:00,2024-10-11 10:00:00+00:00,DAM,0.06,0.49,1.0,0.49,0.06
2024-10-11 05:00:00-05:00,2024-10-11 10:00:00+00:00,2024-10-11 06:00:00-05:00,2024-10-11 11:00:00+00:00,DAM,0.06,0.49,1.0,0.5,0.07
2024-10-11 06:00:00-05:00,2024-10-11 11:00:00+00:00,2024-10-11 07:00:00-05:00,2024-10-11 12:00:00+00:00,DAM,0.96,0.49,0.79,0.75,0.07
2024-10-11 07:00:00-05:00,2024-10-11 12:00:00+00:00,2024-10-11 08:00:00-05:00,2024-10-11 13:00:00+00:00,DAM,0.97,0.95,0.75,0.75,0.45
2024-10-11 08:00:00-05:00,2024-10-11 13:00:00+00:00,2024-10-11 09:00:00-05:00,2024-10-11 14:00:00+00:00,DAM,0.96,2.25,1.32,0.73,0.73
2024-10-11 09:00:00-05:00,2024-10-11 14:00:00+00:00,2024-10-11 10:00:00-05:00,2024-10-11 15:00:00+00:00,DAM,0.92,0.77,1.59,0.79,0.79
2024-10-11 10:00:00-05:00,2024-10-11 15:00:00+00:00,2024-10-11 11:00:00-05:00,2024-10-11 16:00:00+00:00,DAM,0.96,0.68,1.5,0.7,0.7
2024-10-11 11:00:00-05:00,2024-10-11 16:00:00+00:00,2024-10-11 12:00:00-05:00,2024-10-11 17:00:00+00:00,DAM,0.96,0.5,1.5,0.7,0.7
2024-10-11 12:00:00-05:00,2024-10-11 17:00:00+00:00,2024-10-11 13:00:00-05:00,2024-10-11 18:00:00+00:00,DAM,1.01,1.0,1.5,0.7,0.7
2024-10-11 13:00:00-05:00,2024-10-11 18:00:00+00:00,2024-10-11 14:00:00-05:00,2024-10-11 19:00:00+00:00,DAM,1.03,0.5,1.55,0.75,0.75
2024-10-11 14:00:00-05:00,2024-10-11 19:00:00+00:00,2024-10-11 15:00:00-05:00,2024-10-11 20:00:00+00:00,DAM,0.95,0.98,1.78,0.79,0.79
2024-10-11 15:00:00-05:00,2024-10-11 20:00:00+00:00,2024-10-11 16:00:00-05:00,2024-10-11 21:00:00+00:00,DAM,0.94,1.0,1.78,0.8,0.8
2024-10-11 16:00:00-05:00,2024-10-11 21:00:00+00:00,2024-10-11 17:00:00-05:00,2024-10-11 22:00:00+00:00,DAM,1.0,1.49,2.0,1.0,1.0
2024-10-11 17:00:00-05:00,2024-10-11 22:00:00+00:00,2024-10-11 18:00:00-05:00,2024-10-11 23:00:00+00:00,DAM,10.04,4.0,5.23,1.49,1.49
2024-10-11 18:00:00-05:00,2024-10-11 23:00:00+00:00,2024-10-11 19:00:00-05:00,2024-10-12 00:00:00+00:00,DAM,31.03,6.75,31.53,31.53,31.53
2024-10-11 19:00:00-05:00,2024-10-12 00:00:00+00:00,2024-10-11 20:00:00-05:00,2024-10-12 01:00:00+00:00,DAM,14.35,4.9,14.0,15.72,15.72
2024-10-11 20:00:00-05:00,2024-10-12 01:00:00+00:00,2024-10-11 21:00:00-05:00,2024-10-12 02:00:00+00:00,DAM,3.0,1.0,2.67,3.0,3.0
2024-10-11 21:00:00-05:00,2024-10-12 02:00:00+00:00,2024-10-11 22:00:00-05:00,2024-10-12 03:00:00+00:00,DAM,1.03,0.79,1.0,1.0,0.99
2024-10-11 22:00:00-05:00,2024-10-12 03:00:00+00:00,2024-10-11 23:00:00-05:00,2024-10-12 04:00:00+00:00,DAM,0.4,0.5,0.99,0.49,0.49
2024-10-11 23:00:00-05:00,2024-10-12 04:00:00+00:00,2024-10-12 00:00:00-05:00,2024-10-12 05:00:00+00:00,DAM,0.4,0.49,0.99,0.5,0.4
2024-10-12 00:00:00-05:00,2024-10-12 05:00:00+00:00,2024-10-12 01:00:00-05:00,2024-10-12 06:00:00+00:00,DAM,0.08,0.49,1.0,0.49,0.06
2024-10-12 01:00:00-05:00,2024-10-12 06:00:00+00:00,2024-10-12 02:00:00-05:00,2024-10-12 07:00:00+00:00,DAM,0.08,0.49,0.92,0.49,0.05
2024-10-12 02:00:00-05:00,2024-10-12 07:00:00+00:00,2024-10-12 03:00:00-05:00,2024-10-12 08:00:00+00:00,DAM,0.06,0.49,1.0,0.49,0.04
2024-10-12 03:00:00-05:00,2024-10-12 08:00:00+00:00,2024-10-12 04:00:00-05:00,2024-10-12 09:00:00+00:00,DAM,0.06,0.49,1.0,0.49,0.04
2024-10-12 04:00:00-05:00,2024-10-12 09:00:00+00:00,2024-10-12 05:00:00-05:00,2024-10-12 10:00:00+00:00,DAM,0.06,0.49,1.2,0.49,0.05
2024-10-12 05:00:00-05:00,2024-10-12 10:00:00+00:00,2024-10-12 06:00:00-05:00,2024-10-12 11:00:00+00:00,DAM,0.06,0.49,1.29,0.49,0.05
2024-10-12 06:00:00-05:00,2024-10-12 11:00:00+00:00,2024-10-12 07:00:00-05:00,2024-10-12 12:00:00+00:00,DAM,0.97,0.49,0.79,0.5,0.04
2024-10-12 07:00:00-05:00,2024-10-12 12:00:00+00:00,2024-10-12 08:00:00-05:00,2024-10-12 13:00:00+00:00,DAM,0.96,0.63,0.5,0.5,0.06
2024-10-12 08:00:00-05:00,2024-10-12 13:00:00+00:00,2024-10-12 09:00:00-05:00,2024-10-12 14:00:00+00:00,DAM,0.97,2.0,1.3,0.5,0.49
2024-10-12 09:00:00-05:00,2024-10-12 14:00:00+00:00,2024-10-12 10:00:00-05:00,2024-10-12 15:00:00+00:00,DAM,0.94,0.5,1.4,0.6,0.6
2024-10-12 10:00:00-05:00,2024-10-12 15:00:00+00:00,2024-10-12 11:00:00-05:00,2024-10-12 16:00:00+00:00,DAM,0.96,0.5,1.29,0.63,0.63
2024-10-12 11:00:00-05:00,2024-10-12 16:00:00+00:00,2024-10-12 12:00:00-05:00,2024-10-12 17:00:00+00:00,DAM,0.96,0.5,1.43,0.63,0.63
2024-10-12 12:00:00-05:00,2024-10-12 17:00:00+00:00,2024-10-12 13:00:00-05:00,2024-10-12 18:00:00+00:00,DAM,1.02,1.0,1.43,0.63,0.63
2024-10-12 13:00:00-05:00,2024-10-12 18:00:00+00:00,2024-10-12 14:00:00-05:00,2024-10-12 19:00:00+00:00,DAM,1.0,0.98,1.43,0.69,0.69
2024-10-12 14:00:00-05:00,2024-10-12 19:00:00+00:00,2024-10-12 15:00:00-05:00,2024-10-12 20:00:00+00:00,DAM,0.84,0.98,1.54,0.74,0.74
2024-10-12 15:00:00-05:00,2024-10-12 20:00:00+00:00,2024-10-12 16:00:00-05:00,2024-10-12 21:00:00+00:00,DAM,0.95,1.0,1.55,0.75,0.75
2024-10-12 16:00:00-05:00,2024-10-12 21:00:00+00:00,2024-10-12 17:00:00-05:00,2024-10-12 22:00:00+00:00,DAM,0.97,1.0,1.78,0.86,0.86
2024-10-12 17:00:00-05:00,2024-10-12 22:00:00+00:00,2024-10-12 18:00:00-05:00,2024-10-12 23:00:00+00:00,DAM,3.0,3.63,3.59,1.47,1.47
2024-10-12 18:00:00-05:00,2024-10-12 23:00:00+00:00,2024-10-12 19:00:00-05:00,2024-10-13 00:00:00+00:00,DAM,52.56,6.89,53.31,53.31,53.31
2024-10-12 19:00:00-05:00,2024-10-13 00:00:00+00:00,2024-10-12 20:00:00-05:00,2024-10-13 01:00:00+00:00,DAM,12.88,7.01,14.0,15.05,15.05
2024-10-12 20:00:00-05:00,2024-10-13 01:00:00+00:00,2024-10-12 21:00:00-05:00,2024-10-13 02:00:00+00:00,DAM,2.99,1.0,2.67,2.99,2.99
2024-10-12 21:00:00-05:00,2024-10-13 02:00:00+00:00,2024-10-12 22:00:00-05:00,2024-10-13 03:00:00+00:00,DAM,1.0,0.82,0.99,0.98,0.98
2024-10-12 22:00:00-05:00,2024-10-13 03:00:00+00:00,2024-10-12 23:00:00-05:00,2024-10-13 04:00:00+00:00,DAM,0.4,0.5,0.99,0.49,0.07
2024-10-12 23:00:00-05:00,2024-10-13 04:00:00+00:00,2024-10-13 00:00:00-05:00,2024-10-13 05:00:00+00:00,DAM,0.39,0.5,0.99,0.49,0.07
2024-10-13 00:00:00-05:00,2024-10-13 05:00:00+00:00,2024-10-13 01:00:00-05:00,2024-10-13 06:00:00+00:00,DAM,0.06,0.79,1.05,0.5,0.06
2024-10-13 01:00:00-05:00,2024-10-13 06:00:00+00:00,2024-10-13 02:00:00-05:00,2024-10-13 07:00:00+00:00,DAM,0.06,0.79,1.0,0.5,0.05
2024-10-13 02:00:00-05:00,2024-10-13 07:00:00+00:00,2024-10-13 03:00:00-05:00,2024-10-13 08:00:00+00:00,DAM,0.05,0.79,1.05,0.49,0.05
2024-10-13 03:00:00-05:00,2024-10-13 08:00:00+00:00,2024-10-13 04:00:00-05:00,2024-10-13 09:00:00+00:00,DAM,0.05,0.49,1.05,0.49,0.05
2024-10-13 04:00:00-05:00,2024-10-13 09:00:00+00:00,2024-10-13 05:00:00-05:00,2024-10-13 10:00:00+00:00,DAM,0.05,0.49,1.59,0.49,0.05
2024-10-13 05:00:00-05:00,2024-10-13 10:00:00+00:00,2024-10-13 06:00:00-05:00,2024-10-13 11:00:00+00:00,DAM,0.05,0.49,1.59,0.49,0.06
2024-10-13 06:00:00-05:00,2024-10-13 11:00:00+00:00,2024-10-13 07:00:00-05:00,2024-10-13 12:00:00+00:00,DAM,0.58,0.49,1.29,0.5,0.05
2024-10-13 07:00:00-05:00,2024-10-13 12:00:00+00:00,2024-10-13 08:00:00-05:00,2024-10-13 13:00:00+00:00,DAM,0.58,1.03,0.79,0.5,0.07
2024-10-13 08:00:00-05:00,2024-10-13 13:00:00+00:00,2024-10-13 09:00:00-05:00,2024-10-13 14:00:00+00:00,DAM,0.58,2.43,0.79,0.5,0.5
2024-10-13 09:00:00-05:00,2024-10-13 14:00:00+00:00,2024-10-13 10:00:00-05:00,2024-10-13 15:00:00+00:00,DAM,0.73,0.79,1.43,0.73,0.73
2024-10-13 10:00:00-05:00,2024-10-13 15:00:00+00:00,2024-10-13 11:00:00-05:00,2024-10-13 16:00:00+00:00,DAM,0.89,0.79,1.48,0.69,0.69
2024-10-13 11:00:00-05:00,2024-10-13 16:00:00+00:00,2024-10-13 12:00:00-05:00,2024-10-13 17:00:00+00:00,DAM,0.89,0.79,1.59,0.6,0.6
2024-10-13 12:00:00-05:00,2024-10-13 17:00:00+00:00,2024-10-13 13:00:00-05:00,2024-10-13 18:00:00+00:00,DAM,0.95,1.49,1.59,0.57,0.57
2024-10-13 13:00:00-05:00,2024-10-13 18:00:00+00:00,2024-10-13 14:00:00-05:00,2024-10-13 19:00:00+00:00,DAM,1.0,1.0,1.48,0.63,0.63
2024-10-13 14:00:00-05:00,2024-10-13 19:00:00+00:00,2024-10-13 15:00:00-05:00,2024-10-13 20:00:00+00:00,DAM,0.74,0.79,1.59,0.74,0.74
2024-10-13 15:00:00-05:00,2024-10-13 20:00:00+00:00,2024-10-13 16:00:00-05:00,2024-10-13 21:00:00+00:00,DAM,1.01,1.43,1.61,0.81,0.81
2024-10-13 16:00:00-05:00,2024-10-13 21:00:00+00:00,2024-10-13 17:00:00-05:00,2024-10-13 22:00:00+00:00,DAM,1.44,1.5,2.05,1.25,1.25
2024-10-13 17:00:00-05:00,2024-10-13 22:00:00+00:00,2024-10-13 18:00:00-05:00,2024-10-13 23:00:00+00:00,DAM,3.0,3.63,3.84,1.5,1.5
2024-10-13 18:00:00-05:00,2024-10-13 23:00:00+00:00,2024-10-13 19:00:00-05:00,2024-10-14 00:00:00+00:00,DAM,85.21,5.05,86.35,91.21,91.21
2024-10-13 19:00:00-05:00,2024-10-14 00:00:00+00:00,2024-10-13 20:00:00-05:00,2024-10-14 01:00:00+00:00,DAM,19.11,4.9,17.15,21.56,21.56
2024-10-13 20:00:00-05:00,2024-10-14 01:00:00+00:00,2024-10-13 21:00:00-05:00,2024-10-14 02:00:00+00:00,DAM,3.0,0.65,3.15,3.15,3.15
2024-10-13 21:00:00-05:00,2024-10-14 02:00:00+00:00,2024-10-13 22:00:00-05:00,2024-10-14 03:00:00+00:00,DAM,1.5,0.82,2.18,1.01,1.01
2024-10-13 22:00:00-05:00,2024-10-14 03:00:00+00:00,2024-10-13 23:00:00-05:00,2024-10-14 04:00:00+00:00,DAM,0.5,0.5,0.99,0.5,0.49
2024-10-13 23:00:00-05:00,2024-10-14 04:00:00+00:00,2024-10-14 00:00:00-05:00,2024-10-14 05:00:00+00:00,DAM,0.25,0.49,0.5,0.5,0.07
2024-10-14 00:00:00-05:00,2024-10-14 05:00:00+00:00,2024-10-14 01:00:00-05:00,2024-10-14 06:00:00+00:00,DAM,0.06,0.79,1.0,0.5,0.05
2024-10-14 01:00:00-05:00,2024-10-14 06:00:00+00:00,2024-10-14 02:00:00-05:00,2024-10-14 07:00:00+00:00,DAM,0.06,0.49,0.85,0.5,0.05
