Timestamp,mileage_factor_RegU_ERCOT,performance_factor_RegU_ERCOT,mileage_factor_RegD_ERCOT,performance_factor_RegD_ERCOT
2024-11-04 12:00:00,7.5017,0.9771,6.718,0.9806
2024-11-04 13:00:00,8.6176,0.9836,6.7886,1.0
2024-11-04 14:00:00,7.5709,0.9824,6.6141,0.9947
2024-11-04 15:00:00,7.8645,0.959,8.6558,1.0
2024-11-04 16:00:00,7.1447,0.8547,7.0188,1.0
2024-11-04 17:00:00,7.6983,1.0,8.563,0.9503
2024-11-04 18:00:00,7.1457,0.9588,7.3268,0.9783
2024-11-04 19:00:00,9.1711,0.9558,7.4595,1.0
2024-11-04 20:00:00,6.2111,0.9919,7.0879,1.0
2024-11-04 21:00:00,7.2677,0.9206,6.9995,0.9731
2024-11-04 22:00:00,6.7725,0.9176,7.4867,1.0
2024-11-04 23:00:00,8.0041,0.9177,6.8071,0.9946
2024-11-05 00:00:00,6.7141,0.9502,6.7101,0.9633
2024-11-05 01:00:00,8.1868,0.9707,8.4744,0.8833
2024-11-05 02:00:00,7.0667,0.9082,7.1649,0.9755
2024-11-05 03:00:00,7.4959,0.9345,6.6298,1.0
2024-11-05 04:00:00,8.7239,1.0,7.4198,0.9526
2024-11-05 05:00:00,7.6715,0.8705,7.8069,1.0
2024-11-05 06:00:00,7.9834,0.9331,8.549,0.9258
2024-11-05 07:00:00,9.0416,1.0,5.3904,0.9359
2024-11-05 08:00:00,6.9337,0.9436,6.3576,0.9623
2024-11-05 09:00:00,6.7274,1.0,7.8105,1.0
2024-11-05 10:00:00,6.9964,0.9651,7.0522,1.0
2024-11-05 11:00:00,6.938,1.0,7.5713,1.0
2024-11-05 12:00:00,7.9143,0.9868,6.8948,0.9383
2024-11-05 13:00:00,7.7023,0.9446,8.2333,0.9278
2024-11-05 14:00:00,7.5261,0.9892,7.2421,0.9879
2024-11-05 15:00:00,8.4203,0.8964,6.0593,0.9759
2024-11-05 16:00:00,8.2279,1.0,7.1111,0.9363
2024-11-05 17:00:00,8.0332,0.9358,8.0503,0.9273
2024-11-05 18:00:00,7.3594,1.0,6.7581,0.9878
2024-11-05 19:00:00,8.3658,1.0,7.8121,0.98
2024-11-05 20:00:00,6.7701,0.8744,8.0557,0.9644
2024-11-05 21:00:00,8.333,0.9521,6.3613,0.9959
2024-11-05 22:00:00,8.264,0.8955,6.9446,0.9392
2024-11-05 23:00:00,7.1496,0.9304,7.3468,0.8847
2024-11-06 00:00:00,8.4217,1.0,7.8828,0.9855
2024-11-06 01:00:00,8.0402,0.9415,7.2552,1.0
2024-11-06 02:00:00,8.0915,0.8747,8.173,0.9582
2024-11-06 03:00:00,6.3359,0.9726,9.7417,0.9211
2024-11-06 04:00:00,8.5428,0.9851,6.9947,1.0
2024-11-06 05:00:00,7.7907,0.9752,7.0215,1.0
2024-11-06 06:00:00,7.2184,1.0,7.7446,0.9176
2024-11-06 07:00:00,6.3011,1.0,8.6393,0.8694
2024-11-06 08:00:00,7.1576,0.9168,7.9664,0.9686
2024-11-06 09:00:00,7.6492,1.0,7.3304,1.0
2024-11-06 10:00:00,8.1173,0.8144,6.3838,1.0
2024-11-06 11:00:00,8.1343,0.9579,7.2585,0.8955
2024-11-06 12:00:00,7.5922,0.9119,7.4264,1.0
2024-11-06 13:00:00,8.7159,0.8885,9.0478,1.0
2024-11-06 14:00:00,8.202,1.0,7.697,0.9757
2024-11-06 15:00:00,7.3952,0.9719,7.4067,0.9959
2024-11-06 16:00:00,6.9666,0.9685,6.9244,1.0
2024-11-06 17:00:00,7.2376,0.9669,7.9869,0.9141
2024-11-06 18:00:00,8.2769,0.9719,6.7263,0.9111
2024-11-06 19:00:00,7.3264,0.8572,6.7526,0.9517
2024-11-06 20:00:00,7.2594,0.9621,7.9691,0.9483
2024-11-06 21:00:00,7.7815,0.9314,7.9988,1.0
2024-11-06 22:00:00,7.2783,0.9189,8.5594,1.0
2024-11-06 23:00:00,6.9691,1.0,7.1615,0.9605
2024-11-07 00:00:00,7.4155,0.9149,8.1829,0.9418
2024-11-07 01:00:00,7.3382,0.9681,7.0493,1.0
2024-11-07 02:00:00,7.9938,0.9967,6.6052,0.9237
2024-11-07 03:00:00,7.178,0.9989,5.2915,0.8984
2024-11-07 04:00:00,6.8901,0.9036,8.1168,0.9718
2024-11-07 05:00:00,7.3545,0.9334,6.3047,0.9394
2024-11-07 06:00:00,6.1792,0.9612,7.1982,1.0
2024-11-07 07:00:00,8.5901,0.8885,7.745,0.9549
2024-11-07 08:00:00,6.6188,0.9619,8.7094,1.0
2024-11-07 09:00:00,6.7092,0.8831,8.5469,1.0
2024-11-07 10:00:00,6.9933,0.9532,6.9641,0.9262
2024-11-07 11:00:00,7.9102,1.0,6.9188,0.9604
2024-11-07 12:00:00,7.9341,0.8979,5.9132,0.9158
2024-11-07 13:00:00,7.0674,0.9843,7.202,0.9093
2024-11-07 14:00:00,6.6064,0.9418,7.2583,0.9758
2024-11-07 15:00:00,7.6613,0.8984,7.0568,0.8553
2024-11-07 16:00:00,6.2534,1.0,6.762,0.9268
2024-11-07 17:00:00,8.618,1.0,8.2898,1.0
2024-11-07 18:00:00,8.036,1.0,7.4225,0.9957
2024-11-07 19:00:00,7.6064,0.9545,7.1696,0.9636
2024-11-07 20:00:00,8.0519,0.8497,7.447,0.9775
2024-11-07 21:00:00,7.8005,1.0,7.3873,0.9478
2024-11-07 22:00:00,8.3428,0.9342,6.7807,1.0
2024-11-07 23:00:00,6.7325,0.9097,7.4025,0.9235
2024-11-08 00:00:00,6.7266,0.9626,6.5288,0.9458
2024-11-08 01:00:00,6.8472,0.8703,7.5295,0.9796
2024-11-08 02:00:00,7.5428,0.9441,7.0477,0.9141
2024-11-08 03:00:00,9.6428,0.9664,7.1325,0.9364
2024-11-08 04:00:00,7.6576,0.872,7.7111,0.9563
2024-11-08 05:00:00,8.2728,0.8748,7.2805,0.9322
2024-11-08 06:00:00,7.0828,0.9221,8.7637,0.9284
2024-11-08 07:00:00,8.387,0.928,7.4592,0.9905
2024-11-08 08:00:00,7.319,0.8818,7.1304,0.9437
2024-11-08 09:00:00,6.3356,0.9944,7.5839,1.0
2024-11-08 10:00:00,7.5671,0.8655,7.1075,0.9357
2024-11-08 11:00:00,7.9841,0.9941,6.9219,1.0
2024-11-08 12:00:00,6.779,1.0,6.1856,0.9928
2024-11-08 13:00:00,6.4692,0.9126,7.5828,1.0
2024-11-08 14:00:00,7.6016,0.9376,8.5276,0.8845
2024-11-08 15:00:00,6.8739,0.8663,7.1163,0.9416
2024-11-08 16:00:00,6.9296,1.0,7.9656,1.0
2024-11-08 17:00:00,7.7558,0.9109,8.6029,1.0
2024-11-08 18:00:00,7.1712,0.8935,7.0458,0.8864
2024-11-08 19:00:00,6.978,0.956,6.9079,0.8675
2024-11-08 20:00:00,6.2896,0.9049,7.3081,0.9136
2024-11-08 21:00:00,7.0598,1.0,8.8468,0.9451
2024-11-08 22:00:00,7.9298,0.9731,7.6279,0.8431
2024-11-08 23:00:00,8.0665,0.9908,7.1417,0.9802
2024-11-09 00:00:00,7.4376,0.9143,7.3059,0.9741
2024-11-09 01:00:00,7.7631,0.9076,7.1546,0.9988
2024-11-09 02:00:00,8.2488,1.0,8.3566,0.9347
2024-11-09 03:00:00,7.1844,0.9465,7.8994,0.8526
2024-11-09 04:00:00,7.0482,0.9699,6.5514,0.9964
2024-11-09 05:00:00,7.3685,0.9576,7.3637,1.0
2024-11-09 06:00:00,7.5433,0.9043,7.9582,0.9604
2024-11-09 07:00:00,6.8237,1.0,7.8585,1.0
2024-11-09 08:00:00,7.0764,0.9965,6.8401,0.8992
2024-11-09 09:00:00,8.5975,0.8566,6.1995,0.9277
2024-11-09 10:00:00,6.8109,0.9392,6.3429,0.9196
2024-11-09 11:00:00,6.6153,0.913,6.2195,0.9033
2024-11-09 12:00:00,7.5311,0.8947,7.1729,1.0
2024-11-09 13:00:00,6.271,0.9166,8.0386,0.96
2024-11-09 14:00:00,7.5506,0.9814,8.5119,0.8939
2024-11-09 15:00:00,7.4847,0.9107,7.1231,0.8319
2024-11-09 16:00:00,6.5856,0.8948,7.5896,1.0
2024-11-09 17:00:00,7.7991,0.9983,6.4956,0.9414
2024-11-09 18:00:00,7.3755,0.8496,7.6759,0.8985
2024-11-09 19:00:00,6.9242,0.9167,7.6537,0.9765
2024-11-09 20:00:00,7.1769,1.0,8.0953,0.9895
2024-11-09 21:00:00,8.1376,0.9599,8.429,0.9741
2024-11-09 22:00:00,7.0488,0.9643,6.8159,0.9143
2024-11-09 23:00:00,7.7896,0.9219,7.2818,0.9656
2024-11-10 00:00:00,7.9483,0.9755,7.9699,0.9792
2024-11-10 01:00:00,7.3158,0.8869,7.0388,0.8765
2024-11-10 02:00:00,7.1122,1.0,7.9737,0.9488
2024-11-10 03:00:00,7.5929,0.8778,6.9961,0.9556
2024-11-10 04:00:00,7.1377,0.9102,7.3764,1.0
2024-11-10 05:00:00,5.8005,1.0,7.4009,0.8841
2024-11-10 06:00:00,7.9957,0.8823,7.4212,0.9864
2024-11-10 07:00:00,6.9973,1.0,8.7598,0.8801
2024-11-10 08:00:00,6.8471,0.9774,6.9577,1.0
2024-11-10 09:00:00,7.5261,1.0,9.1765,0.8958
2024-11-10 10:00:00,7.4895,0.8959,7.6225,0.9834
2024-11-10 11:00:00,5.7621,0.9784,7.4609,0.9395
2024-11-10 12:00:00,6.602,1.0,7.8609,0.8848
2024-11-10 13:00:00,7.6118,0.9521,7.3708,0.9193
2024-11-10 14:00:00,9.0804,0.9848,7.5813,0.9424
2024-11-10 15:00:00,7.9377,0.9615,7.0477,0.9613
2024-11-10 16:00:00,6.5606,0.9421,7.5111,0.9779
2024-11-10 17:00:00,7.7488,0.908,8.0245,0.9898
2024-11-10 18:00:00,7.2694,0.8877,6.4905,1.0
2024-11-10 19:00:00,8.1409,0.9431,6.8312,0.9487
2024-11-10 20:00:00,6.8636,0.9397,7.9555,0.9446
2024-11-10 21:00:00,7.7901,0.9993,7.5843,0.9541
2024-11-10 22:00:00,7.4736,1.0,6.6833,0.9309
2024-11-10 23:00:00,8.4207,0.957,6.3394,1.0
2024-11-11 00:00:00,6.4576,0.9002,8.6731,0.9047
2024-11-11 01:00:00,6.3183,0.9735,6.2145,0.8476
2024-11-11 02:00:00,8.0305,1.0,7.2811,0.9381
2024-11-11 03:00:00,8.0192,0.9593,7.8103,0.91
2024-11-11 04:00:00,7.2088,0.8866,8.1247,0.8777
2024-11-11 05:00:00,7.4986,0.9295,7.8626,0.9908
2024-11-11 06:00:00,7.9634,0.9339,8.0844,1.0
2024-11-11 07:00:00,7.384,0.9842,7.7583,0.8708
2024-11-11 08:00:00,7.4092,0.8742,7.1146,1.0
2024-11-11 09:00:00,7.3318,0.9369,8.0419,0.9552
2024-11-11 10:00:00,7.384,0.9753,7.4756,1.0
2024-11-11 11:00:00,7.9633,0.9488,8.001,0.9317
2024-11-11 12:00:00,7.4558,0.9745,6.9179,0.9179
2024-11-11 13:00:00,6.5785,0.9903,6.9463,0.8726
2024-11-11 14:00:00,5.9162,0.9466,8.6798,0.9844
2024-11-11 15:00:00,8.0801,0.9516,7.0344,0.8863
2024-11-11 16:00:00,7.7327,0.9688,7.3864,0.9489
2024-11-11 17:00:00,8.159,0.8857,7.1239,0.9466
2024-11-11 18:00:00,6.86,0.9691,7.5541,0.8769
2024-11-11 19:00:00,7.7976,0.9065,7.2137,0.8673
2024-11-11 20:00:00,7.1461,0.8831,7.9477,0.9347
2024-11-11 21:00:00,6.9928,0.9523,8.295,0.9871
2024-11-11 22:00:00,6.8823,0.9406,7.9474,0.924
2024-11-11 23:00:00,7.8759,0.9799,6.572,1.0
2024-11-12 00:00:00,8.2537,0.9194,7.3208,0.9112
2024-11-12 01:00:00,6.4926,0.9469,7.7542,0.9772
2024-11-12 02:00:00,6.9534,1.0,7.867,0.9273
2024-11-12 03:00:00,7.8821,1.0,7.043,0.8371
2024-11-12 04:00:00,6.8237,0.9078,7.579,0.9389
2024-11-12 05:00:00,7.7576,0.9604,8.1726,0.905
2024-11-12 06:00:00,8.1703,0.9534,8.9453,0.9209
2024-11-12 07:00:00,6.8838,0.85,7.5059,1.0
2024-11-12 08:00:00,6.0615,1.0,8.3499,0.976
2024-11-12 09:00:00,7.8278,1.0,6.7348,0.9695
2024-11-12 10:00:00,6.6565,0.9901,8.5093,0.9771
2024-11-12 11:00:00,7.4615,0.9446,6.9761,0.987
2024-11-12 12:00:00,7.7263,0.9015,7.4259,0.9481
2024-11-12 13:00:00,7.2329,1.0,8.417,1.0
2024-11-12 14:00:00,7.3736,0.9671,6.8736,0.9396
2024-11-12 15:00:00,9.1703,1.0,7.7709,1.0
2024-11-12 16:00:00,7.6442,0.9834,7.7681,0.9152
2024-11-12 17:00:00,6.7844,0.9338,7.2468,0.9148
2024-11-12 18:00:00,7.662,0.9705,8.1037,0.8777
2024-11-12 19:00:00,8.9226,0.9645,6.6045,0.9001
2024-11-12 20:00:00,7.3142,0.9289,8.8212,0.9014
2024-11-12 21:00:00,8.0518,0.8572,7.2774,1.0
2024-11-12 22:00:00,7.279,0.9319,7.36,1.0
2024-11-12 23:00:00,7.2507,0.848,8.8076,0.9997
2024-11-13 00:00:00,7.2861,0.9117,8.1444,0.953
2024-11-13 01:00:00,9.0532,0.9854,7.3323,0.9047
2024-11-13 02:00:00,7.5887,0.9339,8.6273,0.9779
2024-11-13 03:00:00,6.4206,0.9852,7.4339,0.895
2024-11-13 04:00:00,7.972,0.95,7.5017,0.9206
2024-11-13 05:00:00,6.2034,0.9186,7.2405,0.9418
2024-11-13 06:00:00,8.5185,0.9504,7.1801,0.9756
2024-11-13 07:00:00,6.6797,0.9018,7.1335,0.9764
2024-11-13 08:00:00,7.5011,0.9632,7.821,0.9565
2024-11-13 09:00:00,7.8584,1.0,6.8138,0.9229
2024-11-13 10:00:00,7.6299,0.942,7.7705,0.9876
2024-11-13 11:00:00,7.6117,1.0,8.4385,0.9416
2024-11-13 12:00:00,9.2654,0.9781,8.0402,0.9827
2024-11-13 13:00:00,8.0873,0.9477,7.4262,0.9096
2024-11-13 14:00:00,7.9438,1.0,8.1425,0.9773
2024-11-13 15:00:00,8.8729,0.9137,6.5315,0.9804
2024-11-13 16:00:00,7.3175,0.9799,7.4124,0.9472
2024-11-13 17:00:00,7.436,0.9907,7.8186,0.8987
2024-11-13 18:00:00,7.3086,0.9566,7.0078,0.9061
2024-11-13 19:00:00,6.7424,0.9104,6.7932,0.9536
2024-11-13 20:00:00,6.4543,0.9952,7.3149,0.9815
2024-11-13 21:00:00,7.8306,0.9519,5.97,0.852
2024-11-13 22:00:00,7.2178,0.9954,7.4908,0.9632
2024-11-13 23:00:00,7.9774,0.9903,7.2735,0.9495
2024-11-14 00:00:00,7.8285,0.9669,7.0092,0.9033
2024-11-14 01:00:00,7.4812,0.9107,8.2851,0.9701
2024-11-14 02:00:00,6.9535,0.9407,7.1627,0.9425
2024-11-14 03:00:00,8.9356,0.8363,8.1509,1.0
2024-11-14 04:00:00,7.1142,0.916,8.4208,0.9709
2024-11-14 05:00:00,7.282,1.0,8.3458,0.9877
2024-11-14 06:00:00,7.0302,0.9917,7.6403,0.9521
2024-11-14 07:00:00,7.2494,0.952,7.7577,1.0
2024-11-14 08:00:00,7.8599,0.9703,6.6056,1.0
2024-11-14 09:00:00,7.366,0.9343,7.4306,0.8374
2024-11-14 10:00:00,6.238,0.9629,7.5613,0.9013
2024-11-14 11:00:00,7.987,1.0,8.4623,0.9726
2024-11-14 12:00:00,7.2314,1.0,7.8864,0.9846
2024-11-14 13:00:00,7.2779,0.9345,7.4293,0.942
2024-11-14 14:00:00,8.663,0.9512,6.6676,0.916
2024-11-14 15:00:00,6.5894,0.9124,7.6364,0.9413
2024-11-14 16:00:00,8.1261,0.9087,8.2184,1.0
2024-11-14 17:00:00,7.6983,0.9828,9.0159,0.9086
2024-11-14 18:00:00,8.6815,0.9037,8.8956,0.8384
2024-11-14 19:00:00,8.5653,0.9777,6.8061,0.8987
2024-11-14 20:00:00,8.1877,0.9068,7.4624,0.8659
2024-11-14 21:00:00,8.3359,0.9378,7.2214,0.9549
2024-11-14 22:00:00,8.38,0.9161,6.7262,0.8709
2024-11-14 23:00:00,6.846,0.9985,7.57,0.9577
2024-11-15 00:00:00,7.4271,0.9907,7.338,1.0
2024-11-15 01:00:00,7.6467,0.9837,6.7079,0.9093
2024-11-15 02:00:00,8.1261,0.8869,6.8443,1.0
2024-11-15 03:00:00,7.6539,0.9904,8.1336,1.0
2024-11-15 04:00:00,7.6069,1.0,7.8341,0.9448
2024-11-15 05:00:00,8.7125,0.9475,8.3018,0.9916
2024-11-15 06:00:00,7.4282,0.9538,7.5919,0.9028
2024-11-15 07:00:00,8.4107,0.9775,6.7919,0.964
2024-11-15 08:00:00,5.8592,0.9523,6.7279,1.0
2024-11-15 09:00:00,8.0938,0.9664,7.9797,0.989
2024-11-15 10:00:00,8.5023,0.9073,6.8217,0.9131
2024-11-15 11:00:00,7.765,0.9408,7.0222,0.9503
2024-11-15 12:00:00,7.8237,0.898,7.3431,0.8778
2024-11-15 13:00:00,6.9621,0.9864,7.4946,1.0
2024-11-15 14:00:00,7.3701,0.9054,6.9717,0.8937
2024-11-15 15:00:00,7.6165,1.0,8.7073,0.9954
2024-11-15 16:00:00,8.2023,1.0,8.0717,0.9313
2024-11-15 17:00:00,7.1249,0.8764,7.7426,0.9691
2024-11-15 18:00:00,8.8107,0.9426,7.4767,0.9329
2024-11-15 19:00:00,6.6927,0.9599,7.4697,0.9587
2024-11-15 20:00:00,7.1981,0.9412,8.8254,0.9234
2024-11-15 21:00:00,7.1914,1.0,7.7945,0.9975
2024-11-15 22:00:00,7.5268,0.9376,8.2632,0.9787
2024-11-15 23:00:00,6.3981,0.9096,6.9857,0.9917
2024-11-16 00:00:00,6.8314,0.9658,7.6889,0.9137
2024-11-16 01:00:00,8.4682,1.0,8.4697,0.9897
2024-11-16 02:00:00,6.8748,0.9807,7.762,0.9214
2024-11-16 03:00:00,7.629,0.9454,7.1398,0.905
2024-11-16 04:00:00,6.6859,0.938,8.3601,0.9538
2024-11-16 05:00:00,8.1502,1.0,7.484,0.954
2024-11-16 06:00:00,8.1586,0.9622,7.2426,0.8438
2024-11-16 07:00:00,8.1934,0.956,7.8188,0.9676
2024-11-16 08:00:00,7.2223,0.9036,6.4593,1.0
2024-11-16 09:00:00,7.947,0.8792,7.724,1.0
2024-11-16 10:00:00,7.0103,0.9355,8.1655,0.8759
2024-11-16 11:00:00,7.9437,0.9158,6.9755,0.9668
2024-11-16 12:00:00,7.6429,0.9504,8.4673,1.0
2024-11-16 13:00:00,7.6447,0.9767,7.4391,0.9898
2024-11-16 14:00:00,6.9207,0.915,8.2552,0.8964
2024-11-16 15:00:00,8.1803,1.0,7.4302,0.9595
2024-11-16 16:00:00,6.986,1.0,7.3479,0.9427
2024-11-16 17:00:00,8.6128,1.0,6.7454,0.8588
2024-11-16 18:00:00,7.3674,0.9408,7.5124,0.9349
2024-11-16 19:00:00,8.4515,0.952,7.4522,0.9135
2024-11-16 20:00:00,6.631,0.9876,7.1512,0.9317
2024-11-16 21:00:00,6.8901,0.9701,7.1234,0.9119
2024-11-16 22:00:00,6.276,0.9342,6.8444,1.0
2024-11-16 23:00:00,6.5707,0.9244,5.9591,0.9801
2024-11-17 00:00:00,8.295,0.9698,7.7399,1.0
2024-11-17 01:00:00,7.5385,0.8763,7.9964,0.9725
2024-11-17 02:00:00,7.708,0.9446,7.6396,1.0
2024-11-17 03:00:00,7.038,0.8605,6.6984,1.0
2024-11-17 04:00:00,8.0753,0.9527,8.0712,0.9082
2024-11-17 05:00:00,8.0043,0.9307,7.3799,0.9353
2024-11-17 06:00:00,8.0895,1.0,6.8444,1.0
2024-11-17 07:00:00,8.2318,0.9012,7.3317,0.8109
2024-11-17 08:00:00,7.0589,0.929,8.4077,0.9897
2024-11-17 09:00:00,7.824,1.0,7.3659,0.9311
2024-11-17 10:00:00,7.3257,0.9436,7.8432,0.9975
2024-11-17 11:00:00,7.9721,0.8289,6.454,1.0
2024-11-17 12:00:00,8.3546,0.9673,7.6374,0.9246
2024-11-17 13:00:00,7.622,0.9747,7.3162,0.901
2024-11-17 14:00:00,6.8934,1.0,8.561,0.9949
2024-11-17 15:00:00,8.8865,0.911,8.005,0.9687
2024-11-17 16:00:00,7.0708,0.9524,7.7022,1.0
2024-11-17 17:00:00,7.7286,1.0,7.292,0.99
2024-11-17 18:00:00,7.9261,0.9337,6.0102,0.9249
2024-11-17 19:00:00,7.1124,0.9045,7.3619,1.0
2024-11-17 20:00:00,6.5206,1.0,7.06,0.9715
2024-11-17 21:00:00,7.401,1.0,8.3046,0.8841
2024-11-17 22:00:00,7.3221,0.8917,6.8463,0.9993
2024-11-17 23:00:00,8.4819,0.9606,7.7832,0.8581
2024-11-18 00:00:00,8.4315,0.8885,7.3872,0.8747
2024-11-18 01:00:00,8.2291,1.0,8.0149,0.9053
2024-11-18 02:00:00,8.7675,0.9048,6.9501,0.9395
2024-11-18 03:00:00,8.0119,0.9308,7.3091,0.9204
2024-11-18 04:00:00,7.1473,0.9263,8.4466,0.931
2024-11-18 05:00:00,7.8231,0.8745,7.9448,0.9657
2024-11-18 06:00:00,8.1995,0.9685,7.1708,0.9286
2024-11-18 07:00:00,7.0902,0.9539,8.0718,0.9485
2024-11-18 08:00:00,7.1925,1.0,8.2913,1.0
2024-11-18 09:00:00,7.5368,0.9466,7.806,0.9086
2024-11-18 10:00:00,7.8299,0.9885,7.6975,0.9541
2024-11-18 11:00:00,7.85,0.946,6.7498,0.9531
2024-11-18 12:00:00,7.4067,1.0,7.1418,0.8994
2024-11-18 13:00:00,7.8964,0.9536,7.458,0.9822
2024-11-18 14:00:00,6.5547,1.0,6.3284,0.9753
2024-11-18 15:00:00,7.2819,1.0,6.4938,0.9595
2024-11-18 16:00:00,6.2196,0.9385,8.2933,0.8942
2024-11-18 17:00:00,5.9224,0.9856,7.5728,0.8707
2024-11-18 18:00:00,8.6712,0.9462,6.3405,0.9064
2024-11-18 19:00:00,7.5684,0.9044,7.059,0.87
2024-11-18 20:00:00,7.124,0.927,6.8879,1.0
2024-11-18 21:00:00,8.5206,0.9643,6.6611,0.913
2024-11-18 22:00:00,8.184,0.9782,7.1864,0.9093
2024-11-18 23:00:00,6.626,1.0,8.0537,0.9736
2024-11-19 00:00:00,7.5284,0.9526,7.3345,0.8842
2024-11-19 01:00:00,8.6878,0.9393,6.7891,1.0
2024-11-19 02:00:00,7.4451,0.9787,8.1229,1.0
2024-11-19 03:00:00,6.7105,0.8796,6.4635,0.975
2024-11-19 04:00:00,7.6868,0.9682,7.4408,1.0
2024-11-19 05:00:00,8.1046,0.9437,7.7007,0.9957
2024-11-19 06:00:00,8.664,0.8527,7.3513,0.9697
2024-11-19 07:00:00,6.9903,0.8568,6.6088,0.9713
2024-11-19 08:00:00,6.6685,0.93,8.4646,0.9152
2024-11-19 09:00:00,7.1225,0.9497,6.1187,1.0
2024-11-19 10:00:00,7.3244,0.8674,8.074,0.9383
2024-11-19 11:00:00,7.5197,0.8755,7.0467,0.9757
2024-11-19 12:00:00,6.4946,0.9361,7.3056,0.9779
2024-11-19 13:00:00,6.7076,0.9869,7.111,0.9216
2024-11-19 14:00:00,6.6594,0.9035,7.5909,0.9817
2024-11-19 15:00:00,7.2537,0.9936,7.3888,0.9829
2024-11-19 16:00:00,6.3368,0.987,8.1133,0.9183
2024-11-19 17:00:00,7.5288,0.9529,7.0152,0.9443
2024-11-19 18:00:00,6.8478,0.9537,7.8453,0.9967
2024-11-19 19:00:00,8.3102,0.9013,7.9474,0.9269
2024-11-19 20:00:00,8.792,1.0,7.1653,0.8933
2024-11-19 21:00:00,7.7685,1.0,7.9697,0.8428
2024-11-19 22:00:00,7.8038,0.8868,7.3462,1.0
2024-11-19 23:00:00,7.5264,0.965,6.663,1.0
2024-11-20 00:00:00,8.165,0.9672,7.4034,0.8711
2024-11-20 01:00:00,7.5265,0.9459,8.8204,0.98
2024-11-20 02:00:00,7.2553,0.9663,6.871,0.9298
2024-11-20 03:00:00,8.2674,0.9273,7.045,0.8468
2024-11-20 04:00:00,8.667,1.0,8.109,0.9155
2024-11-20 05:00:00,6.8893,0.9931,6.4811,0.9334
2024-11-20 06:00:00,8.3885,0.92,6.9477,0.9077
2024-11-20 07:00:00,6.4544,0.807,7.1452,0.9651
2024-11-20 08:00:00,7.2861,0.9635,8.0617,0.8826
2024-11-20 09:00:00,7.3402,0.8534,8.0947,0.8791
2024-11-20 10:00:00,7.8437,0.9791,8.8668,0.8767
2024-11-20 11:00:00,7.326,0.9946,8.3654,0.9407
2024-11-20 12:00:00,6.9876,0.9339,7.8698,0.8425
2024-11-20 13:00:00,6.8731,0.8755,8.2039,0.9282
2024-11-20 14:00:00,7.2933,0.9616,6.9274,0.9259
2024-11-20 15:00:00,7.7076,0.9835,7.4952,0.9905
2024-11-20 16:00:00,7.3488,1.0,7.8382,1.0
2024-11-20 17:00:00,7.2331,1.0,6.6207,0.9294
2024-11-20 18:00:00,6.9597,0.983,8.5658,0.9747
2024-11-20 19:00:00,7.1456,0.9793,7.6355,0.8905
2024-11-20 20:00:00,7.4175,1.0,7.669,0.985
2024-11-20 21:00:00,8.2582,0.939,7.9709,0.8824
2024-11-20 22:00:00,7.4571,0.9904,7.4853,0.8903
2024-11-20 23:00:00,8.0106,1.0,7.382,0.8925
2024-11-21 00:00:00,7.5499,0.8813,6.4127,0.874
2024-11-21 01:00:00,8.3662,0.8905,7.9663,0.9738
2024-11-21 02:00:00,6.6726,0.8551,7.7448,0.9968
2024-11-21 03:00:00,6.9694,1.0,7.6608,0.9059
2024-11-21 04:00:00,8.1376,1.0,8.095,0.9048
2024-11-21 05:00:00,7.1033,0.8943,7.7824,0.9208
2024-11-21 06:00:00,8.5407,0.9513,8.7201,0.9339
2024-11-21 07:00:00,7.0262,0.9846,6.0794,1.0
2024-11-21 08:00:00,8.6139,0.8533,5.1994,1.0
2024-11-21 09:00:00,7.7011,0.9065,7.6416,1.0
2024-11-21 10:00:00,7.7954,0.9508,7.0268,0.9254
2024-11-21 11:00:00,5.9647,0.8583,7.879,0.8792
2024-11-21 12:00:00,6.5425,1.0,6.521,0.9405
2024-11-21 13:00:00,6.7954,0.9313,7.8687,0.8811
2024-11-21 14:00:00,8.2805,0.9401,7.0405,0.9626
2024-11-21 15:00:00,7.4404,1.0,7.4381,0.9084
2024-11-21 16:00:00,6.5924,0.9772,6.1603,0.9635
2024-11-21 17:00:00,7.5901,0.9481,8.5855,0.9601
2024-11-21 18:00:00,6.7055,0.9981,7.5198,0.9005
2024-11-21 19:00:00,7.1195,0.8713,7.69,0.9497
2024-11-21 20:00:00,6.207,1.0,7.2307,0.9516
2024-11-21 21:00:00,8.0543,0.9011,7.6569,0.9585
2024-11-21 22:00:00,7.2641,0.9706,7.2721,0.9239
2024-11-21 23:00:00,8.8193,0.8912,7.3813,0.9514
2024-11-22 00:00:00,7.5802,0.9684,7.4094,0.9813
2024-11-22 01:00:00,7.1839,0.956,8.5747,0.9917
2024-11-22 02:00:00,5.9551,0.9579,6.5882,0.9742
2024-11-22 03:00:00,6.9079,0.9222,7.8211,0.9565
2024-11-22 04:00:00,7.9224,0.9526,7.501,1.0
2024-11-22 05:00:00,7.5103,1.0,7.3548,0.9702
2024-11-22 06:00:00,6.2562,0.9082,7.2903,0.8998
2024-11-22 07:00:00,7.5132,0.8944,8.0469,0.93
2024-11-22 08:00:00,7.0697,0.9748,7.4601,0.9255
2024-11-22 09:00:00,7.6205,0.9769,7.8006,0.9821
2024-11-22 10:00:00,7.9036,0.882,8.3464,0.9157
