HourOfYear,deploy_factor_RegU_ERCOT,deploy_factor_RegD_ERCOT,deploy_factor_Spin_ERCOT,deploy_factor_NSpin_ERCOT,deploy_factor_ECRS_ERCOT
6826,0.7265,0.7203,0.9286,0.8802,0.9935
6827,0.7820,0.6554,0.9176,0.8815,0.9998
6828,0.7375,0.6885,0.9416,0.9570,1.0000
6829,0.7137,0.6920,0.9371,0.8985,0.9946
6830,0.7356,0.7172,0.9307,0.9319,0.9961
6831,0.6753,0.6989,0.9671,0.9571,0.9983
6832,0.6497,0.7096,0.9534,0.9071,0.9603
6833,0.6637,0.6988,0.9376,0.9379,0.9492
6834,0.6110,0.6486,0.9374,0.9151,0.9929
6835,0.6042,0.6819,0.9096,0.9445,0.9673
6836,0.6284,0.7046,0.9620,0.9849,0.9164
6837,0.6169,0.7377,0.9219,0.9341,0.9632
6838,0.6948,0.6469,0.9587,0.8978,0.9585
6839,0.7201,0.6583,0.9628,0.8927,0.9535
6840,0.7307,0.6524,0.9586,0.9569,0.9298
6841,0.7285,0.6939,0.9506,0.9919,0.9588
6842,0.7478,0.6996,0.9483,0.9867,0.9217
6843,0.7391,0.6872,0.9731,0.9098,0.9286
6844,0.6974,0.7434,0.9480,0.8915,0.9198
6845,0.7093,0.7986,0.9782,0.9358,0.9051
6846,0.6834,0.8280,0.9370,0.9878,0.8742
6847,0.7014,0.8117,0.9002,0.9627,0.8700
6848,0.7109,0.7723,0.9503,0.9398,0.8995
6849,0.6874,0.8244,0.9200,0.9439,0.8421
6850,0.7588,0.8425,0.9011,0.9707,0.8727
6851,0.7883,0.8402,0.8908,0.9313,0.8911
6852,0.7668,0.7970,0.9179,0.9434,0.9172
6853,0.7689,0.7380,0.9015,0.9020,0.8920
6854,0.7647,0.6892,0.9124,0.9032,0.8637
6855,0.7323,0.6923,0.8420,0.8926,0.8721
6856,0.7442,0.7124,0.8166,0.8914,0.8439
6857,0.7278,0.6442,0.8209,0.8711,0.8392
6858,0.6748,0.6901,0.8262,0.8830,0.8697
6859,0.6634,0.6418,0.7593,0.8815,0.9140
6860,0.6547,0.6469,0.7898,0.9113,0.9398
6861,0.6003,0.7004,0.8173,0.9071,0.9366
6862,0.6669,0.7746,0.8836,0.9375,0.9037
6863,0.6567,0.7624,0.8815,0.9112,0.8502
6864,0.6538,0.7437,0.8278,0.8867,0.8381
6865,0.7391,0.7307,0.8554,0.8624,0.9103
6866,0.6979,0.7200,0.8828,0.8771,0.8545
6867,0.6952,0.7426,0.8660,0.8892,0.8474
6868,0.6433,0.7134,0.9294,0.8547,0.8685
6869,0.6346,0.6898,0.9585,0.8652,0.8845
6870,0.6317,0.6702,0.9206,0.8752,0.9019
6871,0.6842,0.7111,0.9605,0.9208,0.8957
6872,0.6599,0.7244,0.9763,0.9464,0.8952
6873,0.6972,0.7307,0.9379,0.9289,0.8395
6874,0.7878,0.7862,0.9316,0.8818,0.8683
6875,0.8266,0.7885,0.8584,0.8591,0.8498
6876,0.7034,0.8372,0.8776,0.8248,0.8053
6877,0.7191,0.8526,0.8950,0.8834,0.8557
6878,0.7673,0.7842,0.9337,0.8756,0.8397
6879,0.7247,0.7995,0.9285,0.9210,0.8547
6880,0.7164,0.8254,0.9198,0.9140,0.8820
6881,0.7023,0.7546,0.9359,0.9549,0.8392
6882,0.7336,0.7645,0.9355,0.9231,0.8136
6883,0.7103,0.7006,0.9301,0.9680,0.8888
6884,0.7717,0.7105,0.9297,0.9534,0.9164
6885,0.7967,0.7459,0.9139,0.9378,0.8891
6886,0.7230,0.7069,0.8331,0.9856,0.8798
6887,0.6660,0.7291,0.8627,0.9640,0.8774
6888,0.6805,0.6729,0.8425,0.9229,0.9039
6889,0.6777,0.6905,0.8163,0.9010,0.9058
6890,0.6802,0.7049,0.8421,0.8815,0.8869
6891,0.6656,0.7086,0.8561,0.8920,0.8898
6892,0.6378,0.6835,0.8588,0.8871,0.8295
6893,0.6525,0.7123,0.9061,0.8470,0.8420
6894,0.6788,0.7360,0.9773,0.8885,0.8430
6895,0.7182,0.7910,0.9114,0.8424,0.8777
6896,0.7543,0.8587,0.9136,0.8378,0.8799
6897,0.7436,0.7894,0.9147,0.8153,0.8481
6898,0.7458,0.7475,0.9307,0.8858,0.8986
6899,0.6797,0.7260,0.9384,0.9147,0.9005
6900,0.7081,0.7224,0.9509,0.9024,0.8837
6901,0.7509,0.7137,0.9535,0.9019,0.8969
6902,0.7615,0.7235,1.0000,0.8732,0.9098
6903,0.7462,0.6917,1.0000,0.8788,0.9490
6904,0.7040,0.6780,0.9438,0.8390,0.9442
6905,0.6713,0.6013,0.9185,0.8888,0.9131
6906,0.6712,0.6293,0.8766,0.9067,0.8882
6907,0.6929,0.6196,0.9313,0.9191,0.8207
6908,0.6255,0.6241,0.9328,0.9393,0.8273
6909,0.5979,0.6739,0.9361,0.8326,0.8555
6910,0.6519,0.6617,0.9358,0.8540,0.8622
6911,0.7202,0.6815,0.9557,0.8606,0.8305
6912,0.7099,0.7314,0.8895,0.8356,0.8703
6913,0.7295,0.7453,0.8257,0.8698,0.8706
6914,0.7191,0.7821,0.8723,0.9110,0.8777
6915,0.7190,0.8209,0.8729,0.8824,0.8390
6916,0.6782,0.7941,0.8741,0.8338,0.8701
6917,0.7016,0.7796,0.8537,0.8568,0.8708
6918,0.6765,0.7807,0.8273,0.8701,0.9017
6919,0.6899,0.7193,0.8735,0.8593,0.9091
6920,0.7172,0.7373,0.8619,0.8901,0.8605
6921,0.7343,0.7590,0.8546,0.9158,0.8547
6922,0.6998,0.6920,0.8445,0.8898,0.8840
6923,0.7088,0.6693,0.8079,0.8697,0.9219
6924,0.6877,0.6328,0.8349,0.8915,0.9252
6925,0.7151,0.6647,0.8604,0.8717,0.9011
6926,0.7396,0.6499,0.8960,0.8992,0.8703
6927,0.7568,0.7077,0.8804,0.8953,0.8989
6928,0.7941,0.7332,0.8290,0.8943,0.9393
6929,0.7911,0.7811,0.8761,0.8413,0.9386
6930,0.8227,0.7501,0.8776,0.9083,0.9208
6931,0.8204,0.8096,0.8321,0.9153,0.9340
6932,0.7713,0.7112,0.8856,0.8989,0.9185
6933,0.7646,0.7248,0.8248,0.9279,0.9434
6934,0.7871,0.7294,0.8441,0.8944,0.9366
6935,0.8071,0.7562,0.8128,0.9076,0.9177
6936,0.7705,0.7303,0.8373,0.9209,0.9132
6937,0.7417,0.7553,0.8363,0.8966,0.9644
6938,0.7548,0.7123,0.8383,0.8700,1.0000
6939,0.7188,0.6943,0.8280,0.8386,1.0000
6940,0.7101,0.6982,0.8486,0.8327,0.9562
6941,0.7137,0.7207,0.9334,0.9056,0.9377
6942,0.7080,0.6719,0.9372,0.8409,0.9308
6943,0.7359,0.6919,0.9331,0.8830,0.9015
6944,0.7552,0.6490,0.9335,0.8814,0.9012
6945,0.7505,0.6280,0.9557,0.9326,0.8757
6946,0.7041,0.6876,0.9552,0.9406,0.8465
6947,0.7520,0.7246,0.9526,0.9207,0.8610
6948,0.7173,0.7651,0.8766,0.9766,0.9383
6949,0.6972,0.7195,0.8846,0.9470,0.9283
6950,0.6722,0.6874,0.8644,0.9286,0.9196
6951,0.6302,0.6658,0.8964,0.9356,0.9151
6952,0.6802,0.6832,0.8916,0.9363,0.9123
6953,0.7464,0.7368,0.9245,0.9548,0.8693
6954,0.6951,0.7306,0.8851,0.9163,0.9237
6955,0.6363,0.6626,0.9216,0.8966,0.9454
6956,0.6560,0.6739,0.9438,0.8740,0.8859
6957,0.6780,0.6778,0.9524,0.8546,0.9083
6958,0.6123,0.7244,0.9474,0.8623,0.9105
6959,0.5976,0.7312,0.9644,0.8865,0.9331
6960,0.6648,0.7353,0.9542,0.9381,0.9029
6961,0.6933,0.7311,0.9606,0.9681,0.9083
6962,0.7390,0.6897,0.9533,0.9630,0.8920
6963,0.6959,0.6903,0.9289,0.9062,0.9168
6964,0.6970,0.7047,0.9698,0.8972,0.9202
6965,0.6958,0.7076,0.9625,0.9064,0.9391
6966,0.7328,0.6449,0.9376,0.9502,0.9221
6967,0.7045,0.6880,0.9600,0.9397,0.8861
6968,0.6867,0.6996,0.9886,0.9562,0.9299
6969,0.7068,0.7378,0.9110,0.9483,0.9387
6970,0.7316,0.7232,0.9170,0.9411,0.9023
6971,0.7095,0.7292,0.8972,0.9570,0.9244
6972,0.7153,0.6675,0.9666,0.9711,0.9111
6973,0.7434,0.6648,0.9954,0.9448,0.8979
6974,0.7444,0.7212,0.9340,0.8877,0.8481
6975,0.7198,0.7448,0.9297,0.8818,0.8876
6976,0.7256,0.7145,0.8999,0.8781,0.9173
6977,0.7417,0.6907,0.8248,0.8648,0.9134
6978,0.7352,0.7218,0.8051,0.8511,0.9035
6979,0.7453,0.6692,0.8318,0.8634,0.8839
6980,0.7672,0.6958,0.8285,0.8497,0.8570
6981,0.7664,0.7482,0.8576,0.8572,0.9030
6982,0.7805,0.6971,0.8603,0.8966,0.8835
6983,0.7573,0.7090,0.8775,0.8933,0.9179
6984,0.7287,0.7207,0.9009,0.9227,0.9254
6985,0.7697,0.7328,0.9006,0.9461,0.8976
6986,0.6797,0.7327,0.9354,0.9480,0.8858
6987,0.6984,0.7670,0.9568,0.9339,0.8697
6988,0.6887,0.7263,0.9293,0.9636,0.8370
6989,0.7141,0.6997,0.9883,0.9473,0.8758
6990,0.6716,0.6460,0.9476,0.9051,0.8463
6991,0.6901,0.6532,0.9095,0.9566,0.8728
6992,0.7121,0.6983,0.9384,0.9091,0.8766
6993,0.7228,0.7029,0.9002,0.8960,0.8390
6994,0.6888,0.7356,0.9049,0.8944,0.8626
6995,0.6713,0.7243,0.9020,0.8473,0.8509
6996,0.7011,0.6613,0.9176,0.8628,0.9157
6997,0.6974,0.6683,0.9094,0.8429,0.9113
6998,0.6315,0.6461,0.9174,0.8384,0.9015
6999,0.6309,0.6438,0.8568,0.8560,0.9125
7000,0.6858,0.6072,0.8607,0.8951,0.8424
7001,0.6841,0.6545,0.8909,0.8805,0.8328
7002,0.6437,0.6920,0.9065,0.8952,0.8423
7003,0.6443,0.7089,0.8650,0.9205,0.8420
7004,0.6561,0.6761,0.8655,0.9222,0.9118
7005,0.6409,0.6703,0.8786,0.8725,0.8833
7006,0.6990,0.6356,0.8343,0.8412,0.9038
7007,0.6892,0.5945,0.8710,0.8672,0.8868
7008,0.6842,0.6269,0.8745,0.8807,0.9179
7009,0.6826,0.6700,0.8697,0.8957,0.8826
7010,0.6263,0.6910,0.8925,0.9312,0.8950
7011,0.6553,0.6594,0.8478,0.9310,0.9016
7012,0.6455,0.7002,0.8861,0.9145,0.9158
7013,0.5763,0.7543,0.8997,0.9249,0.9436
7014,0.5538,0.7470,0.8487,0.9248,0.8768
7015,0.5846,0.7747,0.8602,0.9413,0.8490
7016,0.6512,0.7374,0.8890,0.9409,0.8748
7017,0.6860,0.6978,0.8646,0.9140,0.8906
7018,0.7076,0.6109,0.8506,0.9277,0.8447
7019,0.7093,0.6451,0.8495,0.9153,0.8480
7020,0.7200,0.6684,0.8112,0.8771,0.8114
7021,0.7188,0.6614,0.8257,0.8641,0.8545
7022,0.6901,0.6701,0.8688,0.8524,0.8408
7023,0.6690,0.6263,0.8929,0.8325,0.8748
7024,0.6764,0.6349,0.8483,0.8690,0.8728
7025,0.6562,0.6401,0.8267,0.8372,0.9114
7026,0.6098,0.6302,0.9087,0.8932,0.8913
7027,0.6498,0.6530,0.8914,0.8996,0.9304
7028,0.6756,0.6618,0.8791,0.8956,0.9367
7029,0.6242,0.6869,0.8329,0.8645,0.8977
7030,0.6000,0.6882,0.8570,0.8682,0.8923
7031,0.6334,0.6606,0.8737,0.8697,0.8615
7032,0.6100,0.6978,0.8763,0.8550,0.8867
7033,0.6309,0.6724,0.9026,0.8771,0.8934
7034,0.6743,0.7323,0.8969,0.8996,0.9480
7035,0.6647,0.7463,0.8897,0.9082,0.8981
7036,0.6946,0.8233,0.8930,0.9470,0.9019
7037,0.6789,0.7688,0.8735,0.9118,0.9470
7038,0.6726,0.7499,0.9264,0.8877,0.9421
7039,0.6926,0.7302,0.9333,0.8785,0.8989
7040,0.7166,0.7185,0.9640,0.9025,0.9331
7041,0.6711,0.7087,0.9432,0.9115,0.9171
7042,0.6336,0.7203,0.8984,0.8631,0.8989
7043,0.5975,0.7395,0.8995,0.8806,0.8773
7044,0.6762,0.7574,0.9845,0.8450,0.8967
7045,0.6670,0.7815,0.9742,0.8817,0.9097
7046,0.6510,0.6978,0.9645,0.9135,0.8951
7047,0.6716,0.7476,0.9391,0.8804,0.8935
7048,0.6228,0.7235,0.9304,0.8671,0.9242
7049,0.6275,0.7525,0.8851,0.8506,0.9168
7050,0.6438,0.7440,0.8482,0.9021,0.9212
7051,0.6239,0.7889,0.8523,0.8804,0.9495
7052,0.6023,0.8237,0.8247,0.9085,0.9667
7053,0.6114,0.8318,0.8630,0.9196,0.9580
7054,0.6147,0.8576,0.8531,0.9285,0.9566
7055,0.6164,0.7903,0.8672,0.9073,0.9228
7056,0.5852,0.8423,0.8675,0.8582,0.9032
7057,0.5607,0.8027,0.8812,0.8175,0.8839
7058,0.6336,0.7552,0.8449,0.8321,0.8989
7059,0.6047,0.6956,0.8769,0.8135,0.8481
7060,0.6190,0.6861,0.8337,0.8089,0.8445
7061,0.6315,0.6099,0.8439,0.8169,0.8132
7062,0.6307,0.6202,0.8993,0.8338,0.8556
7063,0.6407,0.6364,0.9482,0.8202,0.9144
7064,0.6420,0.6694,0.9163,0.8535,0.9113
7065,0.6410,0.6588,0.9029,0.8542,0.8925
7066,0.6893,0.6324,0.9053,0.8938,0.8560
7067,0.6599,0.6509,0.9166,0.9044,0.8485
7068,0.6476,0.6880,0.8471,0.9222,0.8571
7069,0.6897,0.6985,0.8265,0.8587,0.9027
7070,0.6723,0.6316,0.8380,0.9008,0.9192
7071,0.6635,0.6714,0.8645,0.9264,0.8700
7072,0.6515,0.7258,0.8716,0.9698,0.8869
7073,0.6972,0.7523,0.8576,0.9397,0.8712
7074,0.7274,0.7824,0.9027,0.9234,0.9108
7075,0.6818,0.7999,0.9549,0.9104,0.9044
7076,0.7330,0.7777,0.9057,0.9038,0.9356
7077,0.6535,0.7543,0.9282,0.9483,0.8967
7078,0.6080,0.7624,0.9443,0.9189,0.9180
7079,0.5756,0.7576,0.9081,0.8818,0.9166
7080,0.5665,0.7678,0.9144,0.8602,0.9526
7081,0.5818,0.7325,0.8975,0.9098,0.9079
7082,0.5723,0.7220,0.9176,0.9537,0.9668
7083,0.5604,0.7331,0.8983,0.9574,0.9560
7084,0.6068,0.7356,0.8827,0.9245,0.9644
7085,0.6154,0.6682,0.8862,0.9760,0.9585
7086,0.6586,0.7257,0.9478,0.9324,0.9856
7087,0.6965,0.7799,0.9019,0.9117,0.9369
7088,0.7005,0.7481,0.9221,0.8939,0.8941
7089,0.7215,0.7183,0.8882,0.8987,0.9172
7090,0.7083,0.6947,0.9237,0.9487,0.9087
7091,0.6628,0.6891,0.9493,0.9744,0.8753
7092,0.6219,0.6894,0.9350,0.9353,0.8944
7093,0.5723,0.6718,0.8915,0.9155,0.9182
7094,0.6239,0.7431,0.8717,0.9372,0.9216
7095,0.6435,0.7432,0.8930,0.9012,0.8993
7096,0.5549,0.7597,0.9186,0.8668,0.8968
7097,0.6061,0.7803,0.9432,0.8679,0.9086
7098,0.6266,0.8029,0.8999,0.8454,0.8827
7099,0.6102,0.8033,0.9148,0.8737,0.8567
7100,0.5970,0.7760,0.8908,0.9093,0.8875
7101,0.6080,0.7579,0.9043,0.8921,0.8991
7102,0.6656,0.7738,0.8979,0.8983,0.8863
7103,0.6721,0.7943,0.9053,0.8977,0.9204
7104,0.6519,0.7234,0.8869,0.9304,0.9746
7105,0.7342,0.7638,0.9693,0.9061,0.8770
7106,0.7571,0.8273,0.9962,0.8646,0.9134
7107,0.7744,0.7837,1.0000,0.9156,0.9973
7108,0.7901,0.7657,0.9867,0.8914,0.9696
7109,0.8094,0.7874,0.9715,0.9194,0.9657
7110,0.7992,0.7281,0.9077,0.9272,0.9573
7111,0.7778,0.7385,0.8755,0.9430,0.9432
7112,0.7641,0.7431,0.8862,0.9270,0.9738
7113,0.7038,0.6779,0.9199,0.9399,0.9801
7114,0.6283,0.6367,0.9369,0.9441,0.9794
7115,0.6678,0.7202,0.9375,0.9092,0.9980
7116,0.7357,0.7307,0.9443,0.9363,0.9390
7117,0.7151,0.7334,0.9457,0.9664,0.9694
7118,0.7580,0.7801,0.8956,0.9017,0.9372
7119,0.7963,0.8162,0.8688,0.9058,0.9583
7120,0.7577,0.7498,0.8894,0.8977,0.9059
7121,0.7852,0.7230,0.8554,0.9436,0.8246
7122,0.7873,0.7112,0.8392,0.9246,0.8449
7123,0.7571,0.7256,0.8813,0.9393,0.8352
7124,0.7621,0.6943,0.9282,0.9165,0.8930
7125,0.7579,0.7689,0.8860,0.8909,0.8911
7126,0.6796,0.6866,0.8821,0.9507,0.8604
7127,0.7671,0.6363,0.8883,0.9029,0.8465
7128,0.7164,0.6364,0.8922,0.8945,0.8174
7129,0.7193,0.6580,0.9180,0.9128,0.8563
7130,0.7761,0.7460,0.9173,0.9087,0.8760
7131,0.7501,0.7474,0.9463,0.8642,0.8683
7132,0.7143,0.7481,0.8918,0.8004,0.9178
7133,0.7154,0.7672,0.9156,0.8092,0.9081
7134,0.7005,0.7550,0.8866,0.8780,0.8429
7135,0.7412,0.7371,0.8880,0.8840,0.8965
7136,0.7041,0.7122,0.8829,0.8720,0.9437
7137,0.6841,0.7102,0.9293,0.8848,0.9035
7138,0.6847,0.7543,0.9297,0.9527,0.8495
7139,0.6452,0.7334,0.9043,0.9522,0.8633
7140,0.6390,0.7219,0.9113,0.9327,0.9068
7141,0.6344,0.7024,0.8848,0.9243,0.9029
7142,0.6068,0.6986,0.8634,0.9500,0.8922
7143,0.6068,0.7149,0.8818,0.8967,0.9412
7144,0.6522,0.6765,0.9206,0.8828,0.9024
7145,0.5961,0.7069,0.9023,0.8897,0.9395
7146,0.6530,0.7114,0.9004,0.8857,0.9503
7147,0.6460,0.7318,0.9531,0.9068,0.9378
7148,0.6689,0.7481,0.9399,0.9363,0.9342
7149,0.7092,0.7112,0.9281,0.9582,0.9340
7150,0.6758,0.6965,0.9324,0.9586,0.9150
7151,0.6962,0.6566,0.8692,0.9092,0.9190
7152,0.6534,0.6480,0.8952,0.8832,0.9482
7153,0.6172,0.6493,0.9015,0.9076,0.9351
7154,0.6274,0.7182,0.9391,0.8953,0.9284
7155,0.6382,0.7375,0.9027,0.9059,0.9148
7156,0.6841,0.6896,0.8938,0.8821,0.8925
7157,0.6384,0.6526,0.8993,0.9090,0.9107
7158,0.6718,0.7419,0.9043,0.8759,0.9440
7159,0.6642,0.7429,0.9131,0.9536,0.9154
7160,0.6674,0.6797,0.9015,0.9038,0.8826
7161,0.6031,0.6587,0.9441,0.9412,0.8840
7162,0.6169,0.6163,0.9406,0.9600,0.8840
7163,0.6599,0.6306,0.9126,0.9692,0.8946
7164,0.6581,0.6515,0.9148,0.9254,0.9039
7165,0.6546,0.7058,0.8971,0.9102,0.9653
7166,0.7258,0.6621,0.8541,0.9273,1.0000
7167,0.7177,0.6510,0.8592,0.9005,0.9999
7168,0.6536,0.6733,0.8465,0.8943,0.9573
7169,0.6107,0.7026,0.8635,0.8728,0.9385
7170,0.6789,0.7402,0.8574,0.9157,0.8478
7171,0.6660,0.6699,0.8376,0.8590,0.8658
7172,0.6998,0.6829,0.8847,0.9072,0.8995
7173,0.6865,0.7032,0.8505,0.9488,0.8951
7174,0.7020,0.7306,0.8603,0.9392,0.8794
7175,0.6858,0.7222,0.8623,0.8792,0.9003
7176,0.6835,0.7337,0.8353,0.9212,0.8771
7177,0.7017,0.7747,0.8311,0.9423,0.7961
7178,0.6588,0.7532,0.7836,0.9356,0.7723
7179,0.6770,0.7463,0.7945,0.9752,0.8048
7180,0.6878,0.7338,0.8382,0.9578,0.8578
7181,0.6385,0.7148,0.8416,0.9284,0.8700
7182,0.7410,0.6672,0.8795,0.9462,0.8315
7183,0.7194,0.6632,0.9043,0.9692,0.8605
7184,0.6795,0.6948,0.8995,0.9390,0.8357
7185,0.7330,0.7174,0.8978,0.8522,0.8520
7186,0.6836,0.7112,0.9113,0.8436,0.8744
7187,0.6664,0.7089,0.8894,0.8723,0.9345
7188,0.6786,0.6475,0.8805,0.8925,0.9027
7189,0.6633,0.6960,0.8871,0.9112,0.9193
7190,0.6889,0.6297,0.8559,0.9375,0.9151
7191,0.7094,0.6015,0.8387,0.9248,0.8979
7192,0.6812,0.6236,0.8966,0.9111,0.8306
7193,0.7342,0.6596,0.9229,0.8562,0.8819
7194,0.7163,0.7184,0.8755,0.8808,0.9190
7195,0.7193,0.7467,0.9044,0.8597,0.9510
7196,0.7020,0.7605,0.9199,0.8660,0.9893
7197,0.6867,0.7612,0.9375,0.8774,0.9466
7198,0.6872,0.6565,0.9280,0.8711,0.9183
7199,0.7516,0.6817,0.9383,0.8879,0.9172
7200,0.7541,0.7221,0.9457,0.9409,0.9214
7201,0.7069,0.6670,0.9108,0.9412,0.9351
7202,0.7080,0.6807,0.9373,0.9254,0.8950
7203,0.6875,0.6327,0.8985,0.9211,0.9115
7204,0.7226,0.6734,0.8690,0.8715,0.8936
7205,0.7139,0.6476,0.9008,0.9002,0.8766
7206,0.6634,0.7385,0.9330,0.9028,0.9167
7207,0.6851,0.7588,0.9699,0.9211,0.8919
7208,0.6607,0.7516,0.9379,0.9474,0.8796
7209,0.6829,0.7412,0.9314,0.9536,0.8857
7210,0.7186,0.7585,0.9367,0.9533,0.9017
7211,0.7049,0.7684,0.8942,0.9686,0.9052
7212,0.6984,0.7635,0.9323,0.9205,0.8652
7213,0.7045,0.7121,0.9647,0.9215,0.8393
7214,0.6814,0.7357,0.9696,0.9072,0.8423
7215,0.6885,0.7103,0.9256,0.9092,0.8462
7216,0.6980,0.6561,0.8842,0.9229,0.9101
7217,0.6689,0.6623,0.8933,0.9021,0.9072
7218,0.7158,0.6577,0.8881,0.8814,0.8558
7219,0.6549,0.6753,0.8519,0.9248,0.8443
7220,0.6918,0.6718,0.9093,0.9160,0.8506
7221,0.7396,0.6586,0.9633,0.9258,0.8774
7222,0.7571,0.6847,0.9558,0.9343,0.9114
7223,0.7092,0.7065,0.9557,0.9571,0.9384
7224,0.7360,0.6486,0.9115,0.9374,0.9141
7225,0.7981,0.6511,0.9500,0.9547,0.9669
7226,0.7703,0.6677,0.9720,0.9245,0.9131
7227,0.7547,0.6457,0.9260,0.9182,0.8709
7228,0.7682,0.6726,0.9059,0.9346,0.9329
7229,0.7240,0.6794,0.8812,0.9238,0.9051
7230,0.6675,0.6783,0.8804,0.8944,0.9195
7231,0.6888,0.6604,0.8916,0.9076,0.8773
7232,0.6925,0.6560,0.8591,0.8581,0.8454
7233,0.6596,0.7014,0.8360,0.8206,0.9030
7234,0.6814,0.7469,0.8580,0.8945,0.8818
7235,0.6739,0.7094,0.9161,0.8923,0.8447
7236,0.6922,0.7015,0.9182,0.9498,0.8719
7237,0.7003,0.6693,0.9298,0.9229,0.8533
7238,0.7047,0.6734,0.9476,0.9252,0.9195
7239,0.7032,0.6879,0.9272,0.9296,0.9151
7240,0.6440,0.6927,0.8794,0.9637,0.9179
7241,0.6063,0.6064,0.9018,0.9406,0.9483
7242,0.6871,0.6679,0.9236,0.9210,0.9833
7243,0.7361,0.6590,0.9048,0.9207,0.9879
7244,0.7188,0.6274,0.9516,0.9094,0.9367
7245,0.7289,0.6154,0.9077,0.8843,0.9190
7246,0.6668,0.6694,0.8931,0.9230,0.9230
7247,0.6246,0.6999,0.9106,0.9214,0.9053
7248,0.5431,0.6983,0.8670,0.9220,0.9021
7249,0.5420,0.6964,0.8880,0.9177,0.8620
7250,0.5555,0.6549,0.9438,0.9332,0.8699
7251,0.6111,0.6983,0.9763,0.9333,0.8952
7252,0.6231,0.7292,0.9683,0.9812,0.8877
7253,0.6491,0.7660,0.9319,0.9201,0.9387
7254,0.6481,0.7581,0.9213,0.9060,0.9111
7255,0.6551,0.7850,0.9266,0.8890,0.9106
7256,0.6529,0.7362,0.9262,0.9018,0.8933
7257,0.6720,0.7304,0.9428,0.9293,0.9211
7258,0.5870,0.7545,0.8813,0.9552,0.9172
7259,0.6119,0.7668,0.8710,0.9044,0.9385
7260,0.6263,0.8057,0.9007,0.9150,0.9619
7261,0.6983,0.7617,0.9177,0.9163,0.9687
7262,0.7062,0.7766,0.9216,0.9716,0.9661
7263,0.7578,0.7195,0.9476,0.9869,0.9763
7264,0.7188,0.6544,0.9673,0.9240,1.0000
7265,0.6894,0.6769,0.9115,0.9617,0.9378
7266,0.7477,0.7414,0.9184,0.9562,0.9067
7267,0.7292,0.7814,0.9441,0.9412,0.8488
7268,0.6958,0.7344,0.9288,0.8854,0.9131
7269,0.6974,0.7268,0.9174,0.8799,0.9077
7270,0.7044,0.6836,0.9288,0.9382,0.9179
7271,0.7445,0.6921,0.8684,0.9288,0.9409
7272,0.7079,0.7151,0.8693,0.9204,0.9662
7273,0.7308,0.6990,0.8607,0.9469,0.8982
7274,0.7824,0.7075,0.8693,0.8846,0.8930
7275,0.8013,0.6829,0.9247,0.8760,0.8623
7276,0.8391,0.6669,0.9358,0.8962,0.8702
7277,0.8086,0.6429,0.8701,0.9725,0.8288
7278,0.8046,0.6263,0.8537,0.9772,0.8405
7279,0.7556,0.7012,0.8048,0.9280,0.8671
7280,0.8253,0.7190,0.8261,0.9279,0.8860
7281,0.8274,0.6538,0.8494,0.9160,0.9478
7282,0.8067,0.6788,0.8711,0.9058,0.9057
7283,0.7812,0.6998,0.8609,0.8990,0.8502
7284,0.6921,0.7613,0.8420,0.9011,0.8752
7285,0.6215,0.7075,0.8401,0.8645,0.8064
7286,0.6025,0.7251,0.8645,0.8973,0.8708
7287,0.6061,0.7164,0.8682,0.8907,0.8900
7288,0.6486,0.7212,0.8753,0.8693,0.8835
7289,0.6870,0.7390,0.9124,0.8300,0.8384
7290,0.6899,0.6578,0.9178,0.8430,0.8477
7291,0.7029,0.6850,0.9204,0.8541,0.7986
7292,0.6963,0.7074,0.9359,0.9059,0.8590
7293,0.7336,0.7146,0.9426,0.9182,0.8612
7294,0.7018,0.6758,0.9505,0.9081,0.8925
7295,0.6909,0.6765,0.9318,0.8834,0.9046
7296,0.6993,0.7290,0.9144,0.8656,0.9023
7297,0.6737,0.7212,0.9108,0.8800,0.8646
7298,0.6299,0.7429,0.8832,0.8625,0.8362
7299,0.6573,0.7506,0.8746,0.8234,0.8043
7300,0.7419,0.7776,0.8694,0.8510,0.8326
7301,0.7364,0.8147,0.8615,0.8707,0.8154
7302,0.7532,0.7204,0.8554,0.8981,0.8856
7303,0.7301,0.6941,0.8923,0.9007,0.9120
7304,0.7367,0.6968,0.9306,0.9010,0.9527
7305,0.6814,0.7681,0.9434,0.8927,0.9195
7306,0.6495,0.7896,0.9194,0.9382,0.9144
7307,0.6811,0.7880,0.9225,0.8532,0.8904
7308,0.6774,0.7872,0.9042,0.8988,0.8697
7309,0.6269,0.7358,0.8839,0.8765,0.9134
7310,0.6292,0.7465,0.8910,0.8841,0.8971
7311,0.6757,0.6841,0.9109,0.8786,0.9180
7312,0.6602,0.6931,0.9314,0.8822,0.9157
7313,0.5935,0.7112,0.8699,0.9002,0.9141
7314,0.6757,0.7394,0.8707,0.9354,0.9132
7315,0.6849,0.6816,0.8953,0.9213,0.9318
7316,0.7426,0.6742,0.8733,0.8964,0.8958
7317,0.7449,0.6385,0.8869,0.9073,0.8848
7318,0.7132,0.6966,0.9459,0.9382,0.8758
7319,0.7221,0.7552,0.9317,0.8949,0.8878
7320,0.7278,0.7737,0.8923,0.9637,0.8936
7321,0.7827,0.7162,0.8901,0.9731,0.8747
