HourOfYear,deploy_factor_Reg_MISO,deploy_factor_Spin_MISO,deploy_factor_Sup_MISO,deploy_factor_STR_MISO
6814,0.7008,0.9177,0.8754,0.8810
6815,0.7357,0.8879,0.8598,0.9060
6816,0.7821,0.8824,0.8857,0.9600
6817,0.7542,0.9388,0.8673,0.9017
6818,0.7096,0.9039,0.8536,0.9424
6819,0.6556,0.9186,0.8355,0.8786
6820,0.6653,0.9036,0.8692,0.8827
6821,0.6531,0.8710,0.8273,0.8654
6822,0.6348,0.8621,0.8637,0.9180
6823,0.5942,0.8305,0.8927,0.9387
6824,0.6049,0.8375,0.8685,0.9484
6825,0.5985,0.8306,0.8312,0.9372
6826,0.5970,0.8477,0.8112,0.8728
6827,0.6781,0.9091,0.8446,0.8988
6828,0.6821,0.8943,0.8651,0.8845
6829,0.6807,0.8809,0.8698,0.8702
6830,0.7119,0.8560,0.9159,0.8614
6831,0.6930,0.9036,0.8812,0.8474
6832,0.7107,0.9018,0.8898,0.8244
6833,0.7310,0.9478,0.8719,0.8325
6834,0.6916,0.9213,0.8701,0.8481
6835,0.6850,0.9274,0.8718,0.8760
6836,0.6395,0.8821,0.8233,0.8848
6837,0.6160,0.8965,0.7732,0.8983
6838,0.6101,0.9375,0.8249,0.9302
6839,0.6417,0.9335,0.8471,0.9393
6840,0.6188,0.9102,0.8524,0.9480
6841,0.6412,0.8535,0.8515,0.9085
6842,0.6447,0.8823,0.8023,0.8764
6843,0.6471,0.9226,0.8334,0.8761
6844,0.6839,0.9156,0.8294,0.8871
6845,0.7441,0.8892,0.8226,0.9452
6846,0.6801,0.8509,0.8111,0.9254
6847,0.7024,0.8654,0.8347,0.9211
6848,0.7683,0.8813,0.8384,0.8873
6849,0.7853,0.8721,0.8130,0.9104
6850,0.7862,0.8974,0.8873,0.8776
6851,0.7067,0.9045,0.8958,0.8591
6852,0.7465,0.9139,0.9259,0.8197
6853,0.7914,0.9437,0.8866,0.8616
6854,0.7930,0.9092,0.9275,0.8593
6855,0.8033,0.8979,0.8944,0.8755
6856,0.8153,0.9223,0.8513,0.8919
6857,0.8124,0.9100,0.8917,0.9350
6858,0.8143,0.9427,0.9151,0.9015
6859,0.7349,0.9060,0.8834,0.9322
6860,0.8102,0.9335,0.8954,0.9591
6861,0.8180,0.9450,0.8811,0.9415
6862,0.8224,0.9428,0.9180,0.9346
6863,0.8073,0.9741,0.9064,0.9171
6864,0.7188,0.9497,0.8770,0.9027
6865,0.6375,0.9687,0.9136,0.8985
6866,0.6681,0.9545,0.9164,0.9412
6867,0.6738,0.9708,0.9451,0.9732
6868,0.7049,0.9702,0.9618,0.9398
6869,0.6937,0.9567,0.9051,0.9445
6870,0.6833,0.9232,0.9318,0.9010
6871,0.6783,0.9017,0.9228,0.9214
6872,0.6680,0.9134,0.9158,0.9108
6873,0.6398,0.9517,0.8722,0.9126
6874,0.6117,0.9333,0.8687,0.9214
6875,0.6475,0.9356,0.8747,0.8809
6876,0.6798,0.9259,0.8945,0.8796
6877,0.5858,0.9462,0.8783,0.8930
6878,0.6043,0.9282,0.8997,0.8782
6879,0.6180,0.9232,0.9464,0.8851
6880,0.6514,0.8914,0.8885,0.8868
6881,0.6784,0.9063,0.8889,0.8290
6882,0.7063,0.8776,0.8711,0.8692
6883,0.6935,0.9330,0.8763,0.9053
6884,0.6713,0.9056,0.8677,0.9328
6885,0.6204,0.9017,0.8928,0.9483
6886,0.6344,0.8383,0.8617,0.9564
6887,0.5967,0.8404,0.8819,0.8926
6888,0.5961,0.8446,0.9237,0.9081
6889,0.5728,0.8889,0.9212,0.8352
6890,0.6463,0.8713,0.9565,0.7990
6891,0.6155,0.8855,0.9681,0.8867
6892,0.6055,0.9305,0.9359,0.8938
6893,0.6449,0.9361,0.9127,0.9060
6894,0.6951,0.9113,0.9501,0.8828
6895,0.6718,0.9451,0.9124,0.8701
6896,0.7288,0.8699,0.8401,0.8972
6897,0.7129,0.8929,0.8661,0.8822
6898,0.7487,0.9284,0.8599,0.8855
6899,0.7394,0.8921,0.8344,0.8890
6900,0.6867,0.8264,0.8204,0.8696
6901,0.6606,0.8180,0.8749,0.8620
6902,0.6654,0.8358,0.9063,0.8936
6903,0.7081,0.8295,0.9073,0.8693
6904,0.7246,0.8629,0.9700,0.8810
6905,0.7613,0.8452,0.9191,0.9090
6906,0.7243,0.8549,0.8954,0.8960
6907,0.6659,0.8923,0.8580,0.8919
6908,0.6935,0.9001,0.8840,0.8842
6909,0.7099,0.8564,0.9219,0.8087
6910,0.7025,0.9133,0.8582,0.8580
6911,0.6850,0.9050,0.8900,0.8851
6912,0.6746,0.9132,0.8971,0.8744
6913,0.6549,0.9342,0.8954,0.8651
6914,0.6763,0.8964,0.8616,0.8511
6915,0.7027,0.8552,0.8607,0.8626
6916,0.7456,0.8466,0.8916,0.8716
6917,0.7357,0.9098,0.9624,0.8594
6918,0.7389,0.8997,0.9588,0.8471
6919,0.6751,0.9219,0.9723,0.8668
6920,0.6842,0.9014,0.9920,0.9284
6921,0.7080,0.8930,0.9212,0.9659
6922,0.6794,0.9594,0.9185,1.0000
6923,0.7311,0.9378,0.8800,0.9405
6924,0.6974,0.9032,0.9213,0.9546
6925,0.7067,0.9039,0.9153,0.9619
6926,0.7111,0.8567,0.9125,0.9533
6927,0.6795,0.8315,0.9779,0.9485
6928,0.6788,0.8828,0.9847,0.9230
6929,0.6854,0.8960,0.9721,0.8782
6930,0.6919,0.9041,0.9300,0.8694
6931,0.6422,0.8978,0.8666,0.9096
6932,0.6667,0.8622,0.8662,0.9119
6933,0.7073,0.8999,0.9003,0.9176
6934,0.7350,0.9479,0.9278,0.9042
6935,0.7525,0.8928,0.8992,0.9013
6936,0.7081,0.9076,0.8652,0.8633
6937,0.7292,0.8552,0.9080,0.8756
6938,0.6724,0.8506,0.8983,0.8709
6939,0.6724,0.9277,0.9183,0.9318
6940,0.6409,0.9495,0.9236,0.9260
6941,0.6866,0.9480,0.8955,0.9366
6942,0.6929,0.8839,0.9070,0.9741
6943,0.6293,0.9151,0.9630,0.9659
6944,0.6336,0.9184,0.9241,0.9603
6945,0.6002,0.9035,0.8875,0.9721
6946,0.6038,0.8730,0.8889,0.9812
6947,0.6136,0.8485,0.8876,0.8969
6948,0.6545,0.8393,0.8775,0.9130
6949,0.6947,0.8752,0.8989,0.9018
6950,0.6484,0.8791,0.9171,0.8429
6951,0.6500,0.8874,0.9152,0.8755
6952,0.6479,0.9259,0.9328,0.9078
6953,0.6168,0.8804,0.9635,0.8905
6954,0.6258,0.8297,0.9378,0.8798
6955,0.6712,0.8722,0.8837,0.9155
6956,0.6425,0.8450,0.8885,0.9297
6957,0.6839,0.8456,0.8621,0.8611
6958,0.6416,0.8520,0.9111,0.8924
6959,0.7073,0.8616,0.9201,0.9530
6960,0.7046,0.8149,0.9056,0.9605
6961,0.6783,0.8364,0.9337,1.0000
6962,0.7041,0.9050,0.9391,0.9791
6963,0.7858,0.8947,0.9694,0.9531
6964,0.8118,0.9024,0.9459,0.9542
6965,0.7849,0.9275,0.8912,0.9779
6966,0.8091,0.9561,0.8762,0.9844
6967,0.8608,0.9764,0.8597,0.9496
6968,0.8125,0.9411,0.8907,0.9362
6969,0.7929,0.9455,0.8845,0.9513
6970,0.7450,0.9814,0.8837,0.9463
6971,0.7221,0.9476,0.8567,0.9433
6972,0.7079,0.9775,0.9267,0.9662
6973,0.6914,0.9420,0.9269,0.9197
6974,0.7326,0.9332,0.9011,0.9378
6975,0.6627,0.9863,0.8948,0.9084
6976,0.6718,0.9325,0.8558,0.9228
6977,0.6761,0.8598,0.8505,0.9179
6978,0.6657,0.8880,0.8617,0.9374
6979,0.7008,0.9189,0.8800,0.9376
6980,0.7273,0.9030,0.9112,0.9497
6981,0.7228,0.8957,0.9194,0.9330
6982,0.7281,0.9185,0.9123,0.9550
6983,0.7202,0.8965,0.9047,0.9393
6984,0.7365,0.8850,0.8985,0.9149
6985,0.7809,0.9137,0.8896,0.9124
6986,0.7985,0.9368,0.9016,0.9236
6987,0.8511,0.9261,0.9060,0.9509
6988,0.8456,0.8960,0.8707,0.9189
6989,0.7520,0.9203,0.8674,0.9703
6990,0.7619,0.9232,0.9097,0.9843
6991,0.7235,0.8901,0.9232,0.9438
6992,0.7620,0.8668,0.9167,0.9277
6993,0.7391,0.8637,0.8895,0.9269
6994,0.6863,0.9137,0.8608,0.9272
6995,0.7006,0.8814,0.8696,0.9179
6996,0.6912,0.9416,0.8316,0.9164
6997,0.7073,0.9669,0.8309,0.9277
6998,0.7174,0.9670,0.8253,0.8673
6999,0.7256,0.9337,0.8378,0.8666
7000,0.7324,0.9849,0.8973,0.9237
7001,0.7543,0.9601,0.8723,0.8920
7002,0.7481,0.9249,0.8551,0.9373
7003,0.7333,0.9056,0.8596,0.9039
7004,0.7174,0.8597,0.8324,0.9091
7005,0.7017,0.8437,0.8396,0.8517
7006,0.6923,0.8380,0.7992,0.8495
7007,0.7227,0.8517,0.8204,0.8730
7008,0.7620,0.8595,0.8437,0.8959
7009,0.7748,0.8298,0.8779,0.8704
7010,0.7685,0.8390,0.9066,0.8220
7011,0.7565,0.8486,0.8763,0.8852
7012,0.7519,0.8498,0.8407,0.8974
7013,0.7488,0.8704,0.8535,0.9179
7014,0.7183,0.8890,0.8916,0.8607
7015,0.6903,0.9080,0.8958,0.8466
7016,0.6955,0.8663,0.8387,0.8582
7017,0.6682,0.8490,0.8417,0.8595
7018,0.6490,0.8457,0.8512,0.8810
7019,0.6379,0.8833,0.9030,0.9398
7020,0.6913,0.8946,0.9642,0.9717
7021,0.7431,0.8909,0.9477,0.9692
7022,0.7336,0.8890,0.9340,0.9292
7023,0.7283,0.9279,0.9312,0.8748
7024,0.7461,0.9647,0.9450,0.8720
7025,0.7061,0.9408,0.9082,0.8929
7026,0.7088,0.9123,0.8932,0.8826
7027,0.7730,0.8473,0.8882,0.8531
7028,0.7548,0.8743,0.8985,0.8894
7029,0.7391,0.8830,0.9024,0.8989
7030,0.7277,0.9141,0.8945,0.8794
7031,0.7137,0.9376,0.9084,0.9245
7032,0.7249,0.9234,0.8984,0.9122
7033,0.7296,0.8785,0.9039,0.8462
7034,0.6549,0.9232,0.9298,0.8387
7035,0.6844,0.8954,0.9057,0.8645
7036,0.6557,0.9369,0.9138,0.8922
7037,0.6879,0.9467,0.9100,0.8695
7038,0.6918,0.8778,0.9776,0.8660
7039,0.6983,0.8723,0.9681,0.8985
7040,0.7059,0.8610,0.9407,0.9026
7041,0.6866,0.7880,0.9336,0.9123
7042,0.6698,0.7798,0.9294,0.8718
7043,0.7014,0.7696,0.9452,0.8461
7044,0.6838,0.8330,1.0000,0.9030
7045,0.6522,0.8347,0.9505,0.9255
7046,0.6789,0.8486,0.9429,0.9175
7047,0.6981,0.8630,0.9116,0.9074
7048,0.6972,0.9364,0.9235,0.9092
7049,0.7051,0.9262,0.9292,0.8994
7050,0.7078,0.9018,0.9434,0.9149
7051,0.7264,0.8824,0.9487,0.9213
7052,0.7485,0.8747,0.9364,0.9447
7053,0.7552,0.8940,0.8932,0.9679
7054,0.7728,0.8864,0.9153,0.9514
7055,0.8107,0.8624,0.8891,0.9513
7056,0.8015,0.8747,0.8765,0.9443
7057,0.7771,0.9164,0.8735,0.9226
7058,0.7078,0.9151,0.8985,0.9105
7059,0.6627,0.8939,0.8973,0.9318
7060,0.6834,0.9005,0.9152,0.9366
7061,0.6786,0.8370,0.9058,0.8901
7062,0.6670,0.8477,0.9354,0.8803
7063,0.6934,0.8370,0.9456,0.8914
7064,0.7186,0.8020,0.9413,0.8751
7065,0.7257,0.8696,0.9246,0.9013
7066,0.7069,0.8628,0.8923,0.8671
7067,0.7712,0.8487,0.9271,0.8930
7068,0.7527,0.8651,0.9148,0.9231
7069,0.7716,0.8329,0.9568,0.9003
7070,0.7483,0.8318,1.0000,0.9335
7071,0.7026,0.8296,0.9901,0.9957
7072,0.7047,0.8428,0.9143,0.9563
7073,0.7868,0.9161,0.9347,0.9431
7074,0.8001,0.9590,0.9558,0.9313
7075,0.7746,0.8976,0.9774,0.9312
7076,0.7769,0.8989,0.9435,0.9440
7077,0.7493,0.8795,0.9568,0.9875
7078,0.7614,0.8928,0.9271,0.9429
7079,0.8125,0.8534,0.9173,0.9307
7080,0.7699,0.9253,0.9178,0.8821
7081,0.7635,0.9152,0.9285,0.9369
7082,0.7622,0.8920,0.9297,0.9455
7083,0.7357,0.8726,0.9629,0.9165
7084,0.7136,0.8852,0.9496,0.9127
7085,0.7165,0.8622,0.9644,0.9175
7086,0.6917,0.8546,0.9544,0.8505
7087,0.7279,0.8790,0.9481,0.8714
7088,0.7163,0.8495,0.9583,0.8870
7089,0.7085,0.8686,0.9608,0.9025
7090,0.6755,0.8910,0.9023,0.8905
7091,0.6536,0.8500,0.9010,0.9288
7092,0.6478,0.8675,0.9060,0.9177
7093,0.6434,0.8789,0.9676,0.8730
7094,0.6219,0.9096,0.8953,0.9232
7095,0.6675,0.8964,0.9195,0.8766
7096,0.7227,0.8677,0.9367,0.8750
7097,0.7126,0.8433,0.9642,0.8875
7098,0.6799,0.8196,0.9523,0.8885
7099,0.6568,0.8400,0.9513,0.8522
7100,0.6738,0.8307,0.9251,0.8668
7101,0.6832,0.8807,0.9274,0.9248
7102,0.6352,0.8883,0.8964,0.9666
7103,0.5797,0.9016,0.9162,0.9132
7104,0.6097,0.9039,0.9181,0.9017
7105,0.6542,0.8974,0.9155,0.9350
7106,0.7045,0.9343,0.9114,0.9576
7107,0.6830,0.8747,0.8398,0.9287
7108,0.7249,0.8811,0.8884,0.9033
7109,0.7113,0.8439,0.8802,0.9062
7110,0.6700,0.8072,0.8933,0.8875
7111,0.7373,0.7943,0.9074,0.9419
7112,0.6752,0.8788,0.8590,0.9494
7113,0.6751,0.8729,0.8627,0.9182
7114,0.6594,0.8832,0.8003,0.8576
7115,0.6813,0.9311,0.8189,0.8425
7116,0.7174,0.8906,0.8536,0.8177
7117,0.6533,0.8868,0.8645,0.8533
7118,0.6430,0.8818,0.8461,0.9445
7119,0.6876,0.9118,0.8456,0.9220
7120,0.6620,0.9439,0.9093,0.9065
7121,0.6191,0.9003,0.8808,0.8929
7122,0.6227,0.8770,0.9052,0.9435
7123,0.6200,0.9184,0.9329,0.9003
7124,0.6643,0.8911,0.8858,0.8993
7125,0.6749,0.8860,0.9232,0.8829
7126,0.6564,0.8753,0.9397,0.8740
7127,0.6985,0.9110,0.9007,0.8396
7128,0.6990,0.9163,0.9070,0.8227
7129,0.6535,0.8540,0.8468,0.8938
7130,0.6419,0.8364,0.8326,0.8514
7131,0.6381,0.8414,0.8557,0.8810
7132,0.7180,0.8537,0.8650,0.8646
7133,0.7083,0.9069,0.8258,0.8971
7134,0.6639,0.9134,0.9105,0.8773
7135,0.6671,0.9012,0.9180,0.8171
7136,0.6976,0.9103,0.8799,0.8376
7137,0.6958,0.9045,0.8879,0.9106
7138,0.7330,0.8836,0.8613,0.8800
7139,0.7510,0.8623,0.8939,0.8539
7140,0.7625,0.8627,0.8452,0.8602
7141,0.7713,0.8394,0.8709,0.8569
7142,0.7982,0.8598,0.8833,0.8464
7143,0.8124,0.9024,0.8426,0.8779
7144,0.7509,0.9190,0.8903,0.9019
7145,0.7036,0.9353,0.9070,0.8964
7146,0.7226,0.9008,0.9310,0.8791
7147,0.6879,0.8631,0.9043,0.8850
7148,0.6537,0.8975,0.8998,0.9156
7149,0.6936,0.9065,0.9161,0.9023
7150,0.6809,0.8979,0.9338,0.8691
7151,0.7092,0.9165,0.9935,0.8697
7152,0.7272,0.9037,0.9287,0.8559
7153,0.7222,0.9489,0.9162,0.8685
7154,0.7463,0.9531,0.9555,0.8651
7155,0.7529,0.9370,0.9314,0.8900
7156,0.7701,0.8831,0.9841,0.9313
7157,0.7085,0.8723,0.9657,0.8802
7158,0.7013,0.9152,1.0000,0.8670
7159,0.6549,0.9289,1.0000,0.8668
7160,0.6540,0.9674,0.9343,0.8524
7161,0.6306,0.9217,0.8745,0.8692
7162,0.6130,0.8652,0.8768,0.8228
7163,0.6339,0.9006,0.8733,0.8385
7164,0.7023,0.9246,0.9061,0.8166
7165,0.7130,0.9203,0.8958,0.8640
7166,0.7188,0.9424,0.8935,0.8822
7167,0.6673,0.9721,0.8878,0.8691
7168,0.7316,0.9431,0.8609,0.8425
7169,0.7316,0.9708,0.8514,0.9192
7170,0.7616,0.9016,0.8686,0.9008
7171,0.7334,0.9039,0.9196,0.8707
7172,0.7481,0.9045,0.9678,0.8791
7173,0.6903,0.9123,0.9527,0.9202
7174,0.7032,0.9307,0.9255,0.9167
7175,0.7269,0.9495,0.9386,0.9027
7176,0.7768,0.9214,0.9550,0.9156
7177,0.8276,0.8837,0.9289,0.9294
7178,0.8266,0.9140,0.9166,0.9517
7179,0.7589,0.8842,0.9636,0.9381
7180,0.7299,0.8418,0.9656,0.8926
7181,0.7079,0.8683,0.9059,0.9141
7182,0.7467,0.8688,0.8897,0.9018
7183,0.7360,0.8350,0.8946,0.9328
7184,0.7378,0.8128,0.8929,0.9663
7185,0.7970,0.8334,0.8672,0.9586
7186,0.7716,0.8406,0.9302,0.9246
7187,0.7219,0.8690,0.9267,0.9155
7188,0.7347,0.8856,0.8839,0.9290
7189,0.6969,0.8995,0.8685,0.9435
7190,0.6720,0.8754,0.8584,0.8893
7191,0.6775,0.8765,0.8249,0.9352
7192,0.7567,0.8958,0.8409,0.9601
7193,0.7335,0.8907,0.8421,0.9297
7194,0.7470,0.9243,0.8600,0.9251
7195,0.7289,0.9033,0.8952,0.9170
7196,0.7280,0.9182,0.8664,0.8799
7197,0.7681,0.9174,0.8873,0.8137
7198,0.7780,0.8927,0.8598,0.8260
7199,0.7619,0.9180,0.8344,0.8360
7200,0.7394,0.8952,0.8802,0.8621
7201,0.7815,0.9124,0.8621,0.8256
7202,0.8220,0.9318,0.8899,0.8480
7203,0.7979,0.9460,0.9160,0.9199
7204,0.8057,0.9328,0.9055,0.9768
7205,0.8190,0.8880,0.9192,0.9548
7206,0.7686,0.9009,0.9256,0.9334
7207,0.7477,0.9482,0.9251,0.9460
7208,0.7619,0.9857,0.9162,0.8873
7209,0.7579,0.9394,0.9176,0.9090
7210,0.7246,0.9358,0.8997,0.9273
7211,0.6994,0.9014,0.8591,0.8667
7212,0.7263,0.9481,0.8736,0.9000
7213,0.6895,0.9550,0.8905,0.9179
7214,0.6797,0.9447,0.9315,0.9193
7215,0.6568,0.9501,0.9088,0.9164
7216,0.6840,0.8792,0.8901,0.9343
7217,0.7264,0.8727,0.8481,0.9314
7218,0.6374,0.8894,0.8273,0.9405
7219,0.6165,0.8662,0.8000,0.9425
7220,0.6234,0.8654,0.7859,0.9299
7221,0.6702,0.8886,0.8009,0.9413
7222,0.6297,0.9085,0.8487,0.9276
7223,0.6701,0.8985,0.8728,0.9016
7224,0.7257,0.8975,0.9240,0.8659
7225,0.7232,0.8712,0.9308,0.8547
7226,0.7313,0.8601,0.8669,0.9112
7227,0.7227,0.8931,0.8809,0.8790
7228,0.6661,0.8647,0.9334,0.8550
7229,0.6575,0.9041,0.8891,0.8746
7230,0.6981,0.9326,0.9024,0.9056
7231,0.7266,0.9378,0.8907,0.9588
7232,0.7440,0.9428,0.8882,0.9423
7233,0.7291,0.8937,0.9205,0.9211
7234,0.7448,0.9127,0.9161,0.9359
7235,0.7368,0.8785,0.9126,0.9078
7236,0.6716,0.8339,0.9009,0.9056
7237,0.6484,0.8620,0.9402,0.9510
7238,0.6389,0.9253,0.9196,0.9193
7239,0.6104,0.8984,0.9144,0.8776
7240,0.6274,0.9128,0.8972,0.8114
7241,0.6683,0.9224,0.8707,0.8282
7242,0.7366,0.9184,0.9050,0.8766
7243,0.7073,0.8706,0.9318,0.8673
7244,0.6851,0.8856,0.9273,0.8900
7245,0.7192,0.9339,0.9339,0.8563
7246,0.6934,0.9528,0.9543,0.8867
7247,0.7322,0.8841,0.9282,0.9100
7248,0.7259,0.9212,0.9130,0.8755
7249,0.7093,0.9142,0.8836,0.8791
7250,0.6997,0.9470,0.9082,0.8785
7251,0.7581,0.8921,0.8978,0.9011
7252,0.7431,0.8777,0.9000,0.9250
7253,0.6912,0.8862,0.9133,0.9270
7254,0.7543,0.9264,0.9241,0.9449
7255,0.7685,0.9139,0.8849,0.9480
7256,0.7606,0.8948,0.9068,0.9978
7257,0.6505,0.8923,0.9625,0.9051
7258,0.6401,0.9496,0.9448,0.8769
7259,0.6509,0.9073,0.9698,0.8532
7260,0.6179,0.8931,0.9028,0.8963
7261,0.6203,0.8663,0.9049,0.8869
7262,0.6036,0.8907,0.8460,0.8214
7263,0.6354,0.8646,0.8895,0.8577
7264,0.6776,0.8787,0.8634,0.8316
7265,0.7082,0.8623,0.8626,0.8426
7266,0.7318,0.8844,0.8459,0.8217
7267,0.7026,0.8942,0.8909,0.8810
7268,0.7594,0.9206,0.9248,0.9332
7269,0.7551,0.9291,0.8926,0.9506
7270,0.6773,0.9554,0.8960,0.9302
7271,0.7011,1.0000,0.8680,0.9117
7272,0.6737,1.0000,0.8760,0.9482
7273,0.6715,1.0000,0.8447,0.9391
7274,0.6866,0.9882,0.8384,0.9351
7275,0.7029,0.9531,0.8538,0.8983
7276,0.7377,0.9308,0.8926,0.9025
7277,0.7360,0.9307,0.8858,0.9450
7278,0.7722,0.8962,0.9323,0.9251
7279,0.7425,0.9150,0.9057,0.9062
7280,0.7689,0.8585,0.8532,0.9276
7281,0.7106,0.8748,0.8274,0.9002
7282,0.6649,0.8590,0.8297,0.9202
7283,0.6892,0.8604,0.9234,0.9531
7284,0.6511,0.8884,0.9063,0.9461
7285,0.6916,0.8610,0.8844,0.9367
7286,0.7068,0.8527,0.9005,0.9010
7287,0.7392,0.8324,0.9404,0.8320
7288,0.7540,0.8892,0.9422,0.8070
7289,0.7795,0.8365,0.9240,0.8781
7290,0.7977,0.8416,0.9740,0.8440
7291,0.7838,0.8823,0.9775,0.8944
7292,0.7625,0.9195,0.9612,0.9338
7293,0.7860,0.9471,0.9817,0.9143
7294,0.8266,0.9543,0.9584,0.8877
7295,0.7898,0.9140,0.9383,0.9074
7296,0.8077,0.9151,0.9071,0.9041
7297,0.7765,0.8602,0.8803,0.8972
7298,0.7482,0.8503,0.8855,0.9555
7299,0.7580,0.8333,0.8607,0.9767
7300,0.7722,0.8362,0.9098,0.9759
7301,0.7758,0.8509,0.9138,0.9808
7302,0.7645,0.8297,0.9017,0.9619
7303,0.7566,0.8887,0.9042,0.9839
7304,0.7013,0.8558,0.9384,0.9427
7305,0.7052,0.8773,0.9286,0.9437
7306,0.7494,0.8351,0.9190,0.9310
7307,0.7772,0.8580,0.9842,0.8991
7308,0.7402,0.8332,0.9377,0.9175
7309,0.7516,0.8883,0.9207,0.9236
7310,0.7569,0.8894,0.8732,0.9250
7311,0.8009,0.8777,0.9124,0.9004
7312,0.8099,0.8982,0.9097,0.9190
7313,0.7971,0.8944,0.9476,0.8544
7314,0.7989,0.9132,0.9553,0.8830
7315,0.7545,0.9365,0.8994,0.8638
7316,0.7528,0.9204,0.8807,0.8698
7317,0.8096,0.9126,0.8419,0.8469
7318,0.7880,0.8741,0.8328,0.8828
7319,0.7563,0.9094,0.7804,0.9284
7320,0.7867,0.9095,0.8137,0.8856
7321,0.7569,0.9246,0.8502,0.8746
7322,0.7145,0.9065,0.8557,0.9004
7323,0.7631,0.8530,0.8848,0.8981
7324,0.7346,0.8437,0.8684,0.8972
7325,0.7251,0.7934,0.8827,0.9160
7326,0.7122,0.8161,0.8513,0.9019
7327,0.7737,0.8734,0.8697,0.8924
7328,0.6905,0.8496,0.8909,0.8781
7329,0.7128,0.9157,0.8968,0.8911
7330,0.6681,0.8825,0.8886,0.9008
7331,0.7113,0.8356,0.9228,0.9098
7332,0.6910,0.8199,0.9159,0.8909
7333,0.6842,0.8598,0.9217,0.8806
7334,0.6797,0.8645,0.9382,0.8824
7335,0.6876,0.8946,0.9535,0.8835
7336,0.6593,0.9305,0.9238,0.8780
7337,0.7041,0.8925,0.9497,0.8923
7338,0.6831,0.9099,0.9348,0.9018
7339,0.6730,0.8658,0.9577,0.8953
7340,0.6455,0.8474,0.9542,0.9037
7341,0.6918,0.8755,0.9349,0.8797
7342,0.6878,0.9094,0.9153,0.8899
7343,0.7421,0.8936,0.8763,0.8800
7344,0.6308,0.9063,0.8834,0.8931
7345,0.6733,0.8932,0.8440,0.9206
7346,0.6397,0.9740,0.8459,0.8951
7347,0.6289,0.9557,0.8560,0.8644
7348,0.6446,0.9393,0.8324,0.8792
7349,0.6791,0.9009,0.8077,0.8856
7350,0.7780,0.8969,0.8319,0.8933
7351,0.7358,0.9069,0.8096,0.8857
7352,0.7057,0.8980,0.7759,0.8703
7353,0.6834,0.8810,0.8253,0.8744
7354,0.6740,0.9042,0.8534,0.9004
7355,0.7146,0.8890,0.8722,0.9472
7356,0.7142,0.9185,0.8796,0.9139
7357,0.7663,0.8952,0.8977,0.8608
7358,0.7972,0.8782,0.8800,0.8839
7359,0.7989,0.9072,0.8618,0.8657
7360,0.7655,0.9232,0.9348,0.8801
7361,0.6908,0.9576,0.9383,0.8990
7362,0.6896,0.9153,0.9062,0.8754
7363,0.6667,0.9137,0.9275,0.9200
7364,0.6720,0.9355,0.9245,0.8846
7365,0.6677,0.9629,0.9072,0.8835
7366,0.6623,0.9737,0.8986,0.8877
7367,0.6703,0.9501,0.8660,0.9251
7368,0.6186,0.9502,0.8648,0.8868
7369,0.6200,0.8966,0.8798,0.9044
7370,0.6801,0.9683,0.9111,0.8774
7371,0.7181,0.9594,0.8839,0.8841
7372,0.7134,0.9380,0.9053,0.8433
7373,0.6551,0.9492,0.9117,0.8608
7374,0.6551,0.9346,0.9505,0.8807
7375,0.6470,0.9819,0.9366,0.8566
7376,0.6646,1.0000,0.9442,0.8357
7377,0.6777,0.9691,0.9519,0.8847
7378,0.6991,0.9534,0.9168,0.8823
7379,0.6528,0.9374,0.8951,0.8811
7380,0.6006,0.8736,0.8666,0.9022
7381,0.6081,0.9003,0.8498,0.8756
7382,0.5937,0.9008,0.8578,0.9016
7383,0.6238,0.9215,0.8758,0.9199
7384,0.6429,0.8783,0.9247,0.9683
7385,0.6140,0.9215,0.9116,0.9331
7386,0.6425,0.9161,0.8612,0.9168
7387,0.6784,0.8662,0.9020,0.8779
7388,0.7367,0.8349,0.9314,0.8367
7389,0.6908,0.8522,0.9111,0.8645
7390,0.6860,0.8513,0.8649,0.8870
7391,0.6692,0.8396,0.8730,0.8952
7392,0.7393,0.8668,0.8685,0.9164
7393,0.6719,0.8887,0.9100,0.9154
7394,0.7031,0.8990,0.9716,0.8982
7395,0.6888,0.8614,0.9598,0.9070
7396,0.6576,0.8696,0.9552,0.9626
7397,0.6604,0.8828,0.9507,0.8942
7398,0.6761,0.8520,0.9440,0.8767
7399,0.6190,0.8787,0.8912,0.8605
7400,0.6281,0.8915,0.8709,0.9038
7401,0.6336,0.8453,0.8754,0.9128
7402,0.5954,0.8351,0.8772,0.9059
7403,0.6462,0.8514,0.8903,0.9235
7404,0.6245,0.8861,0.8819,0.8947
7405,0.6833,0.8113,0.8420,0.8866
7406,0.6677,0.8684,0.8628,0.8544
7407,0.6032,0.8672,0.9181,0.8993
7408,0.6749,0.9086,0.8978,0.9273
7409,0.6389,0.8347,0.9104,0.9107
7410,0.6323,0.8260,0.9538,0.9142
7411,0.6233,0.8642,0.9993,0.9033
7412,0.6221,0.9045,0.9550,0.8453
7413,0.6447,0.9413,0.9545,0.8802
7414,0.6956,0.9557,0.9167,0.8613
7415,0.6293,0.9390,0.9189,0.8786
7416,0.6385,0.9444,0.8879,0.8965
7417,0.6866,0.9696,0.8847,0.8620
7418,0.6911,0.9810,0.9395,0.8097
