Timestamp,mileage_factor_RegUp_MISO,performance_factor_RegUp_MISO,mileage_factor_RegDown_MISO,performance_factor_RegDown_MISO
2024-09-23 14:00:00,5.0899,0.9122,7.8248,0.942
2024-09-23 15:00:00,6.6765,0.9679,7.0418,0.9121
2024-09-23 16:00:00,6.8761,0.9451,7.36,1.0
2024-09-23 17:00:00,7.3251,0.8998,6.1727,0.8975
2024-09-23 18:00:00,6.2524,0.9811,5.5987,1.0
2024-09-23 19:00:00,8.6392,0.962,6.8732,0.9712
2024-09-23 20:00:00,6.8293,0.9349,7.0233,0.9765
2024-09-23 21:00:00,7.894,1.0,5.5078,0.9259
2024-09-23 22:00:00,5.9971,0.9052,7.9519,0.9075
2024-09-23 23:00:00,7.1603,0.9611,6.3687,0.9454
2024-09-24 00:00:00,6.3603,0.9171,6.9375,0.9885
2024-09-24 01:00:00,8.0349,1.0,7.1413,0.986
2024-09-24 02:00:00,7.4272,0.9235,7.9136,0.9
2024-09-24 03:00:00,6.4818,1.0,6.9983,0.9659
2024-09-24 04:00:00,6.7373,0.9578,7.8561,0.9927
2024-09-24 05:00:00,7.4958,1.0,6.8762,0.912
2024-09-24 06:00:00,6.4009,0.8116,6.8018,0.9291
2024-09-24 07:00:00,8.1823,0.9806,7.4759,0.8618
2024-09-24 08:00:00,5.5503,1.0,5.8014,0.9021
2024-09-24 09:00:00,7.7544,1.0,8.4125,1.0
2024-09-24 10:00:00,6.1581,0.9698,7.1762,0.9224
2024-09-24 11:00:00,5.9473,0.8213,5.713,0.9137
2024-09-24 12:00:00,7.5308,0.8734,8.972,0.8836
2024-09-24 13:00:00,6.1307,0.9936,6.6986,0.9944
2024-09-24 14:00:00,6.8336,0.9282,7.0057,0.9601
2024-09-24 15:00:00,7.1921,0.9604,6.0366,0.9424
2024-09-24 16:00:00,6.6463,0.9222,8.5358,0.9256
2024-09-24 17:00:00,6.3189,0.9528,7.6336,0.9929
2024-09-24 18:00:00,5.2385,0.8901,7.0657,0.9109
2024-09-24 19:00:00,5.7758,0.9692,7.8821,0.9364
2024-09-24 20:00:00,6.3031,0.9446,6.9315,1.0
2024-09-24 21:00:00,8.4429,0.93,7.0929,0.9907
2024-09-24 22:00:00,6.8978,1.0,7.1717,0.9324
2024-09-24 23:00:00,7.7709,0.9279,7.9492,1.0
2024-09-25 00:00:00,6.6747,0.9559,7.0813,1.0
2024-09-25 01:00:00,7.346,0.8506,5.677,1.0
2024-09-25 02:00:00,7.003,1.0,7.0495,0.96
2024-09-25 03:00:00,6.7593,0.9594,6.8523,0.9999
2024-09-25 04:00:00,8.4482,0.8655,6.7284,0.8557
2024-09-25 05:00:00,6.9034,0.9946,8.1878,0.9203
2024-09-25 06:00:00,7.1682,0.8977,6.7193,1.0
2024-09-25 07:00:00,8.1937,0.951,5.5628,0.9781
2024-09-25 08:00:00,7.432,0.9205,6.0906,0.8045
2024-09-25 09:00:00,7.0723,1.0,6.1659,0.8491
2024-09-25 10:00:00,6.0484,0.9737,5.9637,0.959
2024-09-25 11:00:00,6.2581,0.9486,6.6604,1.0
2024-09-25 12:00:00,7.1599,0.8543,6.5143,0.9914
2024-09-25 13:00:00,5.982,0.9112,7.3855,0.9266
2024-09-25 14:00:00,6.5083,0.9137,6.4935,0.9036
2024-09-25 15:00:00,6.6119,0.9177,8.0147,1.0
2024-09-25 16:00:00,7.6058,1.0,6.3214,0.8988
2024-09-25 17:00:00,7.6819,0.9498,7.5493,0.9963
2024-09-25 18:00:00,7.411,0.9774,5.7725,0.9486
2024-09-25 19:00:00,7.1624,0.9006,6.2066,0.9519
2024-09-25 20:00:00,7.2807,0.8758,6.6328,0.9297
2024-09-25 21:00:00,7.7605,0.9062,5.9865,0.8794
2024-09-25 22:00:00,7.4505,0.9316,6.5657,0.9842
2024-09-25 23:00:00,6.6543,0.9468,6.3765,0.912
2024-09-26 00:00:00,7.1083,0.9534,7.1806,0.9935
2024-09-26 01:00:00,7.7392,0.9297,7.8222,0.9141
2024-09-26 02:00:00,8.0387,0.9491,6.074,0.9381
2024-09-26 03:00:00,7.05,0.9682,7.4228,0.9187
2024-09-26 04:00:00,5.9737,0.924,6.9579,0.9983
2024-09-26 05:00:00,7.1818,0.9071,8.142,0.968
2024-09-26 06:00:00,6.7409,0.9313,6.6869,1.0
2024-09-26 07:00:00,7.3782,0.9853,7.2687,0.9604
2024-09-26 08:00:00,7.5147,1.0,6.848,0.9488
2024-09-26 09:00:00,6.7463,1.0,6.7125,0.9642
2024-09-26 10:00:00,6.5565,0.994,7.3165,0.9038
2024-09-26 11:00:00,7.4333,0.8322,6.5133,1.0
2024-09-26 12:00:00,6.3098,0.8671,5.9841,0.9055
2024-09-26 13:00:00,6.7744,0.9147,7.0267,0.9101
2024-09-26 14:00:00,6.5238,1.0,5.6821,0.9698
2024-09-26 15:00:00,7.3624,1.0,5.0045,0.9179
2024-09-26 16:00:00,7.203,0.9201,7.7178,0.9331
2024-09-26 17:00:00,7.4587,0.9588,5.6392,0.8389
2024-09-26 18:00:00,7.1321,0.9445,8.5097,0.9361
2024-09-26 19:00:00,6.9176,1.0,6.8639,0.9194
2024-09-26 20:00:00,6.4273,1.0,8.1407,0.9497
2024-09-26 21:00:00,7.2208,0.9568,6.2579,0.9046
2024-09-26 22:00:00,6.152,0.919,6.3986,1.0
2024-09-26 23:00:00,6.6065,1.0,5.6479,0.9892
2024-09-27 00:00:00,7.1021,1.0,6.0638,1.0
2024-09-27 01:00:00,6.9033,1.0,6.2458,0.9184
2024-09-27 02:00:00,7.1162,0.9605,7.1926,0.8898
2024-09-27 03:00:00,6.4736,0.9695,6.0708,0.9869
2024-09-27 04:00:00,7.0482,1.0,7.0048,0.8671
2024-09-27 05:00:00,6.287,0.8256,7.4097,0.99
2024-09-27 06:00:00,6.7313,0.9971,7.8779,0.9847
2024-09-27 07:00:00,7.2733,0.9687,6.8359,0.8955
2024-09-27 08:00:00,6.3664,0.9215,6.3802,0.8767
2024-09-27 09:00:00,5.9863,0.8913,7.0346,0.9755
2024-09-27 10:00:00,7.1054,0.9387,8.5815,0.9644
2024-09-27 11:00:00,6.776,1.0,7.8203,1.0
2024-09-27 12:00:00,6.8262,0.9014,6.8717,1.0
2024-09-27 13:00:00,6.6724,0.9798,5.7657,0.961
2024-09-27 14:00:00,6.5427,0.8742,7.7294,0.8534
2024-09-27 15:00:00,6.515,0.9894,7.2295,0.9935
2024-09-27 16:00:00,6.2767,0.92,6.8603,0.9649
2024-09-27 17:00:00,7.092,0.9857,5.5771,0.9478
2024-09-27 18:00:00,6.0215,0.8786,5.9725,0.9615
2024-09-27 19:00:00,6.5776,0.9899,7.7359,0.8889
2024-09-27 20:00:00,7.0029,1.0,7.1089,0.9327
2024-09-27 21:00:00,8.0494,0.8578,6.3091,0.9158
2024-09-27 22:00:00,8.1768,0.9393,7.3913,0.9746
2024-09-27 23:00:00,6.3056,0.9219,8.5203,0.899
2024-09-28 00:00:00,6.6734,0.9074,6.3427,0.9236
2024-09-28 01:00:00,5.5287,0.9759,7.4179,0.9158
2024-09-28 02:00:00,6.5255,0.9194,6.4039,0.9466
2024-09-28 03:00:00,9.1431,0.9261,7.4147,1.0
2024-09-28 04:00:00,6.0453,1.0,6.0729,0.9483
2024-09-28 05:00:00,8.2644,0.895,7.1125,0.9765
2024-09-28 06:00:00,6.1856,0.8875,7.155,0.907
2024-09-28 07:00:00,6.8086,0.8737,7.9676,0.9924
2024-09-28 08:00:00,8.1193,0.9591,7.969,1.0
2024-09-28 09:00:00,6.9031,0.9031,7.2358,0.9774
2024-09-28 10:00:00,6.3863,0.9195,6.3702,1.0
2024-09-28 11:00:00,7.8532,0.9595,6.85,1.0
2024-09-28 12:00:00,8.2235,0.8845,5.7842,0.8918
2024-09-28 13:00:00,6.904,0.9315,5.8128,0.9844
2024-09-28 14:00:00,5.9472,0.8642,7.1172,0.9505
2024-09-28 15:00:00,7.6235,0.9982,6.4623,0.9299
2024-09-28 16:00:00,7.8015,0.9158,7.3012,0.9319
2024-09-28 17:00:00,8.2364,0.9674,6.4555,0.9695
2024-09-28 18:00:00,7.3272,0.9211,6.504,0.9457
2024-09-28 19:00:00,7.7971,0.8896,6.8879,1.0
2024-09-28 20:00:00,6.9917,0.8946,6.6983,1.0
2024-09-28 21:00:00,6.7429,0.959,6.9452,0.934
2024-09-28 22:00:00,6.9499,0.9967,8.1571,0.9029
2024-09-28 23:00:00,7.3181,0.9773,8.3458,0.955
2024-09-29 00:00:00,7.6875,0.9673,8.0742,1.0
2024-09-29 01:00:00,6.3682,0.9122,7.1407,0.9695
2024-09-29 02:00:00,5.2959,0.9742,7.0854,0.9355
2024-09-29 03:00:00,5.4687,0.8738,7.4574,0.8681
2024-09-29 04:00:00,7.4,0.9725,6.9219,1.0
2024-09-29 05:00:00,7.7286,0.9967,6.8446,0.9929
2024-09-29 06:00:00,7.1951,0.9653,7.284,1.0
2024-09-29 07:00:00,7.963,0.9374,6.9144,1.0
2024-09-29 08:00:00,7.6043,0.9527,6.9557,0.9494
2024-09-29 09:00:00,7.8997,0.951,7.5689,0.9401
2024-09-29 10:00:00,5.8744,1.0,6.3706,0.8701
2024-09-29 11:00:00,7.0334,0.9657,7.5348,0.9878
2024-09-29 12:00:00,7.7704,0.9625,6.332,0.9022
2024-09-29 13:00:00,7.986,0.9491,6.6964,0.9551
2024-09-29 14:00:00,7.8086,0.9127,7.2944,1.0
2024-09-29 15:00:00,7.3441,1.0,6.7413,0.9813
2024-09-29 16:00:00,7.1523,1.0,7.8908,1.0
2024-09-29 17:00:00,6.4134,0.9969,5.4802,0.9335
2024-09-29 18:00:00,7.0702,0.9373,6.714,0.9776
2024-09-29 19:00:00,6.5253,0.9565,7.5487,1.0
2024-09-29 20:00:00,6.1172,0.964,6.7685,0.9194
2024-09-29 21:00:00,6.1969,0.9857,7.4251,0.8835
2024-09-29 22:00:00,6.8904,0.9509,6.1401,0.9425
2024-09-29 23:00:00,6.511,1.0,7.2615,0.9062
2024-09-30 00:00:00,6.7705,0.988,7.2875,0.912
2024-09-30 01:00:00,6.1513,0.959,8.452,0.9479
2024-09-30 02:00:00,6.2881,0.9179,7.1507,0.9531
2024-09-30 03:00:00,7.2321,0.8686,6.9395,0.9631
2024-09-30 04:00:00,6.303,1.0,7.0528,1.0
2024-09-30 05:00:00,7.4944,0.9733,6.6587,0.8872
2024-09-30 06:00:00,6.8685,0.9244,7.1001,0.8959
2024-09-30 07:00:00,7.0044,0.9235,7.5175,0.9883
2024-09-30 08:00:00,8.1019,0.9851,6.9532,0.9307
2024-09-30 09:00:00,6.6591,1.0,7.7316,1.0
2024-09-30 10:00:00,6.768,1.0,5.956,0.8686
2024-09-30 11:00:00,7.2084,0.9711,8.7318,1.0
2024-09-30 12:00:00,6.5194,0.9107,6.17,0.8621
2024-09-30 13:00:00,6.1076,0.925,7.7977,0.9178
2024-09-30 14:00:00,8.1415,0.8599,6.3761,0.8968
2024-09-30 15:00:00,7.2422,0.9221,6.1935,0.9687
2024-09-30 16:00:00,7.6912,0.8795,6.9189,0.9667
2024-09-30 17:00:00,6.9772,1.0,6.9507,0.9188
2024-09-30 18:00:00,5.6235,0.8972,7.6884,0.9383
2024-09-30 19:00:00,6.3133,0.9663,7.7604,0.9685
2024-09-30 20:00:00,7.395,0.9838,6.616,0.9632
2024-09-30 21:00:00,6.7376,0.9662,6.7026,0.9144
2024-09-30 22:00:00,7.0007,0.9012,7.4575,0.9007
2024-09-30 23:00:00,7.7208,1.0,7.427,0.8773
2024-10-01 00:00:00,6.6543,0.9173,6.7913,0.9109
2024-10-01 01:00:00,6.1161,0.9712,7.7181,0.9495
2024-10-01 02:00:00,7.09,1.0,6.3337,1.0
2024-10-01 03:00:00,7.8669,1.0,7.6539,0.8913
2024-10-01 04:00:00,7.3104,0.9436,6.3134,0.935
2024-10-01 05:00:00,6.8131,0.9058,6.9536,0.9254
2024-10-01 06:00:00,6.5383,0.8432,7.922,1.0
2024-10-01 07:00:00,6.0362,0.9275,6.2755,0.9075
2024-10-01 08:00:00,5.4345,0.9136,7.8131,0.9293
2024-10-01 09:00:00,8.2608,0.9171,6.5074,0.9004
2024-10-01 10:00:00,7.0498,0.9586,8.0708,0.9555
2024-10-01 11:00:00,6.5116,0.9789,7.2829,0.9486
2024-10-01 12:00:00,7.7437,0.93,5.7173,0.8834
2024-10-01 13:00:00,6.8372,0.9456,6.5793,0.9512
2024-10-01 14:00:00,6.6448,0.925,7.1639,0.9476
2024-10-01 15:00:00,6.9078,0.9353,7.171,0.9031
2024-10-01 16:00:00,7.1286,0.9235,7.0374,0.9395
2024-10-01 17:00:00,6.6712,1.0,7.2948,0.9274
2024-10-01 18:00:00,6.6871,0.8338,7.0922,0.9565
2024-10-01 19:00:00,7.0715,0.9572,6.7567,0.9482
2024-10-01 20:00:00,7.3069,0.9471,6.1484,0.9032
2024-10-01 21:00:00,6.5702,0.8712,6.4485,1.0
2024-10-01 22:00:00,5.9111,1.0,6.931,1.0
2024-10-01 23:00:00,7.6388,0.982,7.1245,0.8314
2024-10-02 00:00:00,6.531,0.9556,7.2866,0.9441
2024-10-02 01:00:00,6.6019,0.8838,6.6893,0.8983
2024-10-02 02:00:00,5.8253,1.0,6.5115,0.9257
2024-10-02 03:00:00,7.1672,0.9884,6.6746,0.9427
2024-10-02 04:00:00,6.7765,0.962,6.4611,1.0
2024-10-02 05:00:00,6.2729,1.0,7.7102,0.9584
2024-10-02 06:00:00,6.5384,0.992,7.6935,1.0
2024-10-02 07:00:00,6.6909,0.946,6.8086,1.0
2024-10-02 08:00:00,6.8398,0.9413,8.4486,0.9898
2024-10-02 09:00:00,6.2668,0.923,7.4689,0.9988
2024-10-02 10:00:00,7.6224,1.0,7.7545,1.0
2024-10-02 11:00:00,6.0213,0.976,7.2916,1.0
2024-10-02 12:00:00,7.4486,0.9963,7.6896,0.9574
2024-10-02 13:00:00,6.7226,1.0,6.6701,1.0
2024-10-02 14:00:00,5.8786,1.0,7.4391,0.9593
2024-10-02 15:00:00,7.163,0.9382,7.3563,0.9362
2024-10-02 16:00:00,7.4734,0.9273,5.2528,0.9082
2024-10-02 17:00:00,7.5895,0.9051,6.0812,0.8603
2024-10-02 18:00:00,6.7769,0.985,8.5832,0.8709
2024-10-02 19:00:00,7.1998,0.9302,8.6906,0.9888
2024-10-02 20:00:00,7.0363,1.0,6.0632,0.8714
2024-10-02 21:00:00,6.1757,0.8702,7.1861,0.9263
2024-10-02 22:00:00,5.3483,0.9888,6.5725,0.9541
2024-10-02 23:00:00,8.0795,0.9666,6.6144,0.9974
2024-10-03 00:00:00,6.1069,0.973,7.8041,0.8256
2024-10-03 01:00:00,5.7829,0.9636,6.9413,0.9164
2024-10-03 02:00:00,8.5054,0.9524,6.9182,0.8938
2024-10-03 03:00:00,6.4379,0.9739,6.9083,0.9603
2024-10-03 04:00:00,7.3895,0.8938,7.0016,0.8956
2024-10-03 05:00:00,7.2772,1.0,7.7175,0.9709
2024-10-03 06:00:00,8.1779,0.9766,5.2327,0.923
2024-10-03 07:00:00,7.8861,0.9535,8.0186,0.9264
2024-10-03 08:00:00,6.8662,0.9654,6.8629,0.9843
2024-10-03 09:00:00,6.6516,0.934,7.8222,0.922
2024-10-03 10:00:00,6.7927,0.8712,7.3531,0.9215
2024-10-03 11:00:00,7.5109,0.9509,6.3319,1.0
2024-10-03 12:00:00,6.4504,0.8973,7.8907,1.0
2024-10-03 13:00:00,7.1869,0.9467,7.235,0.9749
2024-10-03 14:00:00,7.6595,0.897,8.0366,0.9522
2024-10-03 15:00:00,6.4662,0.9903,7.8681,0.9573
2024-10-03 16:00:00,7.2147,0.9712,6.1256,0.9094
2024-10-03 17:00:00,6.8602,0.93,7.1362,1.0
2024-10-03 18:00:00,7.2453,0.9415,6.6032,0.8362
2024-10-03 19:00:00,6.871,1.0,7.5018,0.8363
2024-10-03 20:00:00,5.9346,0.9715,6.4703,0.9166
2024-10-03 21:00:00,6.4868,0.9655,7.3152,0.9402
2024-10-03 22:00:00,6.7145,0.9434,6.1931,1.0
2024-10-03 23:00:00,6.5636,0.9333,8.6083,1.0
2024-10-04 00:00:00,6.8662,0.9681,6.7139,0.8551
2024-10-04 01:00:00,6.8231,0.9996,6.4167,0.9506
2024-10-04 02:00:00,8.4323,0.88,5.995,0.9644
2024-10-04 03:00:00,5.5494,0.9624,7.5025,1.0
2024-10-04 04:00:00,7.242,0.9576,6.1068,0.9166
2024-10-04 05:00:00,8.7814,1.0,7.1464,0.9837
2024-10-04 06:00:00,6.7128,0.9598,7.6901,0.94
2024-10-04 07:00:00,5.8273,0.9096,7.1901,0.9699
2024-10-04 08:00:00,6.3596,0.8886,6.9653,1.0
2024-10-04 09:00:00,7.9727,0.8804,7.939,0.9225
2024-10-04 10:00:00,8.1779,0.843,6.7449,0.9286
2024-10-04 11:00:00,6.7158,0.9707,6.5021,0.9446
2024-10-04 12:00:00,6.1525,0.9996,6.256,0.9921
2024-10-04 13:00:00,7.3089,0.8942,5.8511,0.9392
2024-10-04 14:00:00,7.7194,0.9031,7.5474,0.8578
2024-10-04 15:00:00,7.0418,0.914,6.2233,0.9307
2024-10-04 16:00:00,7.5068,0.9256,7.3338,0.868
2024-10-04 17:00:00,6.9622,0.8809,7.7595,0.9119
2024-10-04 18:00:00,7.4417,0.9451,6.956,0.9647
2024-10-04 19:00:00,7.3622,0.9085,6.5725,0.9507
2024-10-04 20:00:00,7.4275,0.9254,8.1144,0.9528
2024-10-04 21:00:00,5.5421,0.9682,6.2788,0.8532
2024-10-04 22:00:00,6.8429,0.9404,6.204,0.9717
2024-10-04 23:00:00,7.3032,0.9841,7.3901,0.9144
2024-10-05 00:00:00,6.4286,0.99,7.471,0.9235
2024-10-05 01:00:00,6.3951,1.0,7.0402,0.9394
2024-10-05 02:00:00,6.2897,0.9773,6.7846,0.9189
2024-10-05 03:00:00,7.2058,0.9276,8.3615,1.0
2024-10-05 04:00:00,6.8436,0.9793,6.689,0.9122
2024-10-05 05:00:00,7.0685,0.9549,7.7369,0.9545
2024-10-05 06:00:00,8.0698,0.9131,7.2452,0.9798
2024-10-05 07:00:00,6.1291,0.9321,7.7793,0.9882
2024-10-05 08:00:00,7.4167,0.982,7.9862,0.8661
2024-10-05 09:00:00,7.1763,1.0,7.7619,1.0
2024-10-05 10:00:00,7.4773,0.9692,7.131,1.0
2024-10-05 11:00:00,7.1615,0.9199,7.4193,0.9566
2024-10-05 12:00:00,6.5002,0.9774,5.9069,0.8158
2024-10-05 13:00:00,6.7329,0.9701,9.3046,0.9418
2024-10-05 14:00:00,6.1051,0.9798,7.2016,0.9892
2024-10-05 15:00:00,7.3218,0.8878,6.9678,0.9297
2024-10-05 16:00:00,7.0462,1.0,6.8596,0.9094
2024-10-05 17:00:00,6.3285,0.9753,7.7551,0.9148
2024-10-05 18:00:00,7.2806,0.988,7.4373,0.912
2024-10-05 19:00:00,7.3129,0.982,7.7934,0.945
2024-10-05 20:00:00,7.484,0.9551,6.8027,0.9542
2024-10-05 21:00:00,8.0631,0.9696,5.6676,0.9265
2024-10-05 22:00:00,8.4853,0.9773,5.8073,0.8969
2024-10-05 23:00:00,6.6988,1.0,6.9266,0.8804
2024-10-06 00:00:00,7.7664,0.9626,6.522,0.8777
2024-10-06 01:00:00,6.7428,0.9432,5.6741,0.8735
2024-10-06 02:00:00,6.9832,0.9499,7.0178,1.0
2024-10-06 03:00:00,6.7788,0.884,6.7516,0.9418
2024-10-06 04:00:00,6.9023,0.8942,7.21,0.9096
2024-10-06 05:00:00,6.5317,0.8881,6.4279,0.9096
2024-10-06 06:00:00,6.5778,0.9196,8.1447,0.9064
2024-10-06 07:00:00,7.3785,0.932,6.7156,0.836
2024-10-06 08:00:00,6.7257,1.0,7.2503,0.9394
2024-10-06 09:00:00,6.4561,0.8604,8.6273,0.9376
2024-10-06 10:00:00,6.8193,0.9734,7.4176,0.8866
2024-10-06 11:00:00,7.1799,0.9069,6.8644,0.9369
2024-10-06 12:00:00,7.7657,0.9115,7.7471,0.961
2024-10-06 13:00:00,6.3174,0.9825,6.4069,0.8412
2024-10-06 14:00:00,7.843,0.9731,6.0587,0.8864
2024-10-06 15:00:00,7.6219,1.0,6.4127,0.9014
2024-10-06 16:00:00,6.5078,0.8608,6.6896,0.9636
2024-10-06 17:00:00,7.3042,0.9265,7.614,0.9393
2024-10-06 18:00:00,7.3794,0.9121,6.3007,1.0
2024-10-06 19:00:00,7.0709,0.9254,6.3024,0.9045
2024-10-06 20:00:00,7.9105,0.9122,6.8466,0.9341
2024-10-06 21:00:00,8.1533,0.9198,5.9466,0.871
2024-10-06 22:00:00,6.7502,0.9603,6.7804,0.8925
2024-10-06 23:00:00,6.5331,0.9488,5.5099,0.9255
2024-10-07 00:00:00,7.7195,0.929,6.2555,1.0
2024-10-07 01:00:00,7.7587,0.9232,7.6418,0.9862
2024-10-07 02:00:00,6.377,0.9409,6.5141,0.9882
2024-10-07 03:00:00,7.4459,0.8872,5.8668,0.9821
2024-10-07 04:00:00,7.2142,0.8825,6.874,0.9921
2024-10-07 05:00:00,7.1517,0.952,5.4906,0.8882
2024-10-07 06:00:00,8.1639,1.0,5.7973,0.939
2024-10-07 07:00:00,6.4964,0.9794,8.079,1.0
2024-10-07 08:00:00,5.9687,0.9446,6.4633,0.9474
2024-10-07 09:00:00,7.6039,0.9807,6.6182,0.9761
2024-10-07 10:00:00,6.1693,0.9689,6.081,0.8867
2024-10-07 11:00:00,6.3913,0.9485,7.3437,0.9336
2024-10-07 12:00:00,6.1432,0.9615,8.0058,0.9496
2024-10-07 13:00:00,8.2654,0.9569,7.995,0.9046
2024-10-07 14:00:00,6.7137,0.9835,7.5504,0.9018
2024-10-07 15:00:00,5.7496,0.7722,6.8467,0.8993
2024-10-07 16:00:00,7.6085,0.902,6.855,0.972
2024-10-07 17:00:00,7.2663,0.9739,6.2511,0.9738
2024-10-07 18:00:00,7.8425,1.0,6.9518,0.9176
2024-10-07 19:00:00,6.8472,0.8724,6.7817,0.9698
2024-10-07 20:00:00,6.3822,0.9973,6.793,0.931
2024-10-07 21:00:00,8.0,1.0,6.9528,0.8811
2024-10-07 22:00:00,7.0529,0.9558,7.8509,0.9569
2024-10-07 23:00:00,5.9751,0.9652,6.8999,0.9604
2024-10-08 00:00:00,8.0377,0.9212,8.1929,1.0
2024-10-08 01:00:00,6.7886,0.993,5.9869,0.9262
2024-10-08 02:00:00,6.5821,1.0,6.2732,0.9682
2024-10-08 03:00:00,7.9128,1.0,8.1627,0.9264
2024-10-08 04:00:00,6.8209,0.9017,6.8661,1.0
2024-10-08 05:00:00,7.1056,0.9422,7.0561,0.9525
2024-10-08 06:00:00,7.1916,0.9393,6.8722,1.0
2024-10-08 07:00:00,6.8593,0.885,5.705,0.9542
2024-10-08 08:00:00,5.1301,0.9507,7.572,1.0
2024-10-08 09:00:00,6.6132,1.0,7.2644,1.0
2024-10-08 10:00:00,7.9079,0.9005,6.8347,0.9435
2024-10-08 11:00:00,7.1742,0.8748,6.2195,1.0
2024-10-08 12:00:00,7.0209,0.9797,6.9195,0.9809
2024-10-08 13:00:00,5.4197,0.9327,6.0893,0.901
2024-10-08 14:00:00,8.4534,0.8912,7.0963,1.0
2024-10-08 15:00:00,6.6827,0.9745,8.0708,0.9783
2024-10-08 16:00:00,6.5228,0.9351,6.3191,0.9777
2024-10-08 17:00:00,6.7478,0.9077,5.9424,0.8838
2024-10-08 18:00:00,7.1977,0.9941,7.9816,1.0
2024-10-08 19:00:00,6.182,0.9534,6.1916,0.8974
2024-10-08 20:00:00,5.1744,0.9919,6.4907,0.993
2024-10-08 21:00:00,6.7509,1.0,7.8185,0.9351
2024-10-08 22:00:00,5.6461,0.9645,7.6276,1.0
2024-10-08 23:00:00,6.8404,0.9801,8.0796,0.9835
2024-10-09 00:00:00,6.869,0.9851,7.2486,0.9759
2024-10-09 01:00:00,7.6863,0.8566,7.339,0.9817
2024-10-09 02:00:00,6.8001,0.9332,6.709,0.9116
2024-10-09 03:00:00,6.1112,0.8821,7.1304,0.9675
2024-10-09 04:00:00,6.5198,0.936,6.0554,1.0
2024-10-09 05:00:00,7.8806,0.9812,8.1169,0.9984
2024-10-09 06:00:00,7.1542,0.9764,6.9465,0.9486
2024-10-09 07:00:00,5.5703,0.9212,6.1351,0.9771
2024-10-09 08:00:00,5.8416,0.9738,7.8684,1.0
2024-10-09 09:00:00,7.6501,1.0,7.455,0.9445
2024-10-09 10:00:00,6.984,0.9808,8.5041,0.9023
2024-10-09 11:00:00,7.3909,0.939,7.2971,0.9198
2024-10-09 12:00:00,6.8801,0.9424,7.3298,0.9388
2024-10-09 13:00:00,6.0496,0.9411,6.6668,0.928
2024-10-09 14:00:00,6.8538,0.9178,5.5769,0.9404
2024-10-09 15:00:00,6.8226,1.0,7.3404,0.9542
2024-10-09 16:00:00,6.0619,0.9451,5.714,1.0
2024-10-09 17:00:00,6.7047,0.882,7.2377,0.9468
2024-10-09 18:00:00,7.3229,0.8859,6.493,0.9438
2024-10-09 19:00:00,6.9823,0.9604,5.9975,0.9625
2024-10-09 20:00:00,7.4555,0.9306,7.837,0.9459
2024-10-09 21:00:00,5.8626,0.9352,7.057,1.0
2024-10-09 22:00:00,6.9726,0.907,7.1429,0.9062
2024-10-09 23:00:00,8.0504,0.963,7.9581,1.0
2024-10-10 00:00:00,6.9669,0.9397,6.6672,0.9522
2024-10-10 01:00:00,7.3248,1.0,6.9843,1.0
2024-10-10 02:00:00,8.1325,0.8741,6.8105,0.8997
2024-10-10 03:00:00,6.6838,0.9154,5.3124,1.0
2024-10-10 04:00:00,7.9516,0.9023,7.3901,0.98
2024-10-10 05:00:00,8.0913,0.9856,6.1164,0.9653
2024-10-10 06:00:00,7.426,0.9439,6.5312,0.896
2024-10-10 07:00:00,6.6835,0.9095,6.5124,0.9002
2024-10-10 08:00:00,5.2439,0.9328,6.2196,0.9562
2024-10-10 09:00:00,6.1244,0.8719,5.1133,0.9666
2024-10-10 10:00:00,7.7784,1.0,6.8715,0.9344
2024-10-10 11:00:00,6.8819,0.9349,5.8283,0.9339
2024-10-10 12:00:00,5.556,0.8972,8.1977,0.9156
2024-10-10 13:00:00,7.6336,0.9614,7.2422,0.9336
2024-10-10 14:00:00,8.302,1.0,6.6859,0.9971
2024-10-10 15:00:00,7.0568,0.987,7.0432,1.0
2024-10-10 16:00:00,6.6282,0.8863,7.496,1.0
2024-10-10 17:00:00,5.4584,0.9264,6.7277,0.9995
2024-10-10 18:00:00,6.876,0.8568,6.4946,0.942
2024-10-10 19:00:00,7.6103,0.9567,6.6944,0.8738
2024-10-10 20:00:00,7.6475,1.0,6.4419,0.9782
2024-10-10 21:00:00,6.6879,1.0,6.3507,0.9379
2024-10-10 22:00:00,7.0973,1.0,7.2078,0.9553
2024-10-10 23:00:00,7.2581,0.9791,7.2056,0.9715
2024-10-11 00:00:00,7.0008,0.9618,7.4109,1.0
2024-10-11 01:00:00,6.7042,0.893,6.8051,0.9057
2024-10-11 02:00:00,7.7634,0.9302,6.3401,0.8615
2024-10-11 03:00:00,7.5653,0.9383,6.5636,0.9723
2024-10-11 04:00:00,6.3303,0.9488,7.264,0.9496
2024-10-11 05:00:00,6.1671,0.9375,7.3086,0.9915
2024-10-11 06:00:00,6.1903,0.9591,6.9559,0.8907
2024-10-11 07:00:00,8.4229,1.0,6.8944,0.9082
2024-10-11 08:00:00,7.0584,0.9531,6.5367,0.9473
2024-10-11 09:00:00,6.727,0.9324,6.1168,0.9208
2024-10-11 10:00:00,7.3563,0.9516,6.9699,0.9487
2024-10-11 11:00:00,7.1805,0.9739,7.2788,0.907
2024-10-11 12:00:00,7.4094,0.915,6.7998,0.9894
