HourOfYear,p_RegU_CAISO,loc_RegU_CAISO,p_RegD_CAISO,loc_RegD_CAISO,p_Spin_CAISO,loc_Spin_CAISO,p_NSpin_CAISO,loc_NSpin_CAISO,p_RMU_CAISO,loc_RMU_CAISO,p_RMD_CAISO,loc_RMD_CAISO
7423,11.1430,-0.1988,8.4329,-0.1930,6.4793,0.2970,10.0336,0.3072,0.5000,-0.0177,1.4851,-0.0640
7424,10.5571,0.0374,11.8327,-0.1050,7.1978,0.0810,7.3512,0.1026,1.9583,0.2691,2.1060,0.1900
7425,4.5865,-0.1629,8.2380,-0.0162,3.6792,-0.4083,8.9244,-0.0275,0.5399,0.1679,0.5000,-0.1993
7426,10.8444,0.0340,3.0536,0.3219,17.8020,-0.0900,8.2559,-0.1860,2.4803,-0.1013,3.8711,0.0425
7427,9.1469,0.4780,8.5823,-0.0312,6.9346,-0.2254,18.3239,0.1695,0.7624,0.0690,2.9673,-0.4550
7428,10.8190,0.2135,5.7349,-0.2257,18.3865,-0.1272,4.6640,-0.0384,1.2888,0.0524,1.9985,-0.0820
7429,26.6735,-0.0097,29.4200,0.3206,31.3715,-0.4250,23.5572,-0.0295,7.4075,0.0790,8.1705,0.1102
7430,9.9206,-0.2953,7.5888,-0.2691,3.5440,-0.3030,7.8463,-0.1088,0.6861,-0.3268,2.6419,-0.1606
7431,10.4712,0.0355,11.2662,-0.1281,12.0752,-0.4309,13.5641,-0.0525,3.3487,0.2547,2.0833,0.2290
7432,12.0423,0.4466,10.1258,0.3319,12.9117,0.1372,8.6273,0.1086,3.7113,0.0418,3.9310,-0.0913
7433,14.3036,-0.2520,13.3771,0.1443,9.0314,0.5936,4.3181,0.1065,2.8856,0.0336,0.8164,-0.1226
7434,10.1098,-0.5486,14.1425,-0.1682,13.6111,-0.3727,5.5200,-0.2977,1.6374,-0.1303,2.4275,0.4830
7435,11.7224,0.0789,9.5874,-0.2565,3.0746,0.0827,12.4702,0.5024,3.9851,0.2389,3.6953,0.0494
7436,13.0348,0.3843,6.7152,0.1539,8.0804,-0.1705,12.0967,0.0793,4.5727,-0.1141,1.5235,0.2264
7437,13.9319,0.3037,13.9741,-0.3371,12.7124,0.1335,5.1917,-0.0900,3.8333,-0.0882,2.8436,-0.1050
7438,13.5804,0.4138,7.8424,0.3333,15.6696,0.0304,11.1171,-0.3908,2.9076,-0.0485,2.6861,-0.4891
7439,10.8921,-0.3220,9.7329,0.0602,7.1593,-0.0812,12.3530,-0.3450,2.0121,-0.1335,1.5772,0.3883
7440,7.7792,-0.0996,7.8487,-0.1956,9.4498,0.0104,8.1329,0.0145,3.5219,-0.4543,2.6964,-0.2756
7441,5.5704,0.0922,9.2422,0.1444,13.0756,-0.2066,10.2256,-0.2310,2.9943,0.0759,2.1321,0.0704
7442,11.6454,-0.5773,5.4160,0.5265,12.2568,0.1381,10.3093,0.0750,2.5352,0.0886,3.3502,-0.0530
7443,9.3572,-0.0069,7.2157,0.1670,9.2038,0.4168,15.1407,-0.3035,1.2248,0.5407,0.5000,0.3065
7444,6.8828,-0.1330,9.4589,-0.0610,9.8159,0.3950,3.7992,-0.0464,0.5264,-0.1808,2.2002,-0.1453
7445,2.0919,-0.0616,3.4310,0.1427,4.8420,0.0056,8.9896,0.1188,0.5000,-0.0779,4.5354,0.2626
7446,13.5743,0.0668,12.3008,0.4731,9.1719,0.2120,17.8470,-0.0814,0.5000,0.0892,4.3406,0.1838
7447,9.4874,-0.0843,12.8292,0.3058,14.6408,-0.1084,16.0674,0.3031,2.5840,-0.2159,2.2127,0.4186
7448,3.8778,-0.2725,7.7438,-0.0169,4.8558,0.0682,3.0000,0.2250,3.0802,-0.4370,2.5118,0.5545
7449,8.7218,0.1764,10.2925,0.0166,12.0221,-0.0042,15.8325,-0.0643,1.8870,0.0153,2.3274,0.1927
7450,4.3134,-0.2752,9.4373,0.1341,3.4476,0.0220,7.8413,-0.8261,1.1964,-0.4128,2.6327,-0.0618
7451,10.6241,-0.0282,7.2275,-0.0031,7.0468,0.0962,12.6981,0.1415,0.9487,0.0638,2.8589,-0.4218
7452,15.2159,-0.2080,7.5624,-0.1611,3.1026,0.1282,12.5318,0.2920,3.4734,0.0607,3.5263,0.3371
7453,8.3141,0.1709,6.4968,0.2722,7.2138,0.1687,12.2655,0.3503,1.6097,-0.0048,2.8932,-0.0414
7454,10.4678,-0.3935,7.1448,0.1248,3.2534,-0.1198,6.9799,-0.3886,3.2036,-0.0092,3.6146,-0.3500
7455,8.5952,-0.0247,7.6492,0.2764,9.6315,0.0928,13.4620,0.1628,3.0619,0.4200,1.1601,-0.1547
7456,8.9039,0.0769,12.6112,-0.2968,15.3099,-0.0489,9.6249,0.0388,1.3313,-0.0491,2.4996,-0.0284
7457,7.4044,0.0694,8.2847,-0.0334,6.6775,0.0415,6.3714,0.0232,2.9829,-0.0206,2.7972,-0.2117
7458,15.0778,0.2686,12.5344,-0.1021,21.0831,-0.1267,9.4642,-0.0704,4.2512,0.2709,2.3123,-0.1518
7459,10.3334,0.2068,11.1885,-0.1289,6.8395,-0.0479,12.4196,0.1209,3.4183,0.6231,3.4021,-0.1328
7460,9.1504,0.1132,9.2767,-0.0625,9.6023,-0.5799,9.6510,0.3745,1.1287,-0.0624,2.0102,0.0107
7461,8.5269,-0.4979,10.0639,-0.2331,12.3033,0.3452,13.5608,0.1370,4.5665,-0.2943,3.2879,-0.1806
7462,5.4535,0.1439,5.7167,0.3579,11.6145,-0.0835,9.3723,-0.0934,2.7840,0.1281,0.5849,0.0237
7463,10.8361,0.3023,8.3025,-0.1244,8.3996,0.3520,5.2752,0.4790,1.2387,-0.0542,1.9430,-0.5894
7464,11.9223,-0.1942,5.8718,-0.0994,4.2338,0.0162,5.3189,0.0318,2.0083,-0.0407,2.8538,0.1796
7465,4.1532,0.2904,13.3807,0.0150,4.8908,0.0341,3.0000,0.1805,2.1732,-0.4490,1.6430,-0.0717
7466,9.3251,0.2261,8.5586,0.2786,3.0000,0.4441,3.0000,-0.1350,2.3977,-0.6317,1.8630,-0.3315
7467,9.9475,-0.1760,9.7461,-0.4723,8.7642,0.2915,13.9040,0.4657,0.9330,-0.0187,2.6843,-0.0955
7468,11.0285,-0.1318,6.6944,0.1374,9.8959,-0.4711,5.0052,-0.0654,0.7299,-0.7204,2.2689,0.0799
7469,10.6993,-0.2405,4.8360,-0.2248,6.6751,0.3899,10.2848,0.0824,0.7193,-0.0333,0.6268,-0.0295
7470,15.8222,0.2648,7.2018,-0.2850,10.5490,-0.2886,15.7750,0.2358,1.5859,-0.2876,0.9212,0.3200
7471,9.5092,-0.1711,3.6719,-0.1726,5.3458,0.0921,3.0000,-0.1641,1.3420,-0.0922,3.0193,0.0508
7472,10.5830,-0.1664,4.8948,-0.1934,8.3286,0.2593,5.9601,0.0388,0.6489,-0.0712,2.7822,0.0601
7473,7.2537,-0.0586,3.0658,0.0998,6.5847,0.0562,3.0000,-0.2656,1.9001,-0.1474,2.9335,-0.0604
7474,7.0516,-0.2816,8.7200,-0.5843,11.3237,-0.2505,7.1047,0.3462,1.3678,0.2005,3.4452,-0.0275
7475,10.9445,0.1222,11.3935,-0.2353,17.9570,0.1863,8.7978,-0.0409,2.7522,0.2131,1.4039,0.0339
7476,13.5573,-0.0742,9.7119,0.2697,18.8178,-0.0176,4.9191,0.2822,3.0331,0.2238,3.2159,0.1678
7477,8.9798,0.2744,4.6055,0.3082,14.2531,0.3844,3.0000,-0.1287,0.5000,-0.3145,1.4491,-0.4172
7478,5.1138,0.2129,11.7858,-0.1355,9.7148,0.1407,12.8753,0.0575,2.1123,0.3292,2.6847,0.1641
7479,7.2772,0.4077,6.3505,-0.2752,5.7721,0.1406,13.3099,-0.2114,3.5475,0.1442,2.9102,0.1280
7480,12.3706,-0.3921,6.4636,-0.1665,12.7901,0.1498,12.8938,-0.2251,4.3323,0.0405,2.8942,0.5631
7481,9.1172,-0.3193,11.0418,0.0641,12.7447,0.2361,12.8338,0.1018,5.5351,0.1837,3.5170,-0.0988
7482,11.6210,0.0008,13.9066,0.1626,10.7849,-0.0161,7.5971,0.0652,2.1217,-0.0796,2.9577,-0.0879
7483,11.2089,0.0293,9.1648,0.0130,8.6463,0.2502,7.9323,-0.3364,2.4898,0.0691,2.6635,-0.2920
7484,9.3630,-0.0723,4.1631,0.1014,3.0000,0.5859,3.6815,0.1592,2.9816,-0.3205,4.3248,0.0919
7485,8.6068,0.4102,9.6976,0.1157,9.5186,0.3673,4.2307,0.0852,3.6865,-0.0142,3.6592,0.1207
7486,8.4040,-0.1002,14.4372,0.0100,5.5597,0.1383,12.0622,-0.5197,3.1900,0.1322,2.0889,0.0892
7487,11.5719,0.1169,12.8070,0.0808,8.2507,0.0100,14.7541,-0.3215,2.6610,0.0851,5.2619,-0.2709
7488,10.2721,0.0842,7.1839,0.6069,3.0000,-0.0582,9.4072,0.1475,1.9230,0.0503,1.9176,0.0250
7489,5.9143,-0.1514,7.3607,-0.1527,7.4834,-0.0910,6.6067,0.0146,3.0620,-0.1324,1.7819,-0.2532
7490,8.3732,0.1163,10.0997,-0.3407,8.1581,0.2449,10.1953,0.2170,1.8092,-0.3255,3.4103,-0.0455
7491,4.1913,-0.0009,8.9382,0.4720,7.9653,-0.0593,9.3150,0.0219,3.7695,-0.2021,2.1923,0.2508
7492,8.3830,0.3097,2.0000,0.4557,3.0000,-0.0470,3.0229,-0.0464,2.0063,0.3245,1.3645,0.2858
7493,5.5196,0.2908,7.1707,0.4728,7.4934,-0.4682,3.2393,-0.4475,0.7244,-0.5854,1.4031,-0.0689
7494,9.5786,-0.6302,11.4615,-0.1112,4.0719,0.2559,7.9796,-0.7062,4.1530,-0.2476,1.7410,0.1301
7495,6.0509,-0.3845,6.3354,0.1887,3.0000,0.1697,3.0000,-0.2433,1.3283,-0.1826,2.4380,0.0175
7496,10.8605,-0.0363,6.4911,0.1382,13.8686,0.1354,9.0992,0.1523,0.5248,-0.5063,1.9943,0.1145
7497,11.7252,0.2158,12.9142,-0.4624,13.7268,0.1139,4.5704,-0.4255,0.7762,-0.2135,1.8728,0.2015
7498,11.3996,0.0308,10.1294,-0.1164,14.2493,0.2930,14.2381,-0.2293,1.5975,-0.0530,2.5196,-0.0862
7499,5.6784,0.1036,8.9745,-0.1687,5.3219,-0.2881,3.2969,-0.2516,1.6150,-0.1205,2.9794,0.1772
7500,6.3009,0.6973,11.5040,-0.1202,16.1075,-0.3117,15.8108,0.0360,4.0513,-0.2147,3.1686,-0.3130
7501,13.7872,-0.1557,11.5849,0.2088,16.1609,-0.0222,19.3816,0.6531,3.3882,-0.3588,3.1460,0.1349
7502,9.8102,0.1105,7.6242,-0.1964,14.0095,0.0028,9.0010,0.0878,0.8392,0.2830,2.4031,0.6049
7503,10.8640,0.0411,5.3988,-0.0644,11.1559,0.1756,10.6350,0.0829,2.6542,0.4461,2.2840,-0.4920
7504,9.2127,0.2147,8.2503,0.1765,14.6948,-0.0741,8.7987,-0.1324,3.2229,0.0721,4.2459,0.2469
7505,5.7040,0.2376,8.4700,-0.2496,11.4649,-0.2453,12.9011,-0.0631,2.5202,-0.2054,2.0872,0.3810
7506,11.8426,0.1388,11.8168,-0.2589,3.3983,0.1071,14.9572,0.1276,2.1441,0.2983,1.1062,-0.2578
7507,10.0494,0.3503,12.0082,-0.1519,18.1925,0.1310,6.3189,0.0833,2.8740,-0.2192,3.3930,0.0534
7508,3.7413,0.3350,6.5631,0.0115,9.2037,0.1908,4.4143,-0.1856,1.6276,-0.1589,3.4984,0.1665
7509,8.5835,0.1035,7.7538,0.1959,5.3025,-0.0721,12.7436,-0.3244,2.2784,-0.1694,4.6739,0.1831
7510,4.7965,-0.0263,6.6610,0.0348,13.4274,0.0651,13.7560,0.0287,1.8544,-0.3304,3.1651,0.1850
7511,11.9251,0.0725,6.7932,-0.6291,11.6650,-0.4644,10.0440,-0.5613,1.1843,0.0664,2.9178,0.1567
7512,11.6185,-0.4151,9.7385,-0.0467,6.7570,0.0206,19.4458,0.1593,3.4470,-0.1039,2.6091,0.1193
7513,12.7805,-0.1315,10.9804,0.0143,8.7222,0.4509,10.6792,0.1280,1.4481,0.1394,1.0804,0.7337
7514,3.0026,-0.2414,3.3403,-0.1384,16.0445,0.1495,5.0025,-0.1021,2.0525,0.1060,1.6094,0.0670
7515,10.9700,0.2225,10.2066,-0.0294,11.1973,-0.2154,5.8920,0.1330,1.8581,0.1079,1.7451,0.1063
7516,9.2996,0.3376,8.3332,-0.2782,11.0820,-0.2413,6.9629,0.2387,1.1106,0.1913,0.7624,-0.0562
7517,4.5742,0.1653,9.1154,-0.2736,9.4977,0.1783,7.1266,-0.1004,0.5414,0.2407,1.5254,-0.1737
7518,12.6832,-0.0323,6.4344,-0.2186,3.0000,0.2839,7.4429,-0.3120,2.2025,-0.1408,2.4479,-0.3629
7519,5.3786,-0.1849,6.0274,-0.0892,10.4451,-0.3219,3.0000,0.2151,0.5000,0.4319,1.0215,0.1782
7520,4.7022,0.2191,8.0757,-0.1847,15.1959,-0.3628,6.4074,0.1664,2.8767,-0.5044,2.0058,-0.3642
7521,11.9406,0.2613,9.0988,0.2195,3.0000,-0.2120,10.0142,-0.2414,1.8754,0.0056,2.1740,-0.2461
7522,3.9872,-0.0239,5.6715,0.1379,6.5756,0.3172,8.4118,-0.1359,3.8137,-0.0610,2.1821,0.1689
7523,12.4313,0.0150,10.8853,0.2341,4.8960,0.2635,7.3590,0.4404,1.2191,-0.0088,1.7676,0.3288
7524,8.9798,-0.0877,3.1992,0.0155,17.3143,-0.1889,12.3418,-0.1804,4.2956,0.0216,1.4807,0.0711
7525,8.4753,0.1041,11.8558,-0.1608,17.2813,0.3405,11.2536,0.1620,1.8467,0.0341,3.9346,-0.0887
7526,5.3892,-0.0972,10.9927,-0.0525,3.0000,-0.0970,19.0446,0.2670,2.3850,0.2226,0.5000,-0.0248
7527,7.7555,-0.0197,12.4243,-0.0312,21.7322,0.3478,16.7393,0.1254,3.1577,0.1417,0.5284,0.2895
7528,10.4518,-0.2927,11.2211,0.1595,8.7167,0.2337,12.6624,0.2333,1.8624,-0.5641,4.3723,-0.0659
7529,4.2913,0.0656,10.0635,-0.0898,3.0000,0.4821,10.5061,-0.2974,2.7676,0.2133,1.9114,0.5760
7530,10.8010,0.4378,10.9941,-0.0545,9.5836,-0.3171,3.0000,-0.1477,2.0847,0.0254,0.5000,0.0265
7531,9.4905,0.0868,12.1971,-0.1166,13.1167,0.1507,13.7957,-0.0416,3.4695,-0.3364,2.2875,-0.1949
7532,9.1530,0.2606,9.2354,0.1558,8.6565,-0.2812,14.8110,0.3421,2.6029,-0.7698,2.1758,0.0275
7533,11.3833,0.1909,7.7102,0.5566,15.0195,-0.3884,8.2222,-0.1358,2.9382,0.0983,2.9818,0.0084
7534,8.2623,-0.0306,8.7174,0.2150,7.1117,0.0422,6.2927,0.3904,2.3686,0.0680,1.4628,-0.2118
7535,12.1103,-0.0034,12.6613,-0.0340,3.0000,-0.1634,8.9582,-0.0696,0.5000,0.3971,2.4277,-0.2736
7536,2.0000,-0.1369,9.9707,0.1462,15.7934,-0.2896,3.0000,0.0421,0.8527,0.3187,1.9070,-0.2205
7537,10.1406,0.2447,9.2105,-0.4808,5.1409,0.1674,3.0000,0.0543,2.9516,-0.2057,1.5674,0.1313
7538,6.2331,0.1171,2.0000,0.0034,8.1864,-0.1619,3.0000,-0.2979,1.9602,0.2047,0.5000,0.2335
7539,4.9856,0.2507,2.0980,-0.0545,6.3777,-0.1380,3.0000,0.0564,1.7970,0.5252,0.5000,-0.3198
7540,9.9740,0.0268,8.1086,-0.0037,9.6245,-0.1631,10.3552,0.0228,1.9124,0.4246,3.2167,0.2999
7541,9.5257,-0.4473,11.3201,0.2064,5.7162,-0.0604,3.8386,-0.3696,3.2554,0.0466,1.0484,0.4034
7542,8.0128,-0.1803,5.8680,-0.2392,9.7708,0.1155,4.5805,0.0901,1.8257,-0.0791,2.1783,0.0039
7543,7.3433,0.2503,8.2707,0.3229,8.6193,0.5138,4.5298,-0.1653,2.9578,-0.3981,1.5609,-0.0196
7544,6.6389,-0.0491,7.3658,0.1815,13.3215,-0.2222,3.0000,0.2025,3.7535,-0.0500,3.0678,-0.1387
7545,5.6097,0.2657,5.3716,0.1962,12.2035,0.0663,10.1716,-0.1795,0.5000,0.1946,0.5000,0.0145
7546,12.8641,0.3527,7.3577,0.0024,3.0000,0.3962,3.4933,0.2106,2.5431,0.5911,3.9523,0.2637
7547,11.2895,0.2325,9.2067,-0.0582,8.1505,-0.0710,3.0000,-0.1693,2.8172,-0.0789,3.5007,-0.0955
7548,10.1578,0.2230,13.6128,-0.0226,5.8077,0.2474,11.4736,-0.3087,1.0546,-0.1704,3.5397,-0.2261
7549,8.8219,-0.6720,9.6614,-0.0573,20.7423,0.0265,9.9418,-0.2326,3.6987,-0.3714,3.6102,0.2221
7550,17.2189,-0.0584,11.1158,0.0058,23.5798,-0.0355,4.1868,0.1884,3.0881,-0.4658,4.9166,0.0821
7551,8.2678,-0.0015,14.7241,0.0909,8.8916,-0.0919,6.0209,-0.1774,1.8217,0.0881,2.2027,0.2490
7552,10.5469,0.2237,13.5185,0.3194,13.4895,-0.1607,11.6157,-0.2861,4.2367,0.0781,3.5486,0.0070
7553,14.5877,0.0284,10.9229,-0.1476,8.2603,-0.0576,8.3286,-0.0532,2.5744,-0.1490,4.2535,0.0186
7554,9.2179,-0.3738,11.2852,0.0399,10.6720,0.3258,12.7799,0.0991,3.1524,-0.2437,1.9711,0.1941
7555,15.9454,-0.3681,9.3594,-0.3095,11.9979,-0.0255,6.1583,-0.3062,3.4585,-0.3612,3.8106,0.2090
7556,11.1840,-0.1212,10.2600,0.0830,13.9483,-0.3657,12.7648,0.1433,2.5730,-0.4122,2.8616,-0.2332
7557,8.9791,0.6720,11.8352,-0.4153,13.3883,0.0705,6.0377,-0.0989,1.2851,-0.2125,5.3502,0.1825
7558,8.5761,0.0701,7.8731,-0.2236,16.0282,-0.2368,7.6437,-0.1273,1.8714,0.3022,2.0081,-0.4011
7559,5.9843,0.1280,7.6803,-0.0828,14.4857,0.3555,9.3798,0.3423,2.5224,0.2593,1.1221,-0.2834
7560,10.3160,-0.3685,7.6029,-0.3968,3.0000,-0.2040,13.2710,-0.0382,3.0857,0.0107,2.7670,-0.1695
7561,10.5524,0.2759,3.2130,-0.1924,8.6703,-0.1827,3.0000,0.2461,3.5450,-0.2246,1.5848,-0.2702
7562,8.2769,-0.0794,11.0588,0.1889,5.3798,-0.0760,6.0233,-0.2234,1.1630,-0.0039,1.6964,-0.1091
7563,9.0620,0.3762,6.9904,-0.5568,5.5934,0.0509,9.8173,-0.1943,2.5714,-0.9104,2.3799,-0.2593
7564,4.8676,-0.3107,6.0981,0.0407,13.6506,-0.1944,5.7572,-0.0269,2.3867,-0.2394,2.6159,-0.0028
7565,10.8308,-0.0235,8.6117,0.2082,9.3013,0.2753,3.0000,0.1194,1.2040,-0.5622,2.3307,0.1298
7566,8.5571,-0.1279,10.7724,0.4787,3.0000,0.2239,3.7651,-0.1773,1.2014,-0.1387,0.5000,-0.2115
7567,14.8774,0.1588,12.1812,-0.2397,10.9823,-0.0509,16.6939,-0.1556,6.8616,-0.1275,4.6080,0.0770
7568,5.8912,0.2450,6.6969,0.0042,10.3970,0.0855,4.4350,-0.2771,1.9722,-0.1069,0.5714,-0.0779
7569,9.0376,-0.1574,2.0000,0.3289,7.8749,0.1027,3.6754,0.3327,1.4741,0.0724,2.9610,-0.6209
7570,5.2165,0.2013,13.6344,-0.2165,11.9439,-0.2403,11.1220,-0.3756,1.9848,-0.2617,1.9307,-0.1214
7571,3.5338,0.3547,6.0771,0.0787,6.0428,0.4551,3.9358,0.2795,1.2158,0.0110,2.5796,0.2941
7572,8.2808,0.2452,2.0000,0.2845,15.4275,-0.0288,7.8286,0.2506,2.1628,0.2075,3.3367,0.1656
7573,6.4584,-0.1434,12.1568,0.3014,12.1409,0.3687,9.2248,-0.0130,1.4599,-0.0325,1.7209,-0.0182
7574,9.4179,-0.1060,6.9770,-0.0174,14.1878,0.2182,10.5879,-0.0765,2.0206,0.1652,1.9608,-0.2767
7575,8.0502,-0.0532,5.3379,-0.0400,11.1463,0.1631,10.4517,-0.0288,3.8974,0.1978,1.9203,0.2116
7576,8.9303,0.2367,5.7419,-0.1006,3.7888,0.0112,10.5084,-0.0913,1.8492,0.3789,3.4639,-0.2427
7577,8.2180,0.1073,6.8997,-0.0104,4.6987,0.2995,9.6699,0.0532,2.9239,-0.9566,2.1312,-0.1229
7578,2.0000,-0.3145,15.0341,0.4394,13.0010,0.2538,5.9294,-0.0028,2.1640,-0.1247,3.1035,-0.1590
7579,10.6826,-0.0040,5.2430,0.0952,11.9305,0.0654,10.2417,-0.3320,2.6628,0.0437,3.8771,-0.0776
7580,9.1436,0.4089,11.0052,-0.4811,4.6118,0.2290,3.0000,-0.1773,2.0004,-0.0013,3.0651,-0.3040
7581,13.2843,0.2465,7.9399,-0.0725,11.1780,-0.0996,6.5257,-0.1924,2.3475,0.0047,3.2002,-0.4794
7582,9.0049,-0.1502,7.7284,0.5533,12.4541,-0.3653,14.2206,0.0565,1.3063,-0.0587,2.6719,0.1594
7583,11.9886,-0.3840,7.5910,0.0810,8.0775,0.0846,5.5371,-0.0747,2.6265,0.0611,1.2197,-0.3958
7584,8.9312,-0.1247,8.8667,-0.1077,10.5394,0.0447,9.8805,-0.3005,2.1302,0.4382,1.9153,0.1235
7585,9.5212,-0.0008,9.4248,-0.5138,4.2334,-0.3834,3.0000,-0.3092,1.3495,0.3238,2.6893,-0.3450
7586,4.3237,-0.1028,2.0000,0.3322,4.9403,-0.0279,5.2926,-0.1911,1.0895,-0.1448,2.0373,0.2013
7587,10.0815,-0.2454,13.5512,0.6527,6.9835,-0.1765,3.0000,-0.1987,2.0324,0.2124,3.1870,-0.0547
7588,11.8151,0.1465,7.7320,0.2351,8.2050,-0.4457,6.0471,-0.1855,1.2319,-0.1660,1.9586,-0.3841
7589,13.1965,-0.5975,3.6937,-0.0006,3.0000,-0.1298,3.7233,0.2200,2.2065,-0.0136,3.5391,-0.2489
7590,5.7992,0.2803,11.7053,-0.1707,3.0000,0.0758,3.0000,-0.0185,1.1990,-0.1479,1.8314,-0.0721
7591,8.4020,0.1887,6.2030,-0.0141,3.0000,-0.3186,3.0000,-0.0651,1.2795,0.0054,2.0983,-0.1747
7592,3.8216,0.1067,7.4478,-0.0718,7.5317,-0.1938,11.2344,-0.3952,2.2164,0.0245,2.2712,0.4397
7593,2.0000,0.1489,9.9935,0.2129,8.2926,0.1551,9.8754,0.3374,2.0076,-0.0441,2.2057,-0.2016
7594,9.9688,-0.0710,2.2742,0.1752,9.0521,0.0463,3.2726,-0.1596,3.0626,0.1679,1.6297,0.1972
7595,9.4887,-0.0068,11.7653,0.0749,9.2989,0.3318,8.4656,-0.1963,3.0203,0.1428,1.8043,0.1784
7596,4.7782,0.3675,9.1456,0.1034,5.6346,-0.0644,8.1628,-0.4686,0.5000,0.2992,1.4130,0.2468
7597,8.8473,-0.0380,6.3321,-0.2144,4.0480,0.0683,13.1326,-0.3568,1.7502,-0.5832,1.2970,0.0456
7598,11.8106,0.0961,8.0237,0.4182,12.0785,-0.4384,12.0992,-0.0557,2.8497,-0.0095,1.0628,0.0392
7599,10.9713,0.1317,8.5520,-0.2334,15.8262,-0.3863,8.0566,0.3020,2.7042,-0.0781,5.2273,0.2541
7600,14.0614,0.0263,10.5698,-0.1511,17.2039,0.0732,9.3303,0.2793,2.4571,-0.0440,2.6693,-0.0790
7601,8.1560,-0.0535,10.7366,0.2053,11.1950,0.4533,9.0037,-0.2142,2.6833,-0.0133,1.7548,0.0325
7602,13.0490,-0.4367,6.1048,-0.0860,13.1633,0.4294,20.3490,-0.5942,1.5883,-0.0399,3.2050,0.0397
7603,9.2442,0.2039,7.8613,0.0148,16.5194,-0.4582,3.0000,0.2310,1.4849,0.0778,3.3091,-0.1390
7604,12.8456,0.2695,3.0572,-0.0290,3.0000,0.3664,11.1752,0.0895,4.4770,0.1286,1.8685,-0.1519
7605,5.8958,0.0182,6.0677,0.1514,12.3464,-0.3560,9.8214,-0.3805,2.6755,-0.0921,1.3571,0.1223
7606,9.2609,0.3108,5.8952,-0.2616,9.1883,0.3020,11.6277,0.0041,1.5239,-0.2893,1.8596,0.3836
7607,8.7404,0.0950,2.0000,0.1623,8.6200,-0.1180,3.0000,-0.2118,3.3899,0.1917,3.4965,0.0401
7608,9.2916,-0.4902,8.9648,-0.3207,4.9976,-0.0279,7.6201,-0.1539,1.5819,-0.0836,2.6983,0.2758
7609,6.6396,-0.2636,9.7271,0.5352,9.8181,0.2074,10.7410,-0.4752,2.7612,-0.0897,0.5000,0.2803
7610,8.9219,-0.1223,14.4598,-0.1758,7.5421,0.1732,5.8418,0.0475,2.1515,-0.1020,0.9874,-0.2053
7611,7.0057,-0.1525,8.7054,-0.0359,9.1976,0.1702,7.1335,0.0550,3.2983,0.2547,0.6150,0.1090
7612,4.1703,0.0186,3.0679,-0.3036,6.2424,0.1009,4.5036,0.0655,0.6683,-0.1000,1.4425,0.0944
7613,10.8572,-0.2295,6.4939,-0.1906,6.1679,0.2672,3.0000,0.1838,1.9304,-0.3766,2.5236,-0.3154
7614,7.2110,0.4259,8.1956,-0.4806,13.6276,-0.0593,6.2335,-0.0011,1.8087,0.0147,1.0739,0.0457
7615,4.0065,-0.5382,9.5452,-0.1925,3.8210,0.2498,10.7091,-0.3951,1.7918,0.3086,2.4564,-0.5069
7616,4.8273,-0.0202,3.6695,-0.1099,3.0000,-0.2129,9.8139,-0.1966,1.1551,-0.0398,3.6337,-0.1002
7617,12.4425,-0.1874,12.1289,0.3071,4.9150,-0.0345,11.3319,0.1471,1.2083,0.0313,2.6384,0.1302
7618,6.7219,-0.3258,11.4292,0.3030,11.1789,0.3047,14.5593,-0.4840,3.7922,0.0442,2.9279,-0.3370
7619,9.3513,0.1474,10.7609,0.1303,10.9226,0.0614,4.0030,0.4632,3.1237,-0.3230,3.6334,0.4221
7620,7.3124,-0.2529,12.7830,-0.3980,4.3854,0.2262,18.2798,-0.1312,2.9723,-0.6165,3.3625,-0.0876
7621,4.5449,0.0101,11.2988,0.0111,13.4804,0.0917,17.8050,-0.0670,1.1014,0.2250,3.3129,-0.1559
7622,10.8336,-0.2378,11.1103,0.1378,6.7598,-0.2140,4.1837,0.0844,1.0648,0.2359,2.9046,0.2307
7623,8.4198,-0.4761,10.7661,-0.2841,9.9969,-0.3591,8.1869,-0.4024,3.4464,-0.0751,3.3472,-0.4225
7624,14.3732,-0.0557,10.1202,-0.2760,18.1335,0.0199,8.5497,0.1813,3.0679,0.0087,1.5753,-0.0148
7625,15.6245,0.0764,11.5862,-0.0112,11.1093,0.2234,11.6741,0.2165,3.7625,-0.0623,3.7873,0.2379
7626,14.5833,-0.1495,11.1951,0.3204,13.8087,-0.0671,8.3412,-0.0664,3.0505,0.3830,2.1142,0.3315
7627,14.0277,0.3291,8.1569,0.1896,9.2750,-0.1419,12.7607,-0.5134,4.9934,-0.1951,3.9146,0.2835
7628,12.2012,0.0739,12.6854,-0.3430,13.4302,0.1660,3.5070,0.0600,2.0829,-0.1111,3.2976,-0.3540
7629,4.1497,0.1811,6.6950,0.1029,13.3297,-0.4571,9.8046,0.0523,3.5248,0.0755,1.3240,-0.1711
7630,8.6832,-0.1643,7.7328,0.1649,14.8230,-0.2598,8.0603,0.6738,3.1102,-0.4002,2.2951,-0.0781
7631,11.5168,-0.1579,9.6184,-0.0622,14.1644,-0.0725,12.6027,0.0655,1.0808,0.3245,1.6726,0.2336
