HourOfYear,p_Reg_MISO,loc_Reg_MISO,p_Spin_MISO,loc_Spin_MISO,p_Sup_MISO,loc_Sup_MISO,p_STR_MISO,loc_STR_MISO
6996,11.6964,0.1758,9.9211,-0.4321,5.4333,0.1411,10.0083,0.0043
6997,11.0814,-0.0262,13.4603,-0.0117,8.4742,-0.0272,7.8595,-0.2670
6998,11.5427,-0.4987,13.6143,-0.2199,7.7792,0.0931,8.1398,-0.1824
6999,10.2820,-0.1185,7.7211,-0.1071,9.6386,-0.4864,16.8502,0.0002
7000,7.6547,0.2964,12.5569,-0.3682,8.6696,-0.0745,16.2172,0.2323
7001,10.8876,-0.0361,3.0000,0.2000,11.9113,0.1662,5.1471,-0.1398
7002,10.7492,-0.3297,11.1933,0.2054,10.2348,0.1141,16.0476,0.0794
7003,4.7006,-0.0890,9.9693,0.1135,15.2870,-0.3470,13.5763,0.2098
7004,10.8312,-0.0043,3.0000,-0.2312,9.3255,-0.0833,7.2279,0.0661
7005,11.9656,-0.1872,6.3651,-0.0834,3.9069,0.0284,17.6377,-0.3798
7006,12.0163,0.3370,11.0007,-0.3097,13.3702,-0.4407,17.1916,-0.3426
7007,10.9853,-0.0748,8.6982,-0.4154,5.6369,0.1568,15.7721,0.0806
7008,8.4032,-0.0558,11.1158,0.0673,10.1161,-0.0423,10.3727,0.0363
7009,9.0470,-0.0381,11.0502,0.2012,6.8826,-0.1060,3.0000,0.0832
7010,5.3566,-0.4511,11.3829,0.1077,10.9068,0.1242,6.0159,0.2997
7011,10.9405,0.0943,8.2891,-0.2522,6.2462,-0.4099,15.2447,0.0762
7012,10.0628,-0.1477,3.0000,0.2384,18.6521,0.2049,5.3282,-0.0673
7013,7.6332,-0.6100,12.0528,0.4057,11.8394,0.0836,3.0000,0.1272
7014,9.9230,-0.3748,9.1420,0.0363,6.7998,-0.4465,13.0913,0.0613
7015,9.5622,-0.0129,3.0000,0.2860,3.0000,-0.0277,3.0000,0.2063
7016,5.7812,0.3075,5.5755,-0.1554,12.6287,0.1525,10.7743,0.1003
7017,13.5993,0.1795,13.0660,-0.2345,5.2613,-0.2408,9.1219,-0.1338
7018,6.2431,0.1388,3.0000,-0.6557,3.0000,-0.2109,10.8024,0.1553
7019,4.3711,0.0255,16.5700,0.1081,8.6545,-0.1337,10.5194,-0.0394
7020,10.3174,0.0956,20.6123,0.0831,8.9974,-0.4612,5.2884,-0.2961
7021,11.3910,0.0246,10.1440,-0.1053,12.7846,-0.0950,10.7881,-0.1706
7022,7.9303,-0.1841,6.2114,0.0012,18.4170,0.1913,3.0000,-0.1921
7023,10.1349,-0.1747,14.5757,-0.3788,12.4720,0.1330,8.6015,-0.2931
7024,8.0419,0.0038,10.0421,-0.0578,12.8478,-0.4080,6.6140,0.1501
7025,6.3211,-0.1909,10.6429,-0.0696,14.7876,-0.3187,11.4366,-0.3553
7026,12.6231,-0.4210,15.0516,-0.1745,11.2715,0.5347,14.8135,0.3330
7027,10.8026,0.1500,9.0584,0.0553,11.9447,-0.1294,9.8123,0.0393
7028,8.2319,0.1096,8.9517,-0.0124,10.6124,-0.1296,20.0593,-0.0359
7029,13.3007,-0.4265,8.1485,0.1244,7.8201,-0.4560,14.1935,-0.2832
7030,8.6977,-0.3079,10.7383,-0.0119,14.1431,0.0428,3.0000,-0.0564
7031,9.8133,0.0843,3.0000,-0.2269,8.9872,0.0388,8.9769,-0.0662
7032,6.0394,-0.2865,7.0506,0.2136,11.0456,-0.0428,8.8412,-0.2050
7033,3.2461,0.0069,5.4012,-0.1944,5.2865,0.1706,8.0933,0.0813
7034,9.3489,0.2104,3.2790,0.4034,8.1047,-0.0433,10.0311,0.1396
7035,10.4077,-0.1154,16.7788,0.1590,15.5224,-0.0703,11.7360,0.0744
7036,13.4415,0.1654,19.2756,0.6542,9.9564,0.0031,7.3764,0.3596
7037,4.4108,-0.1263,3.0000,-0.2033,14.4012,-0.1880,5.3343,-0.1900
7038,3.3812,-0.0824,9.0518,-0.0272,11.4771,0.3962,8.7804,-0.1812
7039,5.4619,0.1040,3.6299,-0.0642,7.2303,0.1268,3.7973,-0.1112
7040,9.2913,0.1681,10.5609,-0.0372,8.5051,0.3519,17.0116,0.1557
7041,3.4131,-0.3135,3.0000,-0.0430,7.2097,-0.0221,20.9245,0.0854
7042,8.7364,-0.3296,6.1376,0.1018,17.2416,-0.2837,11.7835,-0.3946
7043,8.0766,-0.3812,9.8296,0.1773,16.6737,0.0056,9.2771,0.0610
7044,7.5004,0.4191,3.0000,0.2006,11.7471,0.7421,18.5148,-0.3604
7045,7.7058,-0.1088,13.1484,0.2764,7.1355,0.1217,14.4203,0.1840
7046,12.2039,-0.1747,3.4980,-0.4918,11.4728,0.1001,13.3011,0.2326
7047,5.8838,0.0730,15.4495,0.3697,17.6235,-0.0606,8.8700,-0.2557
7048,12.2870,-0.4138,8.1722,-0.1011,21.2026,0.0218,16.4598,-0.1655
7049,10.5695,-0.0936,8.1373,0.2563,24.0943,-0.3203,18.5908,-0.2268
7050,8.1886,0.0018,10.5988,0.0241,10.8332,-0.3603,4.9365,0.3269
7051,14.1964,-0.2430,11.1794,0.4095,17.9872,-0.0941,13.3443,-0.1847
7052,5.1795,-0.2890,13.1310,0.4096,9.0211,-0.3607,18.0200,0.1969
7053,12.5140,-0.0943,20.7700,0.2666,10.0805,0.1466,14.8071,0.1184
7054,6.6600,-0.1227,16.1751,0.4133,3.6254,-0.1791,12.9253,0.1272
7055,7.9162,-0.1298,3.4072,-0.2424,12.4473,0.0064,10.6648,-0.1143
7056,8.6457,-0.3733,4.2149,0.5404,15.2906,-0.0796,11.3225,-0.4112
7057,10.9684,-0.3752,7.3976,-0.0592,8.6441,0.0385,14.9926,-0.4610
7058,5.8763,0.3146,3.0000,-0.1850,3.6344,-0.3640,4.3926,-0.0786
7059,10.5224,-0.3276,10.8635,-0.3549,9.4321,0.1417,9.5314,-0.3327
7060,7.2651,-0.0516,15.0987,-0.0790,9.1474,-0.4360,9.7127,-0.2563
7061,6.6160,-0.0410,7.9296,-0.5943,9.6753,-0.0765,3.0000,-0.1575
7062,4.2040,-0.1200,9.7552,-0.0732,13.9197,0.3446,12.1224,-0.0596
7063,6.8106,-0.0408,3.3310,-0.0115,18.6847,0.4263,14.0767,-0.2843
7064,5.1318,-0.0891,9.0277,0.1414,13.7256,-0.1591,14.0319,0.0916
7065,5.5418,-0.1038,8.2095,-0.1301,6.3184,-0.0758,8.8666,-0.1098
7066,7.0327,0.2634,7.3045,-0.2672,3.0000,0.0282,12.1603,0.2321
7067,8.1910,-0.2383,6.7631,0.0260,4.9501,0.1121,11.3951,0.0772
7068,7.7612,-0.1589,14.9716,0.1970,17.8100,-0.5664,10.1019,0.1665
7069,10.4518,0.2282,15.2455,0.0583,10.2454,-0.3123,8.6132,-0.4997
7070,12.8540,-0.1476,12.1995,-0.5041,6.9657,-0.0834,14.1790,0.2647
7071,8.7656,-0.1121,11.6830,0.1844,20.8182,0.0770,3.1857,0.2260
7072,7.2362,-0.1508,10.5847,0.3602,3.0000,-0.0267,12.2422,0.4462
7073,6.9455,0.2621,7.1580,0.2421,9.0934,-0.1932,17.1367,-0.0895
7074,3.5596,0.2220,10.3026,0.3127,14.2671,0.2885,14.8832,-0.0432
7075,8.6146,-0.2965,10.2712,0.2686,22.5811,0.4633,8.7770,-0.0549
7076,14.7563,0.3534,9.4088,-0.0004,19.7179,-0.2930,8.1298,-0.0320
7077,10.0427,-0.5413,9.8854,-0.0457,15.4772,0.2110,9.3829,0.3986
7078,9.2444,-0.4188,20.5266,0.1512,17.9803,0.2117,10.5667,-0.1360
7079,10.5589,-0.3959,13.0388,0.0679,8.9197,-0.2061,11.7369,-0.2779
7080,7.5529,-0.2757,10.1993,0.1726,9.8642,0.0751,4.5457,-0.2342
7081,11.7311,-0.1080,4.8782,-0.1517,5.1527,-0.1117,10.3413,0.3346
7082,8.5646,-0.2680,5.1407,-0.0243,8.5864,0.1699,6.1428,0.4088
7083,11.2026,-0.3024,3.0000,0.1200,6.3989,-0.1249,9.4422,0.1667
7084,8.3251,0.1155,13.1431,0.0739,10.4654,-0.1408,14.5242,-0.1449
7085,9.1286,-0.0911,8.5895,-0.4462,6.0010,-0.0130,9.6046,0.5118
7086,6.5594,0.1833,4.0139,0.3780,9.0698,0.5052,3.0000,-0.1914
7087,10.5834,0.2154,8.6826,0.4490,13.1005,-0.2822,8.7405,-0.0996
7088,11.5478,0.0239,9.0516,-0.1047,11.2161,0.1813,8.1593,-0.1272
7089,9.8239,0.1582,3.1886,-0.1437,8.2426,-0.2410,3.0000,0.0271
7090,8.6750,-0.0633,11.7032,-0.1467,5.1418,0.2806,8.5166,0.4341
7091,11.1520,-0.3274,8.9711,-0.0503,10.9304,0.2836,14.6030,0.3469
7092,8.8724,-0.3690,10.5977,-0.0164,21.5385,-0.0023,16.5205,-0.1562
7093,12.2636,-0.5017,10.2474,-0.1494,9.4055,-0.2930,3.0000,-0.0851
7094,8.9844,0.1738,17.4345,0.4876,15.1144,-0.1941,14.5843,0.2284
7095,9.9715,0.0201,23.1059,0.0729,12.6057,0.1155,15.3096,-0.2220
7096,11.2305,-0.7583,13.3954,0.1952,10.4264,0.2066,3.8078,-0.2977
7097,6.1932,0.1421,5.0433,0.2544,22.5701,0.2615,24.2222,-0.0732
7098,10.6676,-0.0028,13.3899,0.3031,12.8744,-0.2710,17.4302,-0.2777
7099,9.7708,-0.2456,10.4327,0.1750,7.9640,0.1302,8.9441,0.1113
7100,7.7853,-0.2488,14.6774,-0.0332,11.7013,-0.1729,10.8137,0.2457
7101,8.5228,-0.0892,12.1317,-0.0091,14.9078,0.0951,16.7351,-0.1267
7102,7.0248,0.2790,11.1657,0.2160,14.6208,-0.0453,14.2313,0.0338
7103,6.5883,-0.0087,9.9528,0.2770,4.6696,0.0591,12.4231,-0.0093
7104,7.4958,-0.1981,8.3387,-0.3745,8.0186,-0.1478,13.4545,0.2806
7105,6.2664,0.5369,9.7724,0.3416,16.9106,0.6886,15.5665,-0.1370
7106,9.3130,0.2291,19.0963,0.5827,6.6594,0.4085,5.0718,-0.3481
7107,5.3058,0.2245,4.4834,-0.1145,4.9184,0.4018,4.5087,0.3579
7108,9.8920,0.2418,4.4793,0.0040,11.6672,0.0424,6.5316,-0.1726
7109,4.3856,0.2955,5.4050,0.2727,3.0000,0.0837,3.0000,0.2233
7110,4.9247,0.1052,3.0000,-0.2989,5.7365,-0.3797,5.8607,0.1167
7111,7.0300,0.0051,3.0000,0.1248,3.0000,-0.2622,12.5310,0.2062
7112,5.4132,0.0267,3.0000,0.0988,5.6501,0.0320,15.6218,-0.0322
7113,8.7460,-0.3451,5.9494,-0.4173,12.5004,0.2607,11.0147,0.1801
7114,6.2251,-0.5603,22.2651,-0.3461,3.0000,0.1983,5.8272,0.1363
7115,6.3073,0.1773,6.2212,0.5208,18.4214,0.0978,15.7686,-0.1950
7116,5.8499,0.4550,9.5293,0.1125,12.0060,0.1534,5.8380,0.2605
7117,13.2384,-0.0946,9.2325,0.0713,10.2147,0.1229,24.3268,0.3539
7118,11.2036,0.3470,11.1920,0.4059,4.1276,-0.3242,8.3749,-0.3998
7119,6.0954,0.3838,17.8155,0.4041,9.6084,-0.2453,3.5252,0.0402
7120,8.2519,-0.1290,19.3810,-0.3040,17.1862,0.1021,19.6292,-0.0563
7121,13.4212,0.3023,8.4837,-0.1179,14.9826,-0.3238,23.0147,0.3956
7122,9.3947,0.1582,9.0329,-0.0501,16.7918,-0.2535,24.5193,-0.0574
7123,8.6905,-0.0812,14.0422,0.1267,14.1997,0.2166,8.1104,0.1899
7124,9.8738,0.1329,14.4672,-0.1925,14.7069,0.3636,18.2748,-0.1006
7125,10.7496,0.0715,11.8044,0.5499,16.0153,-0.2985,19.4998,-0.1834
7126,8.1834,-0.4908,11.3069,-0.5025,9.0459,-0.0692,19.0135,0.5011
7127,6.9225,0.6222,4.6003,-0.3991,12.0049,0.0091,8.6549,-0.2916
7128,3.9990,-0.2685,5.0184,-0.1060,4.0405,0.0050,6.4929,-0.0666
7129,8.4621,0.0490,6.7684,0.0564,6.8640,0.2063,9.4960,0.1465
7130,4.2389,0.4586,4.8483,0.5903,10.2377,0.0386,11.3777,-0.0038
7131,6.7881,-0.0680,10.7915,0.0867,10.9259,0.2973,3.5387,-0.3680
7132,6.2162,-0.1855,3.0000,0.0841,10.5211,-0.3616,6.0757,-0.6479
7133,6.3953,0.0325,7.7330,0.2239,5.3782,0.1880,15.2222,-0.1722
7134,9.0553,-0.0865,6.6525,0.0204,9.8011,-0.2146,11.6458,0.3751
7135,7.3151,0.3059,9.2882,-0.0426,4.0208,-0.0216,8.6315,-0.0020
7136,9.6429,-0.2091,7.7504,-0.1250,10.9664,-0.0746,5.7296,-0.1455
7137,3.5893,-0.1430,10.3884,0.0052,9.5488,0.3631,4.8248,0.0423
7138,10.2338,-0.0221,6.2461,0.3479,13.2173,0.0769,3.2292,0.5564
7139,10.9416,-0.3221,5.1613,-0.0665,14.2189,-0.1482,7.2164,0.1271
7140,9.7149,-0.1379,8.4143,-0.0304,23.3033,0.0724,6.6271,-0.0397
7141,12.6328,-0.1357,6.7337,-0.1096,3.0000,-0.2040,11.0756,0.0084
7142,11.4956,-0.3169,8.7120,-0.0246,7.9532,-0.2250,9.1202,0.2852
7143,9.6996,-0.1551,8.0988,0.1202,11.5497,0.0692,10.4072,-0.3416
7144,12.6061,0.1849,3.0000,-0.2635,20.7117,0.2941,4.9137,-0.1300
7145,10.2649,-0.5003,17.4871,0.1890,8.4629,-0.1084,6.6235,0.0175
7146,7.7939,0.2537,13.2971,0.0455,9.9989,-0.0110,9.7283,-0.0605
7147,12.0864,-0.1311,9.5464,0.1715,10.9882,0.4618,17.5548,0.1492
7148,12.0615,0.0818,14.3621,0.1754,6.9742,0.0176,4.7398,0.2749
7149,6.2434,0.2506,5.8531,-0.1963,13.4475,-0.0039,9.5810,0.2826
7150,7.6266,-0.2348,6.5873,-0.0916,10.6142,0.1085,14.6558,0.1492
7151,7.9638,0.1125,12.0158,-0.3051,11.5674,-0.4719,17.6889,-0.2861
7152,5.8160,-0.3273,8.4318,-0.1370,10.9767,0.1505,4.5177,-0.2045
7153,7.2481,-0.3494,7.8951,-0.0772,13.8492,0.0426,6.4811,0.1716
7154,6.5579,-0.0614,5.7682,0.4322,9.8681,0.3333,22.7943,-0.0890
7155,8.8835,-0.0400,3.0000,0.1752,3.0000,-0.2209,7.9729,0.0809
7156,8.1222,0.2412,3.0000,-0.2969,5.4983,-0.0714,5.9906,-0.1928
7157,8.8190,-0.3688,11.0821,-0.2943,8.7963,0.0324,8.0605,0.1900
7158,8.0611,0.1476,8.4770,0.5909,12.2853,0.0421,6.7812,-0.2665
7159,11.3545,-0.1043,3.0000,0.0768,10.8134,0.0878,3.0000,0.6191
7160,13.0140,-0.0354,3.0000,-0.4025,12.1736,-0.0685,3.6757,-0.3020
7161,10.0419,-0.5364,8.8403,-0.1915,12.8628,0.3764,14.0317,0.3372
7162,7.3302,-0.0580,6.1988,-0.3865,10.2450,0.0797,11.8851,0.2676
7163,9.8549,0.1838,9.7028,-0.0326,6.4196,-0.1437,7.8289,0.2300
7164,8.5473,-0.0804,11.2728,0.0414,9.1427,0.0506,7.8715,-0.2101
7165,10.7153,-0.0959,18.0773,0.3265,5.6326,-0.1178,8.9381,-0.0692
7166,7.3158,0.4579,8.5252,-0.3183,3.0000,-0.3832,3.0000,0.1754
7167,12.5567,-0.0175,11.3581,-0.1461,14.1415,-0.0700,9.0838,-0.1667
7168,9.9913,-0.4511,10.0146,0.0853,16.1920,-0.2134,5.3655,-0.0532
7169,10.2071,-0.3991,17.0614,0.1754,8.6731,0.0153,20.9507,-0.2020
7170,9.7480,0.3625,13.0950,0.2867,5.0972,-0.1448,13.4859,0.3075
7171,12.8679,-0.1316,10.9240,-0.4601,15.2490,-0.2802,3.0000,-0.4570
7172,16.2956,0.1964,12.8955,0.0472,16.3288,0.2564,16.5603,0.3188
7173,9.5835,-0.1002,3.0000,0.1233,8.5697,-0.3377,12.1152,0.3821
7174,7.6032,0.0942,11.5753,0.2109,4.6955,-0.0377,13.5213,0.0385
7175,9.5285,-0.1182,16.9811,-0.0120,16.9882,-0.0814,13.1528,-0.4276
7176,9.5627,-0.0408,9.8777,0.1232,6.3329,-0.3311,13.2411,0.3159
7177,9.3658,0.1091,10.3961,0.3638,15.9876,-0.1979,10.8171,0.2372
7178,8.1021,-0.3188,7.4061,-0.0368,4.4028,-0.5883,3.0000,0.0476
7179,7.3507,0.0676,14.3304,0.0367,10.5380,-0.1953,9.6152,0.4356
7180,10.9076,0.0430,15.3777,-0.0164,7.3934,0.1186,8.3432,0.0357
7181,7.3472,-0.3901,6.3513,-0.0864,8.2764,-0.1248,15.5415,-0.1132
7182,9.7301,0.6663,6.9242,-0.3322,8.2837,0.1860,11.8914,0.2272
7183,4.5856,-0.0941,5.1494,-0.0846,9.6767,0.1655,7.5898,0.3169
7184,6.2730,-0.2669,11.4052,0.1755,9.1297,-0.0316,12.1726,-0.0916
7185,9.1146,0.3675,10.8964,0.1611,7.0469,-0.0159,12.0920,-0.6620
7186,8.8660,-0.3156,3.0000,-0.0176,18.9654,0.1124,9.3292,-0.1945
7187,10.8681,-0.1562,8.9447,0.0016,3.0000,-0.1634,8.5292,0.1100
7188,10.8502,0.0351,9.9507,-0.4456,17.7874,-0.1041,17.5406,0.1073
7189,12.5266,-0.1503,10.7262,0.2757,11.4134,0.0090,3.0000,0.1450
7190,9.7675,0.1309,3.0000,-0.5038,3.0000,-0.3049,13.4010,0.2585
7191,7.7583,0.1354,8.7908,-0.3282,15.2043,-0.2610,10.5323,-0.0179
7192,9.3553,-0.1963,7.5681,0.0011,14.3185,0.3536,6.0310,-0.0575
7193,9.4870,0.3667,11.1030,0.1429,18.0993,0.2214,8.6342,-0.4530
7194,13.5070,-0.0778,10.7872,0.3733,6.5795,-0.3575,18.5863,0.1056
7195,9.4720,0.0498,13.0223,0.2431,18.3713,0.1913,17.0203,-0.2321
7196,9.3647,-0.0977,6.2336,0.1812,10.3359,0.1465,5.9615,-0.0463
7197,8.5760,-0.1115,6.3457,0.1062,9.3355,0.2043,18.8901,0.0154
7198,9.3602,-0.0180,10.3097,-0.6836,10.7237,0.0107,15.6390,-0.1117
7199,11.3653,0.4616,6.5242,0.1171,18.8133,0.1595,11.1144,0.0745
7200,9.6007,0.1047,4.4161,0.2722,11.3675,0.1611,4.9311,0.4339
7201,7.6317,-0.2635,9.2856,-0.3765,8.9160,-0.1917,10.4353,0.1047
7202,3.1657,0.0197,15.0275,0.0479,19.6934,0.2588,5.6280,-0.0355
7203,9.0732,-0.1405,4.2688,-0.3922,14.4080,-0.2459,4.1360,0.0257
7204,7.7084,0.2427,3.0000,0.1931,9.7840,-0.2619,3.0000,-0.3807
7205,7.3511,-0.0280,4.2896,-0.2378,6.4674,0.2004,3.0000,0.1792
7206,7.9682,-0.3556,7.0346,0.5941,3.0764,0.2841,8.9872,0.0238
7207,8.8771,0.1017,15.2132,0.2169,17.2493,0.4049,7.6660,0.1669
7208,3.8367,-0.2075,11.6240,0.0438,22.4754,-0.1049,9.0522,0.2827
7209,8.0670,0.1008,7.7587,0.0081,12.2305,0.0382,4.6876,0.1728
7210,6.6700,0.2391,11.7771,0.1979,9.0332,0.1250,10.0996,0.1312
7211,12.9808,-0.0715,10.0464,0.1721,11.2566,-0.2805,13.6676,0.2670
7212,9.2127,-0.0404,4.3046,0.0775,6.9826,0.3190,13.1590,-0.2494
7213,6.8775,0.0427,15.1118,-0.2798,13.0964,0.3641,3.0000,0.0602
7214,6.3809,-0.1656,8.5491,0.1968,11.5309,0.2051,10.7730,-0.0712
7215,7.5640,0.0225,16.5612,-0.1307,6.9783,-0.2110,8.7214,0.0357
7216,8.4723,0.0521,10.7482,-0.3892,13.7446,-0.2988,11.8831,0.1422
7217,9.6340,-0.2217,15.1744,-0.0272,5.7454,0.0405,3.2549,-0.1248
7218,7.5884,0.2995,17.8928,-0.0973,19.4110,-0.0625,15.0357,-0.1757
7219,19.4502,-0.4303,26.1317,0.0613,39.8422,-0.3463,37.3509,0.3333
7220,11.1714,0.2018,8.6744,-0.0668,17.9080,0.3818,12.8837,-0.0148
7221,12.6377,0.3449,13.2345,-0.1462,13.7513,0.4962,11.5196,0.1260
7222,6.9859,0.1972,11.6449,0.1270,6.0105,0.0927,12.7022,0.1383
7223,8.6518,-0.2644,3.6445,0.1375,3.0000,0.1381,13.9225,0.2851
7224,8.4685,0.2163,21.2899,-0.4233,16.0750,-0.2470,3.7043,-0.0292
7225,5.2997,0.5261,5.9826,-0.0669,9.5892,0.3653,10.1938,0.2446
7226,6.2076,-0.0450,4.0699,0.0434,20.6752,0.3179,3.0000,-0.1275
7227,3.4123,-0.0002,14.0175,-0.2191,12.3729,-0.2223,20.9607,0.0062
7228,3.0000,0.1928,4.8516,0.1113,7.3225,-0.1113,14.4862,0.1890
7229,8.6546,-0.2182,10.5328,0.0054,10.2536,-0.2012,6.8128,-0.0078
7230,8.8148,-0.3835,4.2129,-0.0429,12.7978,-0.0539,6.3964,-0.1976
7231,10.4798,0.1053,9.2040,-0.1704,15.9435,0.0489,8.7829,0.1013
7232,12.5398,0.0091,6.8501,-0.0992,11.3820,-0.3056,10.7245,-0.4142
7233,8.8920,-0.2591,8.2883,0.2674,8.7838,-0.3041,11.7747,-0.4328
7234,6.5602,0.0963,14.0180,0.3432,3.0000,0.0326,3.0000,0.4481
7235,6.1320,-0.0872,3.0075,-0.2029,10.1741,0.4035,8.2389,-0.0326
7236,7.1129,0.0939,15.2449,-0.0437,12.0114,0.0584,12.3266,0.4837
7237,9.8115,0.0472,9.7680,-0.2389,6.9977,0.1469,10.3928,-0.1110
7238,7.7776,0.0336,14.8180,-0.0206,7.3024,0.2301,15.4886,0.0773
7239,5.6954,-0.0036,3.0000,0.0645,3.0000,-0.0592,13.9029,0.1012
7240,10.3274,-0.4384,10.4391,0.0162,4.8071,-0.3503,6.9282,0.3729
7241,12.3012,-0.3758,9.4351,-0.6593,7.1838,0.1447,17.1359,-0.0427
7242,7.6832,0.4493,7.9619,0.3052,6.2463,0.1949,9.6097,-0.0706
7243,9.1575,0.3461,5.2425,-0.1205,10.6201,-0.1055,7.1632,0.0499
7244,12.8433,-0.0693,10.0295,-0.3053,15.3628,0.4219,6.7187,-0.0472
7245,11.9855,0.1072,4.0393,-0.2108,11.2758,-0.2557,6.3693,-0.1962
7246,6.4397,-0.4176,3.0000,0.2642,3.0000,-0.1082,14.7921,0.2996
7247,12.6272,-0.3717,3.0000,0.1778,7.8070,0.1358,6.6468,0.0436
7248,10.3445,-0.7369,3.0000,-0.0122,7.0053,-0.3551,16.7701,0.0590
7249,11.4031,-0.2698,3.1912,-0.0170,13.3708,0.1012,3.0000,0.0168
7250,6.9047,-0.1625,3.0000,-0.3175,6.0662,0.4585,8.8599,0.1803
7251,5.9631,0.1768,4.1098,0.2502,10.5101,0.3934,8.1788,0.0840
7252,7.3631,-0.0583,3.0000,0.2289,12.4651,0.1207,15.4514,0.5025
7253,4.7963,0.0664,5.3252,0.3247,9.7012,-0.1473,10.2776,-0.3316
7254,10.3817,-0.0925,7.3182,0.0507,11.9534,-0.0135,14.5718,-0.0737
7255,6.9046,-0.0337,5.8903,0.2984,8.6474,0.0999,10.0796,-0.1333
7256,9.9709,-0.0913,12.2011,-0.2243,7.9743,0.0627,15.5865,0.0840
7257,13.6578,0.0648,4.0039,0.0167,8.8351,0.2105,3.0000,0.2457
7258,7.6367,-0.6845,13.1954,0.2319,10.7441,-0.4306,11.0422,0.2997
7259,8.4965,-0.0010,3.0000,0.1827,5.8400,-0.1366,16.1708,-0.3062
7260,9.1057,-0.0389,13.0699,0.4029,14.2090,0.1874,19.9461,0.1034
7261,9.9156,0.4167,5.5763,-0.1534,17.4155,0.1499,11.1440,0.0492
7262,8.9135,0.0568,3.8948,0.2143,9.0952,0.0786,6.2423,0.5244
7263,12.3443,0.3974,12.4779,-0.3002,3.0000,0.2813,5.3495,0.3132
7264,12.6527,-0.1967,11.9119,-0.4557,19.3164,0.2914,8.5189,-0.3329
7265,9.1420,-0.1885,18.3441,0.0925,11.2435,-0.3202,14.1308,0.3897
7266,9.7207,0.4196,7.0504,0.4456,11.8625,0.0891,9.9384,0.1063
7267,9.2484,-0.0593,8.1700,0.3690,21.0061,0.2713,15.3111,0.0091
7268,13.0655,-0.2020,4.8067,-0.2167,9.4018,-0.0241,8.2522,-0.3855
7269,3.0000,0.0053,9.8746,-0.0003,9.3907,-0.0277,21.6782,-0.0848
7270,6.6585,0.0476,13.5746,-0.2789,7.2520,0.1432,13.5215,0.4598
7271,8.9835,0.3085,3.0000,0.0361,15.4030,-0.4568,15.1005,0.0131
7272,10.7477,-0.2007,4.4342,0.1594,7.1917,-0.0705,7.3346,-0.0010
7273,11.9013,0.1853,8.6320,-0.0952,3.0000,-0.1526,3.0000,0.2828
7274,7.9555,0.4381,11.9713,0.0620,7.8204,-0.0231,11.9170,-0.4275
7275,7.1515,0.2794,7.5673,-0.1722,13.8133,0.4078,6.3069,-0.1139
7276,7.3875,0.4521,9.9297,-0.1484,3.3046,0.1589,10.5824,0.1169
7277,9.6663,0.0030,6.5007,-0.2355,5.3002,-0.4851,9.4247,0.6583
7278,6.2355,0.1511,9.3779,-0.2194,13.3887,-0.2184,7.7394,0.2222
7279,7.7104,-0.1935,6.5450,0.4385,9.1334,-0.5439,8.1467,-0.2378
7280,7.6982,0.6156,3.5369,0.1355,3.0000,-0.0513,15.3448,0.0697
7281,10.9987,0.2243,10.8802,-0.4568,15.1213,0.0194,5.0615,-0.0344
7282,6.2885,0.0575,11.9348,0.1101,4.7783,0.0634,18.5248,-0.0497
7283,3.4396,-0.0136,12.2805,0.1226,12.0348,-0.1617,17.0865,-0.0448
7284,8.6968,-0.5331,5.1901,0.4605,16.0041,-0.2630,8.4371,0.0157
7285,11.4404,-0.5426,3.0000,-0.3011,10.5642,-0.1615,8.3183,-0.3178
7286,7.6662,-0.2733,11.6443,0.1446,13.4587,0.0634,13.6972,0.1986
7287,5.5769,-0.1354,4.3057,-0.0238,25.2628,-0.0564,19.9155,-0.0649
7288,11.8753,0.1622,8.7342,0.0636,8.9779,-0.0170,8.1125,-0.2100
7289,9.0815,0.2021,13.9269,0.1691,13.5246,0.2631,4.7875,-0.4204
7290,10.2818,-0.0000,3.0000,-0.5441,19.9413,0.0783,10.6546,-0.0611
7291,7.4119,0.0808,8.1625,0.1339,10.9165,0.0670,3.0000,-0.0457
7292,3.6182,-0.0449,6.9924,0.1425,14.6215,0.1863,9.2983,0.3386
7293,9.7560,0.2740,8.0421,0.0669,15.7994,0.1487,15.3832,0.1221
7294,9.9489,-0.1825,3.0000,-0.2671,3.0000,0.1757,12.9893,-0.0425
7295,8.3296,-0.0785,8.0599,-0.0349,14.8773,-0.0371,5.4570,-0.1963
7296,5.4677,0.0478,12.8957,0.3544,4.2378,-0.0733,6.5687,-0.1972
7297,12.4392,-0.1931,6.2453,-0.0102,3.1094,0.0047,3.6133,0.0401
7298,8.4924,-0.3728,14.9427,0.1982,9.1752,-0.2145,7.8755,-0.2031
7299,4.1119,0.0892,3.0000,0.1294,3.9014,-0.1170,3.0000,-0.4363
7300,14.0959,0.5632,17.8175,0.2863,10.4697,-0.1094,5.9140,0.0499
7301,5.8902,0.0282,10.1514,0.4081,7.9182,-0.1458,17.3279,0.0505
7302,10.8558,0.1868,13.8794,-0.5162,3.9520,-0.1494,11.4846,0.1659
7303,9.2915,-0.0846,14.6500,-0.1634,3.1948,0.2112,4.1824,0.0180
7304,9.0973,0.0997,10.4730,0.0107,6.3479,0.3157,17.5155,0.0044
