Time,RegU,RegD,Spin,NSpin,ECRS
2024-10-30 18:00:00,29.45,4.07,27.49,22.0,27.49
2024-10-30 19:00:00,14.66,3.96,16.81,15.41,16.81
2024-10-30 20:00:00,1.47,0.92,4.18,8.65,4.18
2024-10-30 21:00:00,1.8,0.79,1.0,7.5,1.0
2024-10-30 22:00:00,1.61,0.79,0.81,1.44,0.81
2024-10-30 23:00:00,1.59,0.79,0.79,1.36,0.79
2024-10-31 00:00:00,1.25,0.49,0.49,0.25,0.49
2024-10-31 01:00:00,1.25,0.49,0.49,0.49,0.49
2024-10-31 02:00:00,1.29,0.49,0.44,0.25,0.44
2024-10-31 03:00:00,1.29,0.49,0.49,0.25,0.49
2024-10-31 04:00:00,1.29,0.49,0.49,0.25,0.49
2024-10-31 05:00:00,1.29,0.49,0.49,0.49,0.49
2024-10-31 06:00:00,0.79,0.49,0.79,2.03,0.79
2024-10-31 07:00:00,1.65,1.6,1.0,2.0,1.0
2024-10-31 08:00:00,1.5,3.4,1.5,1.96,1.5
2024-10-31 09:00:00,1.8,1.0,1.0,1.59,1.0
2024-10-31 10:00:00,1.59,0.91,0.79,1.36,0.79
2024-10-31 11:00:00,1.58,1.0,0.78,1.44,0.78
2024-10-31 12:00:00,1.66,1.49,0.86,2.11,0.86
2024-10-31 13:00:00,1.64,0.7,0.84,3.21,0.84
2024-10-31 14:00:00,3.23,1.49,0.86,1.36,0.86
2024-10-31 15:00:00,3.37,1.49,1.0,1.35,1.0
2024-10-31 16:00:00,4.87,3.91,1.0,1.31,1.0
2024-10-31 17:00:00,7.35,7.35,3.48,6.76,3.48
2024-10-31 18:00:00,81.45,17.89,79.45,27.87,79.45
2024-10-31 19:00:00,53.48,22.05,60.83,25.0,60.83
2024-10-31 20:00:00,2.94,3.06,9.76,11.76,11.76
2024-10-31 21:00:00,3.48,1.98,2.68,10.19,2.68
2024-10-31 22:00:00,1.8,0.79,1.0,3.0,1.0
2024-10-31 23:00:00,1.75,0.79,0.95,1.2,0.95
2024-11-01 00:00:00,0.53,0.49,0.49,0.06,0.05
2024-11-01 01:00:00,1.0,0.49,0.49,0.06,0.06
2024-11-01 02:00:00,1.0,0.49,0.44,0.08,0.06
2024-11-01 03:00:00,1.29,0.49,0.44,0.08,0.05
2024-11-01 04:00:00,1.29,0.49,0.44,0.08,0.05
2024-11-01 05:00:00,1.29,0.49,0.49,0.08,0.06
2024-11-01 06:00:00,1.19,0.49,1.19,5.0,1.19
2024-11-01 07:00:00,2.65,7.63,3.03,7.0,3.03
2024-11-01 08:00:00,7.5,5.88,7.5,7.5,7.5
2024-11-01 09:00:00,2.3,2.5,1.5,2.11,1.5
2024-11-01 10:00:00,1.59,1.0,0.79,1.48,0.79
2024-11-01 11:00:00,1.55,0.81,0.75,1.0,0.75
2024-11-01 12:00:00,1.3,0.49,0.5,1.0,0.44
2024-11-01 13:00:00,1.34,0.88,0.54,1.0,0.54
2024-11-01 14:00:00,2.11,0.96,0.99,1.48,0.99
2024-11-01 15:00:00,2.11,1.13,0.99,1.48,0.99
2024-11-01 16:00:00,2.31,0.49,1.19,1.72,1.19
2024-11-01 17:00:00,5.0,1.91,3.88,5.57,3.88
2024-11-01 18:00:00,10.0,2.36,8.0,8.0,8.0
2024-11-01 19:00:00,3.0,3.59,9.2,7.49,9.2
2024-11-01 20:00:00,2.93,0.19,2.93,2.93,2.93
2024-11-01 21:00:00,1.8,0.79,1.0,1.0,1.0
2024-11-01 22:00:00,1.0,0.79,0.49,0.25,0.23
2024-11-01 23:00:00,1.0,0.49,0.49,0.25,0.06
2024-11-02 00:00:00,1.0,0.49,0.44,0.06,0.05
2024-11-02 01:00:00,1.0,0.49,0.44,0.06,0.06
2024-11-02 02:00:00,1.0,0.49,0.44,0.08,0.05
2024-11-02 03:00:00,1.29,0.49,0.44,0.08,0.05
2024-11-02 04:00:00,1.29,0.49,0.4,0.08,0.05
2024-11-02 05:00:00,1.29,0.49,0.37,0.08,0.05
2024-11-02 06:00:00,1.3,0.49,0.5,0.99,0.06
2024-11-02 07:00:00,1.29,1.43,0.49,0.99,0.44
2024-11-02 08:00:00,1.43,1.16,0.63,0.99,0.63
2024-11-02 09:00:00,1.3,1.79,0.5,0.99,0.5
2024-11-02 10:00:00,1.29,0.49,0.49,0.94,0.49
2024-11-02 11:00:00,1.29,0.49,0.49,0.96,0.49
2024-11-02 12:00:00,1.29,0.49,0.49,0.97,0.37
2024-11-02 13:00:00,1.29,0.49,0.49,0.97,0.49
2024-11-02 14:00:00,1.85,0.49,0.73,1.0,0.73
2024-11-02 15:00:00,1.88,1.49,0.76,1.0,0.76
2024-11-02 16:00:00,1.98,0.49,0.86,1.48,0.86
2024-11-02 17:00:00,2.62,1.91,1.5,8.61,1.5
2024-11-02 18:00:00,5.42,2.02,5.17,4.1,5.17
2024-11-02 19:00:00,1.5,2.8,4.51,3.76,4.51
2024-11-02 20:00:00,1.5,0.19,1.6,1.6,1.6
2024-11-02 21:00:00,1.8,0.79,1.0,1.0,1.0
2024-11-02 22:00:00,1.29,0.79,0.49,0.25,0.49
2024-11-02 23:00:00,1.29,0.79,0.44,0.25,0.4
2024-11-03 00:00:00,1.29,0.49,0.44,0.06,0.05
2024-11-03 01:00:00,0.55,0.55,0.35,0.07,0.06
2024-11-03 01:00:00,0.6950000000000001,0.52,0.395,0.135,0.06
2024-11-03 02:00:00,0.85,0.49,0.43,0.08,0.05
2024-11-03 03:00:00,1.0,0.49,0.37,0.08,0.05
2024-11-03 04:00:00,1.29,0.49,0.37,0.08,0.05
2024-11-03 05:00:00,1.29,0.49,0.35,0.1,0.05
2024-11-03 06:00:00,1.5,0.45,0.4,1.0,0.06
2024-11-03 07:00:00,1.29,0.9,0.44,1.0,0.35
2024-11-03 08:00:00,1.3,1.79,0.5,1.0,0.5
2024-11-03 09:00:00,1.3,1.24,0.5,1.0,0.5
2024-11-03 10:00:00,1.29,1.0,0.49,0.94,0.49
2024-11-03 11:00:00,1.29,0.69,0.44,0.61,0.44
2024-11-03 12:00:00,1.29,0.82,0.44,0.65,0.07
2024-11-03 13:00:00,1.61,1.0,0.44,0.96,0.44
2024-11-03 14:00:00,1.66,0.49,0.54,0.97,0.54
2024-11-03 15:00:00,1.82,0.49,0.7,1.02,0.7
2024-11-03 16:00:00,2.1,1.49,0.98,3.0,0.98
2024-11-03 17:00:00,11.12,3.06,10.0,11.63,10.0
2024-11-03 18:00:00,5.17,2.8,5.17,5.0,5.17
2024-11-03 19:00:00,1.0,0.95,1.98,1.98,1.98
2024-11-03 20:00:00,1.09,0.49,0.79,1.04,0.79
2024-11-03 21:00:00,1.55,0.75,0.75,1.0,0.75
2024-11-03 22:00:00,1.43,0.79,0.63,0.92,0.63
2024-11-03 23:00:00,0.57,0.79,0.37,0.25,0.3
2024-11-04 00:00:00,1.0,0.29,0.29,0.08,0.05
2024-11-04 01:00:00,1.1,0.29,0.3,0.08,0.06
2024-11-04 02:00:00,1.1,0.29,0.3,0.25,0.05
2024-11-04 03:00:00,1.1,0.29,0.3,0.25,0.05
2024-11-04 04:00:00,1.17,0.29,0.37,0.25,0.05
2024-11-04 05:00:00,1.1,0.29,0.3,0.25,0.05
2024-11-04 06:00:00,1.5,0.29,0.44,1.05,0.06
2024-11-04 07:00:00,1.24,2.02,0.44,1.29,0.44
2024-11-04 08:00:00,1.55,1.8,0.75,1.03,0.75
2024-11-04 09:00:00,1.55,1.79,0.75,1.01,0.75
2024-11-04 10:00:00,1.3,1.5,0.5,0.97,0.5
2024-11-04 11:00:00,1.24,0.49,0.44,1.01,0.44
2024-11-04 12:00:00,1.24,0.98,0.44,1.0,0.07
2024-11-04 13:00:00,1.3,1.0,0.5,1.35,0.5
2024-11-04 14:00:00,1.66,0.29,0.86,2.5,0.86
2024-11-04 15:00:00,1.91,1.49,0.79,1.91,0.79
2024-11-04 16:00:00,2.12,1.91,1.0,10.96,1.0
2024-11-04 17:00:00,8.4,1.68,9.38,28.95,9.38
2024-11-04 18:00:00,6.1,2.8,7.18,7.18,7.18
2024-11-04 19:00:00,0.99,0.79,1.49,1.6,1.49
2024-11-04 20:00:00,1.55,0.49,0.75,1.35,0.75
2024-11-04 21:00:00,1.59,0.79,0.79,3.0,0.79
2024-11-04 22:00:00,1.45,0.74,0.65,1.0,0.65
2024-11-04 23:00:00,1.55,0.79,0.75,1.01,0.75
2024-11-05 00:00:00,1.0,0.37,0.37,0.25,0.37
2024-11-05 01:00:00,1.2,0.29,0.4,0.25,0.4
2024-11-05 02:00:00,1.24,0.29,0.44,0.44,0.44
2024-11-05 03:00:00,1.24,0.29,0.44,0.44,0.44
2024-11-05 04:00:00,1.24,0.29,0.44,0.44,0.44
2024-11-05 05:00:00,1.45,0.29,0.65,0.65,0.65
2024-11-05 06:00:00,1.8,0.29,1.0,2.5,1.0
2024-11-05 07:00:00,1.8,0.97,1.0,2.11,1.0
2024-11-05 08:00:00,1.81,0.9,0.98,2.0,1.01
2024-11-05 09:00:00,1.74,1.79,0.94,1.36,0.94
2024-11-05 10:00:00,1.48,0.44,0.68,1.0,0.68
2024-11-05 11:00:00,1.34,0.44,0.54,1.01,0.54
2024-11-05 12:00:00,1.3,0.38,0.5,1.03,0.5
2024-11-05 13:00:00,1.34,0.4,0.54,1.01,0.54
2024-11-05 14:00:00,1.59,0.29,0.79,1.0,0.79
2024-11-05 15:00:00,1.91,0.29,0.79,1.0,0.79
2024-11-05 16:00:00,2.87,2.66,1.0,18.0,1.0
2024-11-05 17:00:00,46.56,3.96,50.05,50.05,50.05
2024-11-05 18:00:00,35.0,7.77,37.99,16.19,37.99
2024-11-05 19:00:00,3.89,2.8,6.15,6.46,6.86
2024-11-05 20:00:00,1.8,0.49,0.98,2.5,1.0
2024-11-05 21:00:00,1.8,1.0,0.98,1.36,1.0
2024-11-05 22:00:00,1.6,0.93,0.8,1.0,0.8
2024-11-05 23:00:00,1.61,0.93,0.81,0.81,0.81
2024-11-06 00:00:00,0.63,0.29,0.63,0.25,0.63
2024-11-06 01:00:00,0.71,0.29,0.71,0.25,0.71
2024-11-06 02:00:00,0.68,0.29,0.68,0.68,0.68
2024-11-06 03:00:00,1.4,0.29,0.75,0.75,0.75
2024-11-06 04:00:00,1.59,0.29,0.79,0.79,0.79
2024-11-06 05:00:00,1.55,0.29,0.75,0.75,0.75
2024-11-06 06:00:00,1.78,0.29,0.79,1.05,0.79
2024-11-06 07:00:00,1.59,2.3,0.79,1.03,0.79
2024-11-06 08:00:00,1.78,1.5,0.98,1.03,0.98
2024-11-06 09:00:00,1.61,1.79,0.81,1.19,0.81
2024-11-06 10:00:00,1.25,0.29,0.74,1.01,0.74
2024-11-06 11:00:00,1.4,0.29,0.71,1.01,0.71
2024-11-06 12:00:00,1.44,0.29,0.64,1.01,0.64
2024-11-06 13:00:00,1.49,0.29,0.69,1.03,0.69
2024-11-06 14:00:00,1.59,1.0,0.79,1.02,0.79
2024-11-06 15:00:00,1.59,1.43,0.79,1.01,0.79
2024-11-06 16:00:00,4.12,3.91,1.0,6.0,1.0
2024-11-06 17:00:00,37.52,2.8,40.0,49.75,40.0
2024-11-06 18:00:00,19.54,7.01,22.53,15.07,22.53
2024-11-06 19:00:00,5.38,0.19,6.38,6.23,6.38
2024-11-06 20:00:00,1.8,0.49,0.98,1.36,1.0
2024-11-06 21:00:00,1.8,1.15,0.98,1.23,1.0
2024-11-06 22:00:00,1.6,0.8,0.8,1.0,0.8
2024-11-06 23:00:00,1.55,0.49,0.75,0.75,0.75
2024-11-07 00:00:00,0.38,0.29,0.3,0.07,0.05
2024-11-07 01:00:00,0.39,0.29,0.3,0.07,0.06
2024-11-07 02:00:00,0.47,0.29,0.3,0.09,0.05
2024-11-07 03:00:00,1.0,0.29,0.3,0.09,0.05
2024-11-07 04:00:00,1.14,0.29,0.34,0.09,0.05
2024-11-07 05:00:00,1.14,0.29,0.34,0.1,0.05
2024-11-07 06:00:00,1.65,0.29,0.5,1.0,0.1
2024-11-07 07:00:00,1.3,1.38,0.5,1.0,0.5
2024-11-07 08:00:00,1.59,1.5,0.79,1.0,0.79
2024-11-07 09:00:00,1.6,1.79,0.8,0.96,0.8
2024-11-07 10:00:00,1.54,1.4,0.74,0.74,0.74
2024-11-07 11:00:00,1.3,0.5,0.5,0.94,0.5
2024-11-07 12:00:00,1.3,0.55,0.5,0.94,0.37
2024-11-07 13:00:00,1.5,1.0,0.7,1.01,0.7
2024-11-07 14:00:00,1.59,1.49,0.79,1.07,0.79
2024-11-07 15:00:00,1.59,1.49,0.79,1.05,0.79
2024-11-07 16:00:00,4.12,3.91,1.0,3.53,1.0
2024-11-07 17:00:00,15.42,3.08,17.21,20.0,17.21
2024-11-07 18:00:00,16.93,7.77,16.93,15.0,16.93
2024-11-07 19:00:00,3.44,0.19,6.38,6.38,6.38
2024-11-07 20:00:00,1.8,0.49,0.98,2.5,1.0
2024-11-07 21:00:00,1.59,0.49,0.79,1.59,0.79
2024-11-07 22:00:00,1.54,0.49,0.74,0.99,0.74
2024-11-07 23:00:00,1.58,0.49,0.78,0.78,0.78
2024-11-08 00:00:00,1.17,0.29,0.37,0.25,0.37
2024-11-08 01:00:00,1.25,0.29,0.5,0.25,0.5
2024-11-08 02:00:00,1.0,0.29,0.5,0.5,0.5
2024-11-08 03:00:00,1.0,0.29,0.5,0.5,0.5
2024-11-08 04:00:00,1.2,0.29,0.4,0.4,0.4
2024-11-08 05:00:00,1.2,0.29,0.4,0.4,0.4
2024-11-08 06:00:00,1.48,0.29,0.68,1.36,0.68
2024-11-08 07:00:00,2.27,3.43,1.0,1.07,1.0
2024-11-08 08:00:00,1.2,3.96,1.2,1.2,1.2
2024-11-08 09:00:00,1.74,1.79,0.94,1.03,0.94
2024-11-08 10:00:00,1.5,0.29,0.75,1.0,0.75
2024-11-08 11:00:00,1.09,0.85,0.6,1.0,0.6
2024-11-08 12:00:00,1.48,1.24,0.68,1.35,0.68
2024-11-08 13:00:00,1.59,1.49,0.79,2.58,0.79
2024-11-08 14:00:00,1.59,1.49,0.79,2.5,0.79
2024-11-08 15:00:00,1.59,1.49,0.79,2.5,0.79
2024-11-08 16:00:00,4.22,4.03,0.98,3.0,0.98
2024-11-08 17:00:00,24.18,4.9,26.29,25.9,26.29
2024-11-08 18:00:00,15.0,6.34,17.44,10.0,17.44
2024-11-08 19:00:00,4.06,1.47,7.0,7.0,7.0
2024-11-08 20:00:00,1.8,0.49,0.98,2.5,1.0
2024-11-08 21:00:00,1.6,0.49,0.8,3.03,0.8
2024-11-08 22:00:00,1.64,0.49,0.79,1.05,0.84
2024-11-08 23:00:00,1.59,0.49,0.79,1.03,0.79
2024-11-09 00:00:00,1.01,0.29,0.75,1.0,0.75
2024-11-09 01:00:00,1.04,0.29,0.79,1.0,0.79
2024-11-09 02:00:00,1.55,0.29,0.75,1.0,0.75
2024-11-09 03:00:00,1.58,0.29,0.78,1.0,0.78
2024-11-09 04:00:00,1.59,0.29,0.79,1.0,0.79
2024-11-09 05:00:00,1.59,0.29,0.79,0.94,0.79
2024-11-09 06:00:00,1.6,0.29,0.8,1.36,0.8
2024-11-09 07:00:00,1.4,2.7,1.0,1.35,1.0
2024-11-09 08:00:00,1.12,3.92,1.12,1.12,1.12
2024-11-09 09:00:00,1.56,1.5,0.76,0.97,0.76
2024-11-09 10:00:00,1.36,0.29,0.56,0.92,0.56
2024-11-09 11:00:00,1.29,0.29,0.49,0.7,0.37
2024-11-09 12:00:00,1.29,0.29,0.49,0.72,0.24
2024-11-09 13:00:00,1.17,0.54,0.37,0.72,0.37
2024-11-09 14:00:00,1.43,1.09,0.63,0.7,0.63
2024-11-09 15:00:00,1.3,1.03,0.5,0.79,0.5
2024-11-09 16:00:00,4.24,4.03,1.0,2.33,1.0
2024-11-09 17:00:00,30.95,3.62,33.92,25.9,33.92
2024-11-09 18:00:00,15.74,6.25,18.18,9.18,18.18
2024-11-09 19:00:00,2.23,0.19,5.2,5.2,5.2
2024-11-09 20:00:00,1.84,0.49,0.84,1.36,1.04
2024-11-09 21:00:00,1.66,0.97,0.8,1.35,0.86
2024-11-09 22:00:00,1.59,0.49,0.79,1.01,0.79
2024-11-09 23:00:00,1.59,0.49,0.79,1.0,0.79
2024-11-10 00:00:00,1.0,0.29,0.29,0.1,0.06
2024-11-10 01:00:00,1.09,0.29,0.29,0.11,0.11
2024-11-10 02:00:00,1.09,0.29,0.29,0.25,0.06
2024-11-10 03:00:00,1.09,0.29,0.29,0.25,0.06
2024-11-10 04:00:00,1.1,0.29,0.3,0.25,0.06
2024-11-10 05:00:00,1.09,0.29,0.29,0.25,0.06
2024-11-10 06:00:00,1.27,0.29,0.47,1.01,0.1
2024-11-10 07:00:00,1.95,2.7,0.64,1.0,0.64
2024-11-10 08:00:00,1.0,4.59,1.0,1.0,1.0
2024-11-10 09:00:00,1.59,1.0,0.79,0.97,0.79
2024-11-10 10:00:00,1.35,0.29,0.55,0.65,0.55
2024-11-10 11:00:00,1.3,0.29,0.5,0.65,0.37
2024-11-10 12:00:00,1.35,0.29,0.55,1.0,0.55
2024-11-10 13:00:00,1.4,1.49,0.6,1.0,0.6
2024-11-10 14:00:00,1.59,1.49,0.79,1.0,0.79
2024-11-10 15:00:00,2.08,1.49,0.96,1.05,1.0
2024-11-10 16:00:00,10.97,10.17,1.58,9.45,1.59
2024-11-10 17:00:00,106.1,8.41,111.0,94.26,111.0
2024-11-10 18:00:00,78.27,14.72,83.92,39.5,83.92
2024-11-10 19:00:00,34.64,0.19,41.64,19.3,43.64
2024-11-10 20:00:00,4.6,3.11,3.6,7.9,5.0
2024-11-10 21:00:00,3.0,1.0,2.0,6.35,2.2
2024-11-10 22:00:00,1.8,0.49,1.0,1.48,1.0
2024-11-10 23:00:00,1.8,0.51,1.0,1.36,1.0
2024-11-11 00:00:00,1.25,0.29,0.81,0.95,0.81
2024-11-11 01:00:00,1.25,0.29,0.83,0.97,0.83
2024-11-11 02:00:00,1.4,0.29,0.79,1.0,0.79
2024-11-11 03:00:00,1.59,0.29,0.79,1.0,0.79
2024-11-11 04:00:00,1.59,0.29,0.79,1.0,0.79
2024-11-11 05:00:00,1.61,0.29,0.81,1.0,0.81
2024-11-11 06:00:00,1.8,0.29,1.0,1.8,1.0
2024-11-11 07:00:00,2.5,2.7,2.5,2.5,2.5
2024-11-11 08:00:00,2.5,4.59,2.5,2.5,2.5
2024-11-11 09:00:00,1.55,1.0,0.75,1.0,0.75
2024-11-11 10:00:00,1.3,0.29,0.5,0.92,0.5
2024-11-11 11:00:00,1.17,0.29,0.37,0.97,0.37
2024-11-11 12:00:00,1.09,0.29,0.29,1.0,0.24
2024-11-11 13:00:00,1.18,0.5,0.38,1.0,0.38
2024-11-11 14:00:00,1.59,1.09,0.79,1.0,0.79
2024-11-11 15:00:00,1.91,1.49,0.78,1.48,0.78
2024-11-11 16:00:00,10.88,10.17,1.5,9.45,1.5
2024-11-11 17:00:00,134.63,8.41,139.53,90.0,139.53
2024-11-11 18:00:00,73.61,14.72,79.26,20.0,79.26
2024-11-11 19:00:00,24.39,0.19,30.48,19.25,31.57
2024-11-11 20:00:00,7.79,0.49,6.79,7.85,6.99
2024-11-11 21:00:00,1.9,0.61,1.1,1.9,1.1
2024-11-11 22:00:00,1.78,0.49,0.98,1.0,0.98
2024-11-11 23:00:00,1.61,0.49,0.81,0.99,0.81
2024-11-12 00:00:00,1.09,0.29,0.29,0.25,0.05
2024-11-12 01:00:00,1.09,0.29,0.29,0.22,0.11
2024-11-12 02:00:00,1.1,0.29,0.3,0.25,0.05
2024-11-12 03:00:00,1.1,0.29,0.3,0.25,0.05
2024-11-12 04:00:00,1.15,0.29,0.35,0.25,0.05
2024-11-12 05:00:00,1.2,0.29,0.37,0.25,0.15
2024-11-12 06:00:00,1.65,0.29,0.79,1.0,0.79
2024-11-12 07:00:00,2.61,2.7,1.0,1.0,1.0
2024-11-12 08:00:00,1.05,3.96,1.05,1.05,1.05
2024-11-12 09:00:00,1.53,0.75,0.73,1.0,0.73
2024-11-12 10:00:00,0.81,0.29,0.4,0.81,0.4
2024-11-12 11:00:00,0.92,0.29,0.29,0.92,0.29
2024-11-12 12:00:00,1.09,0.52,0.29,1.0,0.29
2024-11-12 13:00:00,1.09,1.0,0.29,1.0,0.29
2024-11-12 14:00:00,1.3,1.49,0.5,1.0,0.5
2024-11-12 15:00:00,1.21,1.49,0.41,1.0,0.41
2024-11-12 16:00:00,9.38,8.11,0.81,1.07,0.81
2024-11-12 17:00:00,15.83,3.36,18.44,18.44,18.44
2024-11-12 18:00:00,8.81,7.4,8.81,4.04,8.81
2024-11-12 19:00:00,1.98,0.19,2.56,2.56,2.57
2024-11-12 20:00:00,1.77,0.49,0.97,1.03,0.97
2024-11-12 21:00:00,1.59,0.49,0.79,1.01,0.79
2024-11-12 22:00:00,1.29,0.49,0.49,0.49,0.49
2024-11-12 23:00:00,1.29,0.49,0.4,0.4,0.24
2024-11-13 00:00:00,0.32,0.29,0.29,0.08,0.03
2024-11-13 01:00:00,0.51,0.29,0.29,0.12,0.04
2024-11-13 02:00:00,0.74,0.29,0.29,0.25,0.03
2024-11-13 03:00:00,0.92,0.29,0.3,0.25,0.03
2024-11-13 04:00:00,1.0,0.29,0.3,0.25,0.03
2024-11-13 05:00:00,1.15,0.29,0.35,0.25,0.03
2024-11-13 06:00:00,1.3,0.29,0.5,1.0,0.05
2024-11-13 07:00:00,1.0,2.22,0.71,1.0,0.71
2024-11-13 08:00:00,1.0,3.03,1.0,1.0,1.0
2024-11-13 09:00:00,1.3,1.5,0.5,1.0,0.5
2024-11-13 10:00:00,1.09,1.51,0.29,0.81,0.29
2024-11-13 11:00:00,1.09,1.0,0.29,0.94,0.29
2024-11-13 12:00:00,0.96,0.29,0.28,0.96,0.24
2024-11-13 13:00:00,1.09,0.29,0.29,0.96,0.29
2024-11-13 14:00:00,1.23,0.59,0.43,0.92,0.43
2024-11-13 15:00:00,1.2,1.39,0.4,0.94,0.4
2024-11-13 16:00:00,18.4,10.01,1.5,2.61,1.5
2024-11-13 17:00:00,63.5,4.5,68.45,58.8,68.45
2024-11-13 18:00:00,47.3,10.99,53.7,15.0,53.7
2024-11-13 19:00:00,28.75,0.19,34.0,18.89,34.0
2024-11-13 20:00:00,6.0,0.49,5.0,8.0,5.2
2024-11-13 21:00:00,1.8,0.49,0.98,2.36,1.0
2024-11-13 22:00:00,1.72,0.62,0.92,1.17,0.92
2024-11-13 23:00:00,1.6,0.5,0.8,1.01,0.8
2024-11-14 00:00:00,1.21,0.29,0.41,0.25,0.1
2024-11-14 01:00:00,1.25,0.29,0.55,0.22,0.55
2024-11-14 02:00:00,1.55,0.5,0.75,0.25,0.12
2024-11-14 03:00:00,1.3,0.29,0.5,0.25,0.13
2024-11-14 04:00:00,1.43,0.29,0.63,0.25,0.14
2024-11-14 05:00:00,1.3,0.29,0.5,0.25,0.15
2024-11-14 06:00:00,1.59,0.29,0.79,1.18,0.79
2024-11-14 07:00:00,1.5,2.7,1.0,1.01,1.0
2024-11-14 08:00:00,1.07,3.03,1.07,1.07,1.07
2024-11-14 09:00:00,1.43,0.85,0.63,1.0,0.63
2024-11-14 10:00:00,0.74,0.29,0.36,0.74,0.36
2024-11-14 11:00:00,1.09,1.0,0.29,0.7,0.29
2024-11-14 12:00:00,1.09,0.63,0.29,0.72,0.24
2024-11-14 13:00:00,1.09,0.29,0.29,0.72,0.29
2024-11-14 14:00:00,1.29,0.53,0.49,0.61,0.49
2024-11-14 15:00:00,1.09,0.29,0.29,0.7,0.29
2024-11-14 16:00:00,6.94,5.23,0.79,1.48,0.79
2024-11-14 17:00:00,21.04,4.21,21.04,20.0,21.04
2024-11-14 18:00:00,12.0,8.41,11.35,1.07,7.5
2024-11-14 19:00:00,1.76,0.19,1.07,1.07,1.07
2024-11-14 20:00:00,1.3,0.49,0.5,0.58,0.5
2024-11-14 21:00:00,1.3,0.49,0.5,0.58,0.24
2024-11-14 22:00:00,1.29,0.49,0.49,0.25,0.06
2024-11-14 23:00:00,1.29,0.49,0.44,0.25,0.04
2024-11-15 00:00:00,1.0,0.29,0.29,0.08,0.04
2024-11-15 01:00:00,1.0,0.29,0.29,0.08,0.05
2024-11-15 02:00:00,1.01,0.29,0.29,0.25,0.04
2024-11-15 03:00:00,1.09,0.29,0.29,0.25,0.04
2024-11-15 04:00:00,1.09,0.29,0.29,0.25,0.04
2024-11-15 05:00:00,1.09,0.29,0.29,0.25,0.04
2024-11-15 06:00:00,1.47,0.29,0.67,1.07,0.1
2024-11-15 07:00:00,1.15,2.04,0.81,1.0,0.81
2024-11-15 08:00:00,1.0,2.02,1.0,1.0,1.0
2024-11-15 09:00:00,1.36,1.05,0.56,0.97,0.56
2024-11-15 10:00:00,1.09,1.0,0.29,0.61,0.29
2024-11-15 11:00:00,1.09,0.29,0.29,0.62,0.29
2024-11-15 12:00:00,1.09,1.0,0.26,0.65,0.24
2024-11-15 13:00:00,1.09,0.29,0.29,0.65,0.29
2024-11-15 14:00:00,1.3,0.29,0.5,0.65,0.5
2024-11-15 15:00:00,1.09,0.29,0.29,0.66,0.29
2024-11-15 16:00:00,2.29,2.29,0.49,1.0,0.49
2024-11-15 17:00:00,3.45,1.35,1.5,1.5,1.5
2024-11-15 18:00:00,1.47,2.14,1.41,0.75,0.24
2024-11-15 19:00:00,0.99,0.19,0.99,0.65,0.99
2024-11-15 20:00:00,1.29,0.49,0.49,0.58,0.24
2024-11-15 21:00:00,1.29,0.5,0.49,0.58,0.05
2024-11-15 22:00:00,1.0,1.79,0.37,0.25,0.04
2024-11-15 23:00:00,1.29,1.01,0.43,0.25,0.04
2024-11-16 00:00:00,1.0,0.29,0.29,0.07,0.03
2024-11-16 01:00:00,1.09,0.29,0.29,0.07,0.04
2024-11-16 02:00:00,1.09,0.29,0.29,0.25,0.03
2024-11-16 03:00:00,1.09,0.29,0.29,0.25,0.03
2024-11-16 04:00:00,1.09,0.29,0.29,0.25,0.03
2024-11-16 05:00:00,1.1,0.29,0.3,0.25,0.1
2024-11-16 06:00:00,1.3,0.29,0.5,1.0,0.11
2024-11-16 07:00:00,1.0,2.04,0.9,1.0,0.9
2024-11-16 08:00:00,1.0,2.02,1.0,1.0,1.0
2024-11-16 09:00:00,1.3,1.0,0.5,1.0,0.5
2024-11-16 10:00:00,1.09,1.0,0.29,0.7,0.29
2024-11-16 11:00:00,1.09,1.0,0.29,0.96,0.29
2024-11-16 12:00:00,1.09,1.24,0.29,1.0,0.24
2024-11-16 13:00:00,1.09,1.24,0.29,1.0,0.29
2024-11-16 14:00:00,1.3,1.35,0.5,0.96,0.5
2024-11-16 15:00:00,1.3,1.49,0.5,0.96,0.5
2024-11-16 16:00:00,2.48,2.29,0.98,1.98,0.98
2024-11-16 17:00:00,18.09,1.35,18.36,18.36,18.36
2024-11-16 18:00:00,4.4,2.14,5.17,3.07,5.17
2024-11-16 19:00:00,0.99,0.19,1.5,2.14,2.14
2024-11-16 20:00:00,1.59,0.49,0.79,1.07,0.79
2024-11-16 21:00:00,1.56,0.49,0.76,1.07,0.76
2024-11-16 22:00:00,1.0,0.49,0.49,0.25,0.49
2024-11-16 23:00:00,1.29,0.49,0.49,0.25,0.49
2024-11-17 00:00:00,1.09,0.29,0.29,0.07,0.04
2024-11-17 01:00:00,1.09,0.29,0.29,0.07,0.05
2024-11-17 02:00:00,1.09,0.29,0.29,0.25,0.04
2024-11-17 03:00:00,1.09,0.29,0.29,0.25,0.03
2024-11-17 04:00:00,1.11,0.29,0.31,0.31,0.05
2024-11-17 05:00:00,1.17,0.29,0.37,0.5,0.37
2024-11-17 06:00:00,1.69,0.29,0.79,1.01,0.79
2024-11-17 07:00:00,2.92,2.04,1.01,1.04,1.01
