HourOfYear,mileage_factor_RegU_CAISO,mileage_factor_RegD_CAISO
3294,1.0186,0.9903
3295,1.0129,0.9873
3296,1.0182,0.9975
3297,1.0167,1.0139
3298,1.0238,1.0203
3299,1.0223,1.0086
3300,1.0153,1.0083
3301,1.0140,1.0001
3302,1.0176,0.9999
3303,1.0148,1.0094
3304,1.0081,0.9974
3305,1.0081,0.9958
3306,1.0196,0.9747
3307,1.0221,0.9754
3308,1.0214,0.9807
3309,1.0158,0.9760
3310,1.0149,0.9633
3311,1.0035,0.9633
3312,1.0013,0.9573
3313,1.0059,0.9889
3314,1.0058,0.9891
3315,1.0014,1.0003
3316,0.9900,0.9905
3317,0.9907,0.9835
3318,0.9857,0.9747
3319,0.9881,0.9815
3320,0.9928,0.9770
3321,1.0072,0.9818
3322,1.0144,0.9847
3323,1.0139,0.9913
3324,1.0304,0.9868
3325,1.0286,0.9854
3326,1.0169,1.0070
3327,1.0119,0.9945
3328,1.0331,0.9961
3329,1.0206,0.9975
3330,1.0141,0.9935
3331,1.0206,0.9809
3332,1.0089,0.9761
3333,1.0166,0.9757
3334,1.0242,0.9760
3335,1.0224,0.9712
3336,1.0335,0.9733
3337,1.0259,0.9801
3338,1.0297,0.9712
3339,1.0028,0.9751
3340,1.0084,0.9789
3341,1.0192,0.9809
3342,1.0230,0.9942
3343,1.0154,1.0053
3344,0.9991,1.0087
3345,1.0098,1.0148
3346,1.0005,1.0165
3347,0.9941,1.0172
3348,0.9928,1.0046
3349,1.0002,1.0030
3350,1.0112,1.0149
3351,1.0277,1.0088
3352,1.0242,1.0058
3353,1.0228,1.0145
3354,1.0231,1.0113
3355,1.0149,1.0083
3356,1.0190,1.0068
3357,1.0106,1.0023
3358,1.0193,1.0045
3359,1.0073,0.9992
3360,1.0145,0.9937
3361,1.0205,1.0005
3362,1.0032,0.9925
3363,1.0062,1.0074
3364,1.0199,0.9914
3365,1.0189,0.9735
3366,1.0167,0.9748
3367,1.0098,0.9819
3368,1.0133,0.9717
3369,1.0084,0.9792
3370,1.0119,0.9830
3371,1.0173,0.9953
3372,1.0174,0.9953
3373,1.0251,0.9947
3374,1.0249,0.9994
3375,1.0178,1.0023
3376,0.9988,1.0006
3377,0.9955,0.9886
3378,0.9956,0.9937
3379,1.0022,1.0042
3380,0.9855,0.9897
3381,0.9726,0.9819
3382,0.9610,0.9785
3383,0.9681,0.9889
3384,0.9626,0.9932
3385,0.9741,0.9843
3386,0.9760,0.9878
3387,0.9668,0.9844
3388,0.9830,0.9833
3389,0.9866,0.9795
3390,0.9995,0.9755
3391,1.0006,0.9657
3392,1.0153,0.9769
3393,1.0190,1.0015
3394,1.0038,1.0000
3395,0.9991,1.0034
3396,0.9940,1.0053
3397,0.9753,1.0082
3398,0.9887,0.9975
3399,0.9955,0.9954
3400,1.0103,0.9924
3401,0.9944,0.9995
3402,0.9859,1.0005
3403,0.9803,1.0090
3404,0.9983,1.0099
3405,1.0123,1.0187
3406,0.9990,1.0226
3407,1.0034,1.0178
3408,1.0093,1.0007
3409,1.0072,1.0057
3410,1.0248,1.0145
3411,0.9985,1.0123
3412,0.9818,1.0090
3413,0.9868,1.0055
3414,0.9789,1.0030
3415,0.9917,1.0021
3416,0.9793,1.0107
3417,0.9894,1.0052
3418,0.9919,1.0090
3419,1.0106,1.0119
3420,1.0018,1.0113
3421,1.0168,1.0204
3422,1.0214,1.0052
3423,1.0093,0.9919
3424,0.9997,0.9863
3425,1.0102,0.9843
3426,1.0102,0.9917
3427,1.0075,0.9903
3428,1.0226,0.9871
3429,1.0262,1.0020
3430,1.0141,0.9994
3431,1.0069,1.0020
3432,1.0099,1.0000
3433,1.0106,1.0161
3434,1.0155,1.0169
3435,1.0206,1.0198
3436,1.0312,1.0119
3437,1.0221,1.0240
3438,1.0400,1.0256
3439,1.0413,1.0128
3440,1.0365,1.0120
3441,1.0286,1.0248
3442,1.0270,1.0335
3443,1.0060,1.0068
3444,1.0040,1.0034
3445,1.0154,1.0012
3446,1.0090,1.0000
3447,0.9901,0.9893
3448,0.9799,0.9920
3449,0.9808,0.9876
3450,0.9874,1.0016
3451,0.9821,0.9983
3452,0.9730,0.9822
3453,0.9713,0.9956
3454,0.9941,0.9866
3455,1.0191,0.9971
3456,1.0205,0.9841
3457,1.0192,0.9755
3458,1.0260,0.9640
3459,1.0088,0.9714
3460,1.0022,0.9903
3461,0.9828,0.9767
3462,0.9902,0.9724
3463,0.9915,0.9884
3464,0.9859,1.0040
3465,1.0062,1.0055
3466,1.0163,0.9992
3467,1.0131,1.0033
3468,1.0035,1.0023
3469,1.0057,1.0081
3470,1.0056,1.0062
3471,0.9999,0.9994
3472,0.9910,0.9897
3473,0.9949,0.9837
3474,0.9979,0.9884
3475,0.9884,0.9813
3476,0.9727,0.9931
3477,0.9746,0.9852
3478,0.9662,0.9858
3479,0.9651,0.9646
3480,0.9664,0.9708
3481,0.9766,0.9800
3482,0.9758,0.9902
3483,0.9827,0.9933
3484,0.9776,0.9949
3485,0.9847,0.9957
3486,0.9845,0.9907
3487,0.9900,0.9947
3488,1.0036,1.0114
3489,1.0012,1.0175
3490,0.9996,1.0177
3491,1.0037,1.0138
3492,1.0078,1.0116
3493,0.9848,1.0191
3494,0.9771,1.0237
3495,0.9834,1.0280
3496,1.0014,1.0388
3497,0.9877,1.0377
3498,0.9847,1.0464
3499,0.9897,1.0628
3500,0.9827,1.0371
3501,0.9908,1.0308
3502,0.9990,1.0181
3503,1.0032,1.0143
3504,1.0044,1.0289
3505,0.9944,1.0376
3506,0.9927,1.0338
3507,1.0056,1.0314
3508,1.0079,1.0202
3509,0.9852,1.0280
3510,0.9953,1.0178
3511,0.9999,1.0206
3512,0.9968,1.0111
3513,0.9955,1.0032
3514,0.9907,1.0122
3515,0.9931,1.0070
3516,0.9944,1.0081
3517,0.9932,1.0032
3518,0.9968,1.0056
3519,0.9962,1.0050
3520,1.0060,1.0061
3521,1.0125,1.0080
3522,0.9980,1.0197
3523,1.0017,1.0109
3524,0.9989,1.0329
3525,0.9903,1.0231
3526,0.9951,1.0128
3527,0.9996,1.0089
3528,1.0248,1.0127
3529,1.0001,1.0013
3530,0.9958,1.0111
3531,1.0194,1.0077
3532,1.0090,0.9852
3533,1.0107,0.9970
3534,1.0106,0.9944
3535,1.0095,0.9905
3536,1.0026,0.9991
3537,0.9977,0.9984
3538,1.0010,0.9913
3539,0.9991,0.9879
3540,1.0021,0.9784
3541,1.0060,0.9837
3542,1.0139,0.9938
3543,1.0210,1.0115
3544,1.0188,0.9956
3545,1.0052,0.9988
3546,1.0158,0.9954
3547,1.0161,1.0004
3548,1.0209,1.0009
3549,1.0215,0.9896
3550,1.0158,0.9878
3551,1.0101,0.9927
3552,1.0230,0.9916
3553,1.0200,0.9766
3554,1.0163,0.9777
3555,1.0063,0.9880
3556,1.0030,0.9978
3557,1.0116,1.0069
3558,1.0104,1.0048
3559,1.0208,0.9987
3560,1.0206,1.0024
3561,1.0182,1.0005
3562,1.0113,0.9880
3563,1.0102,0.9813
3564,1.0011,0.9902
3565,1.0071,0.9897
3566,1.0057,0.9824
3567,1.0029,0.9782
3568,1.0005,0.9858
3569,1.0071,0.9716
3570,1.0005,0.9761
3571,1.0101,0.9847
3572,1.0048,0.9962
3573,1.0100,0.9971
3574,1.0043,0.9804
3575,0.9986,0.9889
3576,1.0127,0.9944
3577,1.0168,1.0086
3578,1.0149,1.0209
3579,0.9991,1.0175
3580,1.0032,1.0057
3581,1.0121,1.0098
3582,1.0117,1.0168
3583,1.0099,1.0145
3584,1.0100,1.0102
3585,1.0122,1.0234
3586,1.0048,1.0111
3587,1.0039,1.0049
3588,1.0044,1.0080
3589,1.0124,1.0043
3590,0.9908,1.0063
3591,1.0014,1.0141
3592,0.9873,1.0010
3593,0.9837,0.9960
3594,0.9867,1.0115
3595,0.9958,1.0117
3596,1.0066,1.0088
3597,0.9994,1.0030
3598,1.0050,1.0097
3599,0.9964,1.0002
3600,0.9868,1.0086
3601,1.0035,1.0026
3602,1.0167,0.9942
3603,1.0109,0.9845
3604,0.9962,0.9866
3605,0.9867,0.9892
3606,0.9993,0.9827
3607,1.0032,0.9795
3608,0.9929,0.9650
3609,0.9959,0.9678
3610,0.9896,0.9962
3611,0.9774,0.9772
3612,0.9719,0.9844
3613,0.9868,0.9908
3614,0.9740,0.9886
3615,0.9775,0.9920
3616,0.9716,0.9867
3617,0.9875,0.9828
3618,0.9881,0.9914
3619,0.9996,0.9706
3620,0.9930,0.9718
3621,0.9962,0.9799
3622,0.9909,0.9813
3623,0.9802,0.9952
3624,0.9761,0.9970
3625,0.9766,0.9993
3626,0.9690,1.0027
3627,0.9818,0.9937
3628,0.9774,0.9993
3629,0.9910,1.0151
3630,0.9857,0.9949
3631,0.9851,0.9870
3632,0.9803,0.9929
3633,0.9837,0.9918
3634,0.9794,0.9924
3635,0.9750,0.9957
3636,0.9931,0.9851
3637,1.0051,0.9807
3638,1.0220,0.9868
3639,1.0169,0.9840
3640,0.9968,0.9740
3641,0.9967,0.9741
3642,0.9904,0.9808
3643,0.9879,0.9994
3644,0.9897,0.9962
3645,1.0072,0.9982
3646,1.0068,0.9883
3647,1.0244,0.9716
3648,1.0138,0.9665
3649,1.0247,0.9712
3650,1.0218,0.9824
3651,0.9990,0.9792
3652,1.0008,0.9822
3653,1.0070,0.9890
3654,0.9910,0.9706
3655,0.9901,0.9832
3656,0.9872,0.9785
3657,0.9984,0.9881
3658,0.9947,0.9957
3659,0.9921,1.0074
3660,0.9856,1.0084
3661,0.9796,1.0106
3662,0.9744,1.0202
3663,0.9682,1.0079
3664,0.9626,1.0083
3665,0.9830,1.0067
3666,0.9988,1.0184
3667,1.0094,1.0101
3668,1.0084,1.0169
3669,1.0030,1.0139
3670,1.0072,1.0054
3671,1.0192,1.0151
3672,1.0178,1.0095
3673,1.0110,1.0010
3674,1.0144,0.9930
3675,1.0422,1.0031
3676,1.0274,1.0055
3677,1.0129,0.9963
3678,1.0217,0.9986
3679,1.0272,0.9994
3680,1.0128,1.0065
3681,1.0133,1.0164
3682,1.0077,1.0065
3683,0.9950,0.9953
3684,0.9851,1.0061
3685,0.9826,1.0057
3686,0.9872,1.0091
3687,0.9959,1.0044
3688,0.9931,1.0006
3689,0.9919,0.9902
3690,0.9986,1.0010
3691,0.9961,1.0017
3692,0.9944,1.0084
3693,1.0061,1.0118
3694,1.0015,1.0057
3695,0.9957,1.0118
3696,0.9910,1.0137
3697,0.9911,1.0161
3698,1.0043,0.9996
3699,1.0074,0.9807
3700,1.0049,0.9692
3701,1.0031,0.9920
3702,1.0095,0.9888
3703,1.0068,0.9812
3704,1.0044,0.9983
3705,1.0066,1.0029
3706,0.9989,0.9945
3707,1.0169,0.9795
3708,1.0310,0.9840
3709,1.0261,0.9816
3710,1.0203,0.9909
3711,1.0086,1.0034
3712,1.0077,1.0106
3713,0.9973,1.0044
3714,0.9964,1.0027
3715,1.0038,1.0113
3716,1.0126,1.0040
3717,1.0235,1.0016
3718,1.0234,1.0200
3719,1.0112,1.0078
3720,1.0225,1.0128
3721,1.0272,1.0109
3722,1.0186,1.0077
3723,1.0061,1.0060
3724,1.0068,0.9885
3725,1.0174,0.9964
3726,1.0104,0.9896
3727,1.0099,0.9921
3728,1.0136,0.9882
3729,0.9979,0.9873
3730,0.9927,0.9836
3731,1.0088,0.9839
3732,0.9897,0.9747
3733,1.0025,0.9986
3734,1.0129,0.9966
3735,1.0144,1.0128
3736,1.0131,1.0070
3737,0.9958,1.0036
3738,1.0010,0.9940
3739,0.9969,1.0029
3740,1.0085,0.9938
3741,1.0100,0.9858
3742,0.9941,0.9888
3743,0.9882,0.9908
3744,0.9762,0.9858
3745,0.9684,0.9919
3746,0.9820,0.9738
3747,0.9830,0.9729
3748,0.9796,0.9650
3749,0.9830,0.9695
3750,0.9826,0.9876
3751,0.9872,0.9712
3752,1.0089,0.9801
3753,1.0071,0.9797
3754,1.0160,0.9773
3755,0.9957,0.9886
3756,0.9931,0.9723
3757,0.9830,0.9686
3758,0.9882,0.9636
3759,0.9974,0.9542
3760,1.0058,0.9661
3761,1.0036,0.9718
3762,1.0139,0.9810
3763,1.0143,0.9898
3764,1.0169,1.0008
3765,1.0095,1.0038
3766,1.0030,0.9990
3767,0.9997,1.0033
3768,1.0114,1.0000
3769,1.0050,1.0088
3770,0.9902,1.0162
3771,0.9901,1.0053
3772,0.9865,0.9900
3773,0.9985,0.9845
3774,1.0002,0.9997
3775,1.0043,1.0193
3776,1.0134,1.0002
3777,1.0138,1.0094
3778,1.0024,1.0006
3779,1.0055,0.9954
3780,1.0155,1.0075
3781,1.0127,1.0096
3782,1.0111,1.0173
3783,1.0044,1.0105
3784,1.0055,1.0188
3785,1.0087,1.0129
3786,1.0178,1.0109
3787,1.0304,1.0140
3788,1.0296,1.0082
3789,1.0380,1.0251
3790,1.0342,1.0125
3791,1.0336,1.0169
3792,1.0510,1.0096
3793,1.0409,1.0154
3794,1.0234,1.0143
3795,1.0393,1.0191
3796,1.0383,1.0073
3797,1.0208,1.0065
3798,1.0157,1.0027
3799,1.0171,0.9958
3800,1.0073,0.9931
3801,0.9948,0.9916
3802,1.0033,0.9939
3803,0.9859,0.9914
3804,0.9838,0.9835
3805,0.9818,0.9945
3806,0.9761,0.9944
3807,0.9773,0.9919
3808,0.9796,0.9920
3809,0.9558,0.9943
3810,0.9663,0.9812
3811,0.9799,0.9585
3812,0.9969,0.9810
3813,0.9970,0.9832
3814,0.9780,0.9874
3815,0.9896,0.9979
3816,0.9921,0.9900
3817,1.0004,0.9819
3818,1.0013,0.9885
3819,1.0061,0.9937
3820,0.9968,0.9925
3821,0.9869,0.9948
3822,0.9881,1.0010
3823,0.9899,0.9811
3824,0.9845,0.9806
3825,0.9801,0.9832
3826,0.9762,0.9648
3827,0.9911,0.9676
3828,0.9840,0.9706
3829,0.9916,0.9608
3830,0.9859,0.9877
3831,0.9926,0.9891
3832,1.0064,1.0096
3833,1.0153,0.9931
3834,1.0099,0.9842
3835,1.0105,0.9722
3836,1.0046,0.9825
3837,1.0123,0.9903
3838,1.0094,0.9972
3839,1.0201,0.9864
3840,1.0077,1.0031
3841,0.9991,1.0174
3842,1.0050,1.0268
3843,1.0081,1.0126
3844,1.0232,1.0243
3845,1.0166,1.0273
3846,1.0086,1.0209
3847,1.0018,1.0077
3848,0.9989,1.0053
3849,1.0024,1.0154
3850,0.9870,1.0184
3851,0.9781,1.0093
3852,0.9842,1.0080
3853,0.9904,0.9956
3854,0.9892,0.9967
3855,0.9953,0.9816
3856,0.9823,0.9798
3857,0.9788,0.9962
3858,0.9757,1.0143
3859,0.9721,1.0083
3860,0.9848,1.0123
3861,0.9962,1.0414
3862,0.9764,1.0537
3863,0.9627,1.0404
3864,0.9707,1.0222
3865,0.9706,1.0182
3866,0.9747,1.0356
3867,0.9822,1.0195
3868,1.0016,0.9974
3869,1.0006,1.0038
3870,1.0083,1.0051
3871,1.0029,1.0062
3872,1.0065,1.0049
3873,1.0117,1.0028
3874,1.0049,0.9912
3875,0.9979,0.9969
3876,0.9939,0.9978
3877,1.0029,1.0178
3878,1.0090,1.0121
3879,0.9847,1.0112
3880,0.9837,0.9948
3881,0.9905,0.9850
3882,1.0064,0.9939
3883,1.0043,1.0143
3884,1.0070,1.0144
3885,1.0066,1.0093
3886,1.0007,0.9916
3887,0.9883,0.9946
3888,0.9791,1.0078
3889,0.9900,1.0004
3890,0.9929,0.9944
3891,0.9875,0.9860
3892,0.9768,0.9975
3893,0.9881,0.9983
3894,0.9812,0.9953
3895,0.9908,1.0025
3896,0.9912,0.9957
3897,0.9924,0.9854
3898,1.0097,0.9904
3899,0.9889,0.9902
3900,0.9829,0.9926
3901,1.0006,1.0074
3902,1.0090,1.0115
3903,1.0051,0.9987
3904,1.0212,0.9983
3905,1.0265,0.9949
3906,1.0169,0.9927
3907,1.0041,0.9830
3908,1.0160,0.9829
3909,1.0057,0.9791
3910,1.0070,0.9791
3911,1.0193,0.9830
3912,1.0174,0.9831
3913,1.0144,0.9709
3914,0.9966,0.9713
3915,1.0063,0.9710
3916,0.9886,0.9822
3917,1.0030,0.9883
3918,0.9871,0.9967
3919,0.9819,0.9997
3920,0.9958,1.0006
3921,1.0098,1.0001
3922,1.0088,1.0102
3923,1.0039,1.0215
3924,1.0046,1.0212
3925,0.9859,1.0226
3926,0.9984,1.0079
3927,0.9931,1.0038
3928,0.9920,1.0018
3929,0.9942,0.9967
3930,0.9978,1.0134
3931,1.0023,1.0130
3932,1.0130,1.0090
3933,1.0222,0.9952
3934,1.0179,1.0024
3935,1.0213,1.0066
3936,1.0253,0.9990
3937,1.0049,0.9945
3938,1.0001,0.9901
3939,0.9918,0.9943
3940,0.9935,0.9916
3941,1.0061,0.9832
3942,1.0121,1.0034
3943,1.0173,1.0048
3944,1.0106,0.9923
3945,1.0051,0.9822
3946,0.9987,0.9921
3947,0.9908,0.9839
3948,0.9977,0.9808
3949,0.9931,0.9727
3950,0.9826,0.9711
3951,0.9883,0.9830
3952,0.9911,0.9859
3953,0.9954,0.9826
3954,1.0094,0.9711
3955,1.0079,0.9654
3956,1.0006,0.9671
3957,0.9946,0.9733
3958,0.9868,0.9824
3959,0.9823,0.9746
3960,0.9741,0.9827
3961,0.9799,0.9884
3962,0.9774,0.9926
3963,0.9827,0.9757
3964,0.9825,0.9810
3965,0.9848,0.9811
3966,1.0035,0.9826
3967,1.0132,1.0017
3968,0.9968,0.9862
3969,0.9919,1.0067
3970,0.9761,0.9825
3971,0.9768,0.9828
3972,0.9840,0.9908
3973,0.9967,0.9822
3974,1.0066,0.9880
3975,1.0083,0.9834
3976,0.9983,0.9885
3977,1.0063,0.9891
3978,1.0056,0.9895
3979,1.0063,1.0050
3980,1.0229,1.0133
3981,1.0102,1.0054
3982,1.0272,1.0102
3983,1.0386,1.0099
3984,1.0322,1.0006
3985,1.0281,0.9972
3986,1.0166,1.0058
3987,1.0153,0.9963
3988,1.0133,0.9935
3989,1.0047,1.0027
3990,0.9973,1.0111
3991,0.9956,1.0106
3992,0.9963,1.0020
3993,0.9814,1.0062
3994,0.9951,0.9893
3995,0.9914,0.9814
3996,0.9903,0.9969
3997,0.9936,1.0089
3998,0.9924,1.0003
3999,1.0041,0.9881
4000,1.0008,0.9784
4001,0.9953,0.9761
4002,1.0018,0.9820
4003,1.0084,0.9774
4004,1.0296,0.9782
4005,1.0070,0.9790
4006,1.0064,0.9899
4007,1.0115,0.9838
4008,1.0011,0.9862
4009,1.0137,1.0082
4010,1.0050,1.0060
4011,1.0051,1.0038
4012,1.0141,1.0002
4013,1.0016,1.0007
4014,1.0001,1.0006
4015,1.0071,1.0040
4016,1.0071,1.0169
4017,1.0119,1.0097
4018,1.0170,1.0043
4019,1.0091,1.0179
4020,1.0222,1.0102
4021,1.0105,1.0061
4022,1.0209,1.0056
4023,1.0203,0.9999
4024,1.0110,1.0016
4025,1.0012,0.9907
4026,1.0035,0.9759
4027,1.0009,0.9678
4028,1.0052,0.9842
4029,1.0022,1.0055
4030,1.0024,0.9897
4031,1.0067,0.9924
4032,1.0049,1.0003
4033,1.0017,0.9918
4034,1.0046,0.9987
4035,1.0004,1.0047
4036,1.0065,1.0047
4037,1.0094,1.0122
4038,1.0141,1.0093
4039,1.0178,1.0176
4040,1.0123,1.0169
4041,0.9919,1.0199
4042,0.9919,1.0311
4043,0.9955,1.0222
4044,0.9953,1.0124
4045,0.9896,1.0113
4046,1.0027,0.9999
4047,0.9950,0.9823
4048,0.9897,0.9699
4049,0.9875,0.9830
4050,0.9871,0.9809
4051,0.9841,0.9693
4052,0.9868,0.9697
4053,0.9902,0.9671
4054,0.9832,0.9632
4055,0.9762,0.9659
4056,0.9870,0.9819
4057,0.9890,0.9892
4058,1.0001,0.9885
4059,1.0059,0.9935
4060,1.0021,1.0008
4061,1.0057,1.0042
4062,1.0114,1.0068
4063,1.0021,1.0026
4064,0.9878,1.0193
4065,0.9813,1.0143
4066,0.9899,1.0154
4067,1.0074,1.0067
4068,1.0058,1.0118
4069,1.0163,1.0190
4070,1.0216,1.0198
4071,1.0113,1.0249
4072,1.0087,1.0297
4073,1.0129,1.0328
4074,0.9999,1.0261
4075,1.0076,1.0269
4076,1.0160,1.0195
4077,1.0205,1.0168
4078,1.0157,1.0096
4079,1.0172,0.9951
4080,1.0230,1.0026
4081,1.0055,0.9955
4082,0.9827,1.0018
4083,0.9905,1.0094
4084,0.9868,1.0060
4085,0.9908,1.0155
4086,0.9943,1.0093
4087,1.0065,1.0040
4088,1.0069,0.9999
4089,1.0105,0.9975
4090,1.0128,0.9953
4091,1.0177,0.9944
4092,1.0093,1.0185
4093,1.0104,1.0070
4094,0.9873,1.0173
4095,0.9838,1.0131
4096,0.9961,1.0077
4097,0.9847,1.0121
4098,0.9764,1.0150
4099,0.9866,1.0058
4100,0.9835,1.0192
4101,0.9979,1.0063
4102,0.9990,1.0081
4103,1.0130,0.9990
4104,1.0261,0.9917
4105,1.0329,1.0026
4106,1.0223,1.0004
4107,1.0081,1.0067
4108,1.0182,0.9988
4109,1.0147,0.9836
4110,1.0139,0.9915
4111,1.0218,0.9974
4112,1.0076,0.9936
4113,1.0116,0.9987
4114,1.0050,0.9954
4115,1.0113,1.0100
4116,1.0128,1.0187
4117,1.0185,1.0107
4118,1.0112,1.0081
4119,1.0027,1.0226
4120,1.0023,1.0226
4121,0.9966,1.0210
4122,0.9915,1.0228
4123,0.9866,1.0321
4124,0.9948,1.0208
4125,1.0135,1.0260
4126,1.0183,1.0214
4127,1.0213,1.0264
4128,1.0236,1.0170
4129,1.0110,1.0232
4130,1.0153,1.0096
4131,0.9961,0.9935
4132,1.0002,0.9995
4133,1.0069,1.0081
4134,1.0130,1.0084
4135,1.0166,1.0241
4136,1.0022,1.0171
4137,0.9960,1.0258
4138,1.0074,1.0125
4139,1.0094,1.0120
4140,1.0106,1.0195
4141,1.0038,1.0286
4142,0.9931,1.0177
4143,0.9877,1.0023
4144,0.9773,1.0025
4145,0.9864,1.0096
4146,0.9623,0.9954
4147,0.9625,1.0035
4148,0.9873,1.0244
4149,0.9876,1.0052
4150,0.9829,0.9805
4151,1.0063,0.9686
4152,1.0015,0.9881
4153,1.0193,0.9854
4154,1.0132,0.9814
4155,1.0191,0.9789
4156,1.0365,0.9872
4157,1.0312,1.0001
4158,1.0224,1.0106
4159,1.0249,1.0177
4160,1.0113,1.0128
4161,1.0207,1.0099
4162,1.0111,0.9986
4163,0.9951,1.0118
4164,0.9951,1.0147
4165,0.9920,1.0131
4166,0.9712,1.0003
4167,0.9765,0.9796
4168,0.9709,0.9722
4169,0.9721,0.9820
4170,0.9673,0.9791
4171,0.9793,0.9965
4172,0.9829,0.9859
4173,0.9728,0.9883
4174,0.9906,0.9932
4175,0.9952,0.9753
4176,0.9916,0.9886
4177,0.9862,0.9879
4178,0.9882,0.9629
4179,0.9789,0.9664
4180,0.9947,0.9823
4181,1.0060,0.9766
4182,1.0020,0.9665
4183,0.9981,0.9580
4184,0.9904,0.9620
4185,0.9946,0.9761
4186,0.9982,0.9835
4187,1.0050,0.9680
4188,1.0067,0.9677
4189,0.9974,0.9796
4190,0.9913,0.9732
4191,0.9942,0.9740
4192,0.9890,0.9643
4193,1.0036,0.9697
4194,1.0028,0.9773
4195,0.9892,0.9971
4196,0.9903,0.9983
4197,0.9903,1.0012
4198,1.0044,1.0025
4199,1.0040,0.9977
4200,1.0087,0.9990
4201,1.0058,1.0150
4202,1.0140,1.0088
4203,1.0235,0.9964
4204,1.0110,1.0018
4205,1.0036,0.9905
4206,1.0011,1.0002
4207,1.0092,0.9883
4208,1.0017,1.0061
4209,0.9812,1.0074
4210,0.9920,1.0013
4211,0.9864,1.0061
4212,0.9859,1.0094
4213,0.9849,1.0117
4214,0.9687,1.0095
4215,0.9637,1.0053
4216,0.9781,1.0168
4217,0.9818,1.0114
4218,0.9938,1.0055
4219,1.0096,1.0083
4220,0.9930,1.0096
4221,0.9913,0.9979
4222,0.9919,1.0127
4223,1.0071,0.9983
4224,0.9960,0.9862
4225,0.9997,1.0049
4226,1.0114,1.0034
4227,1.0174,1.0048
4228,1.0189,0.9987
4229,1.0090,0.9963
4230,1.0172,1.0070
4231,0.9995,1.0112
4232,1.0041,1.0140
4233,0.9876,1.0006
4234,1.0061,0.9987
4235,0.9946,1.0052
4236,0.9914,0.9866
4237,1.0081,0.9809
4238,1.0107,0.9914
4239,1.0022,0.9829
4240,1.0029,0.9803
4241,1.0050,0.9933
4242,1.0079,0.9990
4243,1.0046,1.0060
4244,1.0008,1.0092
4245,1.0069,1.0119
4246,1.0034,1.0105
4247,0.9930,0.9969
4248,0.9914,0.9940
4249,0.9928,0.9929
4250,0.9972,0.9802
4251,0.9995,0.9787
4252,0.9876,0.9792
4253,0.9944,0.9960
4254,0.9935,0.9802
4255,0.9896,0.9846
4256,1.0000,0.9907
4257,0.9934,0.9989
4258,1.0108,1.0089
4259,1.0242,0.9963
4260,1.0290,0.9930
4261,1.0176,1.0001
4262,1.0196,0.9967
4263,1.0185,0.9987
4264,1.0086,1.0094
4265,1.0167,1.0163
4266,1.0137,1.0181
4267,0.9889,1.0259
4268,1.0044,1.0141
4269,1.0173,1.0094
4270,1.0136,1.0083
4271,1.0167,0.9986
4272,1.0168,1.0105
4273,1.0094,1.0140
4274,1.0320,1.0154
4275,1.0206,1.0001
4276,1.0173,0.9897
4277,1.0040,0.9818
4278,1.0110,0.9628
4279,1.0153,0.9707
4280,1.0204,0.9543
4281,1.0056,0.9605
4282,1.0071,0.9804
4283,1.0094,0.9857
4284,0.9957,0.9821
4285,1.0000,0.9838
4286,0.9941,0.9951
4287,0.9925,0.9984
4288,0.9991,0.9902
4289,1.0011,0.9925
4290,0.9941,0.9933
4291,0.9849,0.9829
4292,0.9861,0.9954
4293,0.9907,0.9730
4294,0.9925,0.9783
4295,0.9927,0.9804
4296,0.9920,0.9774
4297,1.0065,0.9734
4298,1.0070,0.9996
4299,1.0076,0.9936
4300,1.0042,0.9907
4301,0.9996,0.9946
4302,1.0168,0.9912
4303,1.0188,0.9857
4304,1.0225,0.9814
4305,1.0111,0.9815
4306,1.0181,0.9944
4307,1.0057,0.9959
4308,1.0077,1.0109
4309,1.0073,1.0196
4310,1.0180,1.0261
4311,1.0102,1.0240
4312,1.0134,1.0214
4313,1.0145,1.0237
4314,1.0049,1.0281
4315,1.0089,1.0116
4316,1.0059,1.0142
4317,1.0045,1.0081
4318,1.0003,1.0048
4319,1.0008,1.0067
4320,1.0010,0.9904
4321,1.0057,1.0066
4322,1.0076,1.0021
4323,1.0142,0.9965
4324,1.0191,1.0021
4325,1.0293,1.0054
4326,1.0302,0.9937
4327,1.0260,1.0091
4328,1.0316,0.9971
4329,1.0270,0.9959
4330,1.0247,0.9814
4331,0.9973,1.0045
4332,0.9896,1.0088
4333,0.9979,1.0035
4334,1.0104,1.0020
4335,1.0134,0.9915
4336,1.0165,1.0012
4337,1.0196,0.9868
4338,1.0164,0.9952
4339,1.0049,0.9872
4340,1.0098,1.0021
4341,0.9968,0.9956
4342,1.0018,0.9972
4343,1.0144,1.0126
4344,1.0144,1.0142
4345,1.0166,1.0168
4346,1.0235,1.0134
4347,1.0179,1.0072
4348,1.0282,1.0086
4349,1.0324,1.0080
4350,1.0277,1.0119
4351,1.0027,1.0227
4352,1.0013,1.0164
4353,1.0000,1.0087
4354,1.0030,0.9994
4355,1.0157,1.0018
4356,1.0221,1.0096
4357,1.0202,1.0046
4358,1.0142,1.0075
4359,0.9950,1.0015
4360,1.0028,1.0056
4361,1.0056,0.9985
4362,1.0139,1.0031
4363,1.0148,0.9996
4364,1.0070,0.9804
4365,1.0104,0.9858
4366,1.0117,0.9917
